match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_interceptionWon,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_goals,stat_hitWoodwork,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot
12624967,home,Al-Nassr,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,19.0,17.0,4.0,2.0,0.0,17.0,17.0,2.0,1.0,1.0,1.0,10.0,1.0,3.0,6.0,1.0,1.0,90.0,33.0,8.3,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624967,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173,1607,M,,830126,EUR,768182400,D,2,2,False,36.0,31.0,,,0.0,13.0,16.0,22.0,1.0,5.0,4.0,3.0,,,,,,90.0,59.0,6.8,11.0,1,18.0,2.0,1.0,8.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
12624967,home,Al-Nassr,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187,5883,M,,945063,EUR,957312000,D,3,3,False,35.0,35.0,1.0,1.0,0.0,27.0,27.0,8.0,2.0,4.0,2.0,5.0,,,,,,69.0,41.0,7.1,,0,8.0,,,,,,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,
12624967,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181,549,M,,328829,EUR,694483200,D,4,4,False,48.0,45.0,2.0,,0.0,39.0,40.0,8.0,1.0,2.0,4.0,6.0,,,,,,90.0,56.0,7.0,3.0,1,6.0,,,3.0,,,,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,
12624967,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178,1391,M,,986400,EUR,937440000,D,12,12,False,60.0,51.0,6.0,1.0,1.0,28.0,30.0,32.0,,11.0,6.0,4.0,,,,,,90.0,90.0,8.4,13.0,0,24.0,2.0,2.0,8.0,2.0,3.0,3.0,,7.0,5.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,
12624967,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178,1250,M,,867179,EUR,840153600,M,17,17,False,66.0,61.0,2.0,2.0,0.0,33.0,35.0,31.0,,4.0,1.0,5.0,,,,,,89.0,76.0,7.1,7.0,0,28.0,,,6.0,4.0,,,,3.0,2.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,
12624967,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13081,M,marcelo_brozovic,108800,EUR,721872000,M,11,11,False,87.0,80.0,10.0,6.0,0.0,34.0,34.0,58.0,,1.0,2.0,3.0,,,,,,89.0,105.0,7.6,12.0,1,48.0,5.0,2.0,9.0,1.0,2.0,1.0,1.0,,,,,4.0,1.0,4.0,2.0,1.0,,1.0,,,,,,,,,,
12624967,home,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182,9961,M,angelogabriel,1086455,EUR,1103587200,M,20,20,False,21.0,15.0,1.0,1.0,0.0,5.0,6.0,16.0,,6.0,,3.0,,,,,,62.0,38.0,6.8,13.0,3,10.0,1.0,,4.0,1.0,6.0,5.0,2.0,1.0,1.0,4.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,
12624967,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171,6951,M,otavio,244801,EUR,792288000,M,25,25,False,43.0,36.0,2.0,2.0,0.0,12.0,14.0,31.0,1.0,5.0,,4.0,,,,,,90.0,62.0,7.0,12.0,1,25.0,2.0,,7.0,2.0,3.0,1.0,,,,,3.0,4.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,
12624967,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,27.0,21.0,1.0,1.0,0.0,15.0,16.0,11.0,,8.0,1.0,7.0,,,,,,69.0,41.0,6.9,8.0,1,6.0,,,5.0,3.0,3.0,3.0,,3.0,1.0,,2.0,1.0,,,,1.0,,,1.0,,1.0,1.0,,,,,,
