match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_unsuccessfulTouch,stat_ownGoals,stat_keyPass,stat_totalContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_wonContest,captain,stat_bigChanceCreated,stat_goals,stat_penaltyMiss,player_sofascoreId,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
12504648,home,Udinese,Răzvan Sava,razvan-sava,R. Sava,G,90,195,1061,M,1001997,EUR,1024617600,G,90,90,False,27.0,13.0,18.0,4.0,0.0,9.0,12.0,4.0,15.0,2.0,5.0,1.0,1.0,3.0,1.0,1.0,90.0,32.0,6.3,14.0,0.00167955,0,-1.4075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Thomas Kristensen,thomas-kristensen,T. Kristensen,D,31,197,904,M,1063373,EUR,1011225600,D,31,31,False,33.0,27.0,3.0,,0.0,24.0,26.0,3.0,7.0,2.0,3.0,,,,,,90.0,41.0,6.1,7.0,0.00075964,0,,Thomas Kristensen,,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Jaka Bijol,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,26.0,18.0,7.0,2.0,0.0,15.0,16.0,3.0,10.0,7.0,,,,,,,90.0,38.0,6.4,9.0,0.00168396,0,,,,5.0,4.0,6.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Lautaro Giannetti,lautaro-giannetti,L. Giannetti,D,30,184,387,M,233856,EUR,753148800,D,30,30,False,13.0,9.0,4.0,2.0,0.0,8.0,10.0,1.0,3.0,7.0,,,,,,,83.0,29.0,6.7,4.0,0.00169184,0,,,,2.0,,3.0,,,,3.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Kingsley Ehizibue,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,13.0,7.0,4.0,1.0,0.0,3.0,6.0,4.0,7.0,2.0,1.0,1.0,,,,,70.0,24.0,6.6,8.0,0.00128222,0,,,,1.0,3.0,5.0,1.0,,,,4.0,3.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Sandi Lovrić,sandi-lovric,S. Lovrić,M,4,180,807,M,575852,EUR,891043200,M,8,8,False,4.0,1.0,1.0,,0.0,,2.0,1.0,2.0,1.0,1.0,,,,,,34.0,10.0,6.8,5.0,0.00099661,1,,,,,,,,,,,,,,,2.0,,,,1.0,0.0255,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Jesper Karlström,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,35.0,28.0,4.0,2.0,0.0,17.0,20.0,11.0,15.0,4.0,4.0,,,,,,90.0,44.0,6.4,9.0,0.0108185,0,,,,,3.0,1.0,1.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Jürgen Ekkelenkamp,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,904887,EUR,954892800,M,32,32,False,21.0,11.0,1.0,,0.0,3.0,6.0,8.0,15.0,1.0,7.0,,,,,,83.0,35.0,6.7,11.0,0.00907571,2,,,,2.0,5.0,7.0,3.0,,1.0,1.0,4.0,2.0,2.0,,,,,,,0.2626,1.0,1.0,1.0,1.0,0.0394,,,,,,,,,,,,,
12504648,home,Udinese,Jordan Zemura,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,M,33,33,False,14.0,8.0,3.0,1.0,0.0,8.0,10.0,1.0,7.0,5.0,6.0,,,,,,83.0,42.0,6.8,12.0,0.00744634,0,,,,,4.0,5.0,1.0,1.0,,2.0,4.0,3.0,,1.0,,,,1.0,,,,,,1.0,,3.0,1.0,,,,,,,,,,,
12504648,home,Udinese,Lorenzo Lucca,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,17,17,False,13.0,10.0,1.0,1.0,0.0,4.0,5.0,6.0,8.0,2.0,2.0,,,,,,90.0,26.0,6.6,7.0,0.0215058,0,,,,2.0,10.0,6.0,,2.0,,,,,3.0,6.0,2.0,,1.0,2.0,,,,,,2.0,,,,2.0,,,,,,,,,,
12504648,home,Udinese,Florian Thauvin,florian-thauvin,F. Thauvin,F,24,179,8040,M,148824,EUR,728006400,F,10,10,False,20.0,17.0,2.0,2.0,0.0,5.0,6.0,14.0,20.0,1.0,7.0,,,,,,90.0,41.0,7.1,12.0,0.296434,3,,,,,6.0,3.0,2.0,1.0,,2.0,2.0,2.0,,,1.0,,2.0,4.0,,1.4955,1.0,1.0,2.0,,1.5733,6.0,2.0,1.0,True,1.0,1.0,1.0,,,,,,
12504648,home,Udinese,Arthur Atta,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,M,14,14,True,16.0,12.0,1.0,1.0,0.0,5.0,6.0,7.0,10.0,,2.0,,,,,,56.0,22.0,6.2,5.0,0.00538892,1,,,,1.0,4.0,4.0,,,,,2.0,,2.0,1.0,,,,1.0,1.0,0.0557,,,,1.0,,,,,,,,,,,,,,
12504648,home,Udinese,Hassane Kamara,hassane-kamara,H. Kamara,M,11,168,1023,M,351434,EUR,762825600,D,11,11,True,8.0,5.0,,,0.0,4.0,4.0,1.0,5.0,,,,,,,,20.0,15.0,6.0,6.0,0.00035845,0,,,,1.0,2.0,3.0,,,,,1.0,,2.0,,1.0,,,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,
12504648,home,Udinese,James Abankwah,james-abankwah,J. Abankwah,D,25,188,423,M,1127232,EUR,1074211200,D,4,4,True,,,,,0.0,,,,,,1.0,,,,,,11.0,5.0,6.3,2.0,,0,,,,,3.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12504648,home,Udinese,Rui Modesto,rui-modesto,R. Modesto,M,18,181,693,M,1068286,EUR,939254400,M,77,77,True,2.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,,,,11.0,5.0,6.5,1.0,0.00031242,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
12504648,home,Udinese,Iker Bravo,iker-bravo,I. Bravo,F,49,184,2552,M,1155571,EUR,1105574400,F,21,21,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,,,,,11.0,2.0,6.3,1.0,0.0002212,0,,,,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Daniele Padelli,daniele-padelli,D. Padelli,G,93,191,196,M,2899,EUR,499046400,G,93,93,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Edoardo Piana,edoardo-piana,E. Piana,G,22,197,81,M,1001017,EUR,1064793600,G,66,66,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Souleymane Isaak Touré,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504648,home,Udinese,Christian Kabasele,christian-kabasele,C. Kabasele,D,27,186,477,M,58351,EUR,667353600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
