match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_keyPass,stat_wonContest,stat_bigChanceCreated,captain,stat_blockedScoringAttempt,stat_aerialLost,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14573015,home,Dynamo Kyiv,Ruslan Neshcheret,ruslan-neshcheret,R. Neshcheret,G,35,190.0,302,M,976364,EUR,1011657600,G,35,35,False,49.0,40.0,15.0,6.0,0.0,37.0,40.0,3.0,9.0,12.0,1.0,3.0,90.0,60.0,7.8,9.0,0.00204863,0.4171,0,0.6065,0.11,0.0,0.29,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573015,home,Dynamo Kyiv,Oleksandr Tymchyk,oleksandr-tymchyk,O. Tymchyk,D,18,180.0,183,M,978286,EUR,853718400,D,18,18,False,44.0,35.0,4.0,3.0,0.0,21.0,24.0,13.0,20.0,2.0,,,90.0,63.0,7.1,11.0,0.0115481,,0,,-0.2,0.17,0.41,,,,1.0,1.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573015,home,Dynamo Kyiv,Denys Popov,denys-popov,D. Popov,D,4,185.0,180,M,887247,EUR,919209600,D,4,4,False,93.0,85.0,7.0,3.0,0.0,69.0,72.0,16.0,21.0,4.0,,,90.0,102.0,8.1,8.0,0.0309816,,1,,0.3,0.1,0.61,,,,,4.0,2.0,2.0,2.0,,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,0.2243,0.9015,0.51,,,,,,,,,,,,,,,,
14573015,home,Dynamo Kyiv,Aliou Thiare,aliou-thiare,A. Thiare,D,66,197.0,324,M,1561784,EUR,1071878400,D,66,66,False,107.0,97.0,5.0,3.0,0.0,73.0,75.0,24.0,32.0,8.0,,,90.0,122.0,7.7,10.0,0.0146238,,0,,0.31,0.13,0.24,,,,,5.0,4.0,,4.0,2.0,1.0,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,
14573015,home,Dynamo Kyiv,Taras Mykhavko,mykhavko-taras,T. Mykhavko,D,32,185.0,459,M,1413197,EUR,1117411200,D,32,32,False,53.0,49.0,2.0,2.0,0.0,30.0,32.0,16.0,21.0,4.0,,,90.0,85.0,7.5,11.0,0.175512,,1,,0.31,0.07,0.36,,,,5.0,7.0,4.0,1.0,1.0,1.0,3.0,6.0,1.0,,,,3.0,,2.0,0.0663,,-0.2,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,
14573015,home,Dynamo Kyiv,Oleksandr Pikhalyonok,pikhalyonok-oleksandr,O. Pikhalonok,M,8,179.0,206,M,792296,EUR,862963200,M,8,8,False,42.0,39.0,8.0,6.0,1.0,15.0,15.0,24.0,27.0,4.0,,,71.0,57.0,8.2,8.0,0.648866,,1,,0.78,0.43,-0.08,,,,1.0,7.0,,,,1.0,,3.0,2.0,1.0,,,5.0,2.0,,0.1298,0.0502,-0.19,1.0,1.0,1.0,,,1.0,,2.0,1.0,2.0,,,,,,
14573015,home,Dynamo Kyiv,Mykola Mykhailenko,mykola-mykhailenko,M. Mykhailenko,M,91,181.0,94,M,976375,EUR,990489600,M,91,91,False,66.0,62.0,5.0,3.0,0.0,37.0,37.0,25.0,29.0,3.0,,,90.0,68.0,6.9,5.0,0.0627695,,0,,0.04,0.14,-0.03,,,,,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,
14573015,home,Dynamo Kyiv,Vitaliy Buyalskyi,vitaliy-buyalskyi,V. Buyalskyi,M,29,175.0,215,M,137677,EUR,726278400,M,29,29,False,32.0,22.0,,,1.0,7.0,9.0,15.0,23.0,2.0,,,68.0,40.0,9.0,11.0,0.251563,,3,,0.08,0.57,-0.02,,,,1.0,3.0,,,,,,,,1.0,1.0,,1.0,,,0.9023,0.9092,0.43,1.0,,2.0,,1.0,,1.0,2.0,2.0,1.0,True,1.0,,,,
14573015,home,Dynamo Kyiv,Vladyslav Kabaiev,vladyslav-kabaiev,V. Kabaiev,M,22,176.0,131,M,550192,EUR,809913600,F,22,22,False,27.0,22.0,1.0,1.0,1.0,10.0,10.0,12.0,17.0,4.0,,,80.0,38.0,8.4,10.0,0.0567064,,1,,0.27,0.35,-0.01,,,,,4.0,,,,1.0,,4.0,1.0,1.0,1.0,,2.0,2.0,2.0,0.0671,0.5205,0.53,,1.0,1.0,,,4.0,,1.0,1.0,1.0,,,,,,
14573015,home,Dynamo Kyiv,Eduardo Guerrero,eduardo-guerrero,E. Guerrero,F,39,180.0,492,M,985134,EUR,951091200,F,39,39,False,8.0,6.0,,,0.0,1.0,1.0,5.0,7.0,,,,68.0,12.0,7.5,3.0,0.0110396,,1,,-0.11,0.04,,,,,,1.0,,,,,1.0,3.0,,1.0,1.0,,,,,0.6761,0.9918,0.48,,,,,,1.0,2.0,,,,,,3.0,,,
