match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_totalCross,stat_onTargetScoringAttempt,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_accurateCross,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11369849,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,413,M,878898,EUR,889574400,G,16,16,False,20.0,18.0,4.0,2.0,18.0,18.0,2.0,6.0,1.0,2.0,90.0,26.0,7.1,2.0,0.0,0.0,7.338e-05,0,0.6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369849,home,Standard Liège,Zinho Vanheusden,zinho-vanheusden,Z. Vanheusden,D,,187,690,M,881024,EUR,933206400,D,4,4,False,87.0,75.0,11.0,4.0,50.0,51.0,36.0,10.0,,,90.0,95.0,7.2,14.0,0.0,0.0,0.0162165,0,,,,True,25.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369849,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,False,100.0,87.0,11.0,7.0,52.0,55.0,45.0,8.0,,,90.0,110.0,7.4,14.0,0.0446,0.0,0.0295455,1,,,,,35.0,,1.0,2.0,6.0,,,2.0,,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,
11369849,home,Standard Liège,Nathan Ngoy,ngoy-nathan,N. Ngoy,D,3,183,2002,M,1119487,EUR,1055203200,D,3,3,False,84.0,74.0,11.0,9.0,33.0,36.0,48.0,8.0,,,90.0,118.0,8.0,17.0,0.0108,0.0,0.0616884,1,,,,,41.0,1.0,1.0,4.0,4.0,2.0,,5.0,3.0,1.0,1.0,1.0,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,
11369849,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180,286,M,880762,EUR,905299200,M,13,13,False,48.0,40.0,3.0,2.0,23.0,23.0,27.0,5.0,,,78.0,68.0,6.8,14.0,0.0,0.0,0.0147438,0,,,,,17.0,,2.0,4.0,5.0,1.0,,2.0,,,3.0,1.0,,,2.0,,1.0,,1.0,2.0,,,,,,,,,
11369849,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,M,22,22,False,51.0,45.0,1.0,1.0,12.0,12.0,43.0,6.0,,,78.0,71.0,7.6,14.0,0.0649,0.3265,0.0389359,3,,,,,33.0,1.0,1.0,5.0,6.0,,,,,,3.0,3.0,2.0,1.0,1.0,,2.0,1.0,1.0,4.0,2.0,,,,,,,,
11369849,home,Standard Liège,Isaac Hayden,isaac-hayden,I. Hayden,M,15,187,827,M,190843,EUR,795830400,M,11,11,False,63.0,58.0,3.0,1.0,34.0,37.0,26.0,8.0,,,90.0,82.0,7.3,10.0,0.0,0.0,0.016369,0,,,,,24.0,1.0,2.0,7.0,9.0,,,3.0,1.0,,4.0,4.0,4.0,,2.0,,1.0,1.0,1.0,,,2.0,,,,,,,
11369849,home,Standard Liège,Hayao Kawabe,hayao-kawabe,H. Kawabe,M,6,178,250,M,321001,EUR,810518400,M,6,6,False,36.0,29.0,5.0,4.0,14.0,15.0,25.0,1.0,,,84.0,56.0,7.1,18.0,0.0,0.0,0.0702582,0,,,,,15.0,1.0,1.0,4.0,8.0,,,1.0,5.0,1.0,2.0,1.0,1.0,,4.0,,2.0,1.0,1.0,4.0,,,,,,,,,
11369849,home,Standard Liège,Moussa Djenepo,moussa-djenepo,M. Djenepo,F,12,177,2122,M,869910,EUR,897868800,M,19,19,False,28.0,24.0,,,4.0,5.0,25.0,5.0,,,90.0,51.0,6.5,16.0,0.1916,0.0,0.0322163,3,,,,,20.0,1.0,,10.0,7.0,,,,2.0,1.0,3.0,6.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,
11369849,home,Standard Liège,Wilfried Kanga,wilfried-kanga,W. Kanga,F,7,189,938,M,838640,EUR,888019200,F,14,14,False,12.0,8.0,,,1.0,2.0,12.0,1.0,,,90.0,29.0,6.4,13.0,0.2152,0.7239,0.0191109,2,,,,,7.0,1.0,2.0,6.0,5.0,1.0,,,2.0,1.0,4.0,1.0,,,2.0,1.0,1.0,1.0,,2.0,1.0,,1.0,2.0,,,,,
11369849,home,Standard Liège,Kamal Sowah,kamal-sowah,K. Sowah,M,14,179,840,M,927440,EUR,947376000,F,18,18,False,38.0,31.0,2.0,1.0,10.0,10.0,28.0,4.0,,,84.0,53.0,6.8,13.0,0.1134,0.0381,0.0848358,1,,,,,21.0,3.0,,6.0,,,,2.0,2.0,,2.0,,,,,,,,,,1.0,1.0,,,,,,,
11369849,home,Standard Liège,Gilles Dewaele,gilles-dewaele,G. Dewaele,D,20,180,52,M,285943,EUR,824169600,D,2,2,True,11.0,6.0,2.0,1.0,1.0,1.0,10.0,1.0,,,12.0,19.0,6.8,8.0,0.0232,0.0,0.00813897,1,,,,,5.0,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,
11369849,home,Standard Liège,Isaac Price,isaac-price,I. Price,M,21,178,889,M,1066059,EUR,1064534400,M,8,8,True,12.0,8.0,2.0,1.0,2.0,3.0,9.0,1.0,,,12.0,16.0,7.0,6.0,0.0,0.0,0.0476778,0,,,,,6.0,,,1.0,2.0,,,,1.0,,1.0,1.0,1.0,,,,1.0,1.0,1.0,,,,,,1.0,,,,
11369849,home,Standard Liège,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,M,61,61,True,9.0,7.0,1.0,1.0,2.0,3.0,10.0,1.0,,,11.0,17.0,7.2,6.0,0.0,0.0,0.228244,0,,Cihan Canak,,,6.0,,,,3.0,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,4.0,,,,,,1.0,,,
11369849,home,Standard Liège,Noah Ohio,noah-ohio,N. Ohio,F,39,185,960,M,1100456,EUR,1042675200,F,10,10,True,5.0,5.0,,,,,5.0,,,,11.0,8.0,6.9,1.0,0.1034,0.025,0.00929733,2,,Noah Ohio,,,5.0,,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,,,,,,
11369849,home,Standard Liège,Laurent Henkinet,laurent-henkinet,L. Henkinet,G,,189,54,M,127405,EUR,716428800,G,30,30,True,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
