match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_goalAssist,stat_aerialWon,stat_bigChanceCreated,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_hitWoodwork,stat_totalOffside
11408358,home,Boavista,João Gonçalves,joao-goncalves,J. Gonçalves,G,188,61,M,987596,EUR,974246400,G,99,99,False,25.0,13.0,19.0,7.0,6.0,6.0,7.0,19.0,2.0,12.0,1.0,2.0,2.0,90.0,36.0,6.8,12.0,0.00078681,0,-0.2726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408358,home,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,179,415,M,1131249,EUR,980035200,D,79,79,False,40.0,34.0,4.0,2.0,11.0,13.0,24.0,30.0,1.0,3.0,,,,90.0,67.0,6.0,14.0,0.0232618,2,,,,79,3.0,1.0,3.0,9.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0192,,,,,,,,,,,,,,,,,
11408358,home,Boavista,Chidozie Awaziem,chidozie-awaziem,C. Awaziem,D,189,1826,M,804764,EUR,852076800,D,5,5,False,72.0,62.0,9.0,4.0,41.0,46.0,21.0,26.0,5.0,5.0,,,,90.0,83.0,7.4,10.0,0.00951458,1,,,,6,,,1.0,1.0,3.0,,,,1.0,,,,,,0.0084,1.0,3.0,1.0,3.0,,,,,,,,,,,,,
11408358,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,M,846416,EUR,758505600,D,26,26,False,69.0,54.0,13.0,4.0,35.0,36.0,20.0,36.0,5.0,4.0,,,,90.0,82.0,7.6,17.0,0.0515398,1,,,,26,3.0,1.0,,2.0,1.0,,,,,,,,,3.0,0.6249,,1.0,,,True,1.0,1.0,3.0,0.9546,,,,,,,,
11408358,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,M,1134441,EUR,923097600,D,70,70,False,39.0,37.0,1.0,1.0,15.0,15.0,22.0,28.0,2.0,3.0,,,,90.0,67.0,7.5,7.0,0.0156483,1,,,,70,4.0,,1.0,3.0,6.0,,2.0,2.0,,1.0,,,2.0,2.0,0.1124,,,,,,1.0,,1.0,0.1856,2.0,2.0,,,,,,
11408358,home,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,180,299,M,847013,EUR,869788800,M,42,42,False,45.0,36.0,1.0,,15.0,17.0,21.0,29.0,,5.0,,,,90.0,56.0,6.5,15.0,0.0494971,1,,,,42,1.0,,,4.0,2.0,,3.0,1.0,,,,2.0,,1.0,0.0743,,1.0,,,,,,,,,,1.0,1.0,,,,
11408358,home,Boavista,Ilija Vukotić,ilija-vukotic,I. Vukotić,M,191,158,M,891881,EUR,915667200,M,18,18,False,52.0,43.0,8.0,4.0,28.0,32.0,15.0,22.0,,3.0,,,,76.0,61.0,6.9,12.0,0.0309113,0,,Ilija,Vukotić,8,2.0,,,2.0,5.0,1.0,1.0,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,3.0,2.0,,,,,,
11408358,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,M,984810,EUR,886377600,M,8,8,False,24.0,21.0,3.0,2.0,3.0,4.0,21.0,26.0,,3.0,,,,90.0,42.0,6.7,12.0,0.0717088,0,,,,8,6.0,3.0,1.0,6.0,4.0,2.0,3.0,2.0,,1.0,,3.0,1.0,,,,,,2.0,,,,,,1.0,1.0,2.0,,,,,
11408358,home,Boavista,Miguel Reisinho,miguel-reisinho,M. Reisinho,M,184,1041,M,892309,EUR,923616000,M,10,10,False,32.0,26.0,1.0,,8.0,9.0,18.0,23.0,2.0,2.0,,,,86.0,44.0,7.4,9.0,0.321842,0,,,,7,,,2.0,7.0,7.0,,2.0,1.0,,1.0,,2.0,1.0,4.0,,,6.0,1.0,2.0,,,,1.0,,,,,,,,,
11408358,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,M,587416,EUR,689817600,M,7,7,False,26.0,20.0,2.0,1.0,5.0,5.0,17.0,26.0,,8.0,,,,76.0,41.0,6.6,14.0,0.181631,0,,,,11,5.0,2.0,1.0,7.0,2.0,1.0,5.0,2.0,,,,1.0,,,,,,,2.0,,,,,,,,1.0,,,,,
