match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,captain,stat_fouls,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_keyPass,stat_goodHighClaim,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed
11369491,home,Villarreal,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13907,M,filipjorgensen1,962053,EUR,1018915200,G,13,13,False,14.0,13.0,1.0,13.0,13.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,90.0,24.0,7.2,1.0,5.74e-05,0,0.6198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369491,home,Villarreal,Kiko Femenía,kiko-femenia,K. Femenía,D,17,176,444,M,,53739,EUR,665452800,D,17,17,False,65.0,56.0,5.0,23.0,26.0,41.0,8.0,1.0,,2.0,,,90.0,91.0,7.4,15.0,0.02595,1,,,,2.0,33.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,6.0,5.0,2.0,1.0,0.0108,,,,,,,,,,,,,,
11369491,home,Villarreal,Raúl Albiol,raul-albiol,R. Albiol,D,39,190,1235,M,,3041,EUR,494640000,D,3,3,False,73.0,61.0,6.0,40.0,49.0,24.0,9.0,,,3.0,,,90.0,80.0,7.0,12.0,0.0102483,0,,,,2.0,21.0,,1.0,7.0,4.0,1.0,,2.0,2.0,2.0,,,1.0,,True,2.0,,,,,,,,,,,,
11369491,home,Villarreal,Jorge Cuenca,jorge-cuenca,J. Cuenca,D,15,190,660,M,,868715,EUR,942796800,D,5,5,False,70.0,58.0,10.0,40.0,45.0,25.0,5.0,,,7.0,,,90.0,81.0,7.3,13.0,0.0603147,3,,,,2.0,18.0,,4.0,4.0,8.0,,2.0,6.0,,1.0,1.0,,,0.2381,,3.0,1.0,1.0,0.2133,,,,,,,,,
11369491,home,Villarreal,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,850,M,,229740,EUR,710294400,D,18,18,False,39.0,34.0,6.0,13.0,13.0,32.0,5.0,,,5.0,,,90.0,68.0,8.0,14.0,0.259292,1,,,,3.0,22.0,6.0,,1.0,2.0,1.0,,,4.0,2.0,1.0,2.0,2.0,0.0045,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,
11369491,home,Villarreal,Ilias Akhomach,ilias-akhomach,I. Akhomach,M,12,175,15826,M,iliasakhomach,1089108,EUR,1082073600,M,27,27,False,17.0,9.0,,2.0,3.0,16.0,6.0,5.0,3.0,2.0,,,45.0,31.0,6.9,14.0,0.0106346,0,,,,,7.0,2.0,1.0,,3.0,,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
11369491,home,Villarreal,Santi Comesaña,santi-comesana,S. Comesaña,M,14,187,1066,M,,843678,EUR,844473600,M,4,4,False,31.0,25.0,2.0,10.0,13.0,18.0,12.0,1.0,1.0,7.0,,,70.0,42.0,7.4,6.0,0.0223147,1,,,,1.0,15.0,,3.0,8.0,7.0,1.0,,1.0,1.0,2.0,2.0,,1.0,0.1022,,3.0,,1.0,0.0574,,,,,1.0,,,,
11369491,home,Villarreal,Francis Coquelin,francis-coquelin,F. Coquelin,M,13,178,472,M,,40672,EUR,674092800,M,19,19,False,45.0,37.0,3.0,12.0,15.0,30.0,9.0,1.0,,5.0,,,89.0,60.0,7.2,10.0,0.187817,0,,,,,25.0,,3.0,3.0,5.0,,,1.0,2.0,4.0,2.0,1.0,2.0,,,1.0,,,,,,,,1.0,,,,
11369491,home,Villarreal,Alejandro Baena,alejandro-baena,A. Baena,M,10,174,9564,M,alexbaena,910031,EUR,995587200,M,16,16,False,37.0,31.0,1.0,4.0,6.0,49.0,5.0,3.0,2.0,1.0,,,90.0,71.0,8.3,25.0,0.731735,4,,,,1.0,32.0,18.0,2.0,,7.0,1.0,3.0,,,1.0,1.0,1.0,2.0,0.2746,,1.0,2.0,1.0,0.0315,5.0,,,,8.0,,,,
11369491,home,Villarreal,Gerard Moreno,gerard-moreno,G. Moreno,F,7,180,4001,M,GerardMoreno9,146866,EUR,702604800,F,7,7,False,33.0,27.0,4.0,5.0,6.0,27.0,5.0,4.0,4.0,6.0,,,90.0,48.0,7.6,12.0,0.140306,3,,,,3.0,22.0,,2.0,1.0,7.0,1.0,2.0,,,,,3.0,,0.2157,,1.0,3.0,,,,1.0,,1.0,4.0,,,,
