match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,player_firstName,stat_wonContest,stat_dispossessed,stat_blockedScoringAttempt,player_lastName,stat_goalAssist,stat_totalOffside,captain,stat_goals,player_sofascoreId,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_ownGoals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches
11409126,home,Sporting Braga,Matheus,matheus,Matheus,G,1,190,1473,M,603946,EUR,711504000,G,1,1,False,44.0,32.0,17.0,5.0,29.0,34.0,3.0,10.0,1.0,4.0,1.0,1.0,1.0,90.0,48.0,6.3,12.0,0.00147575,0,-0.4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409126,home,Sporting Braga,Victor Gómez,victor-gomez,V. Gómez,D,2,169,297,M,877918,EUR,954547200,D,2,2,False,58.0,50.0,3.0,1.0,20.0,22.0,31.0,38.0,4.0,5.0,1.0,,,90.0,87.0,7.9,11.0,0.356092,2,,2.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,0.1808,0.3361,2.0,,,,,,,,,,,,,,,,,
11409126,home,Sporting Braga,José Fonte,jose-fonte,J. Fonte,D,6,191,691,M,27622,EUR,440899200,D,6,6,False,69.0,64.0,10.0,5.0,46.0,48.0,18.0,22.0,3.0,5.0,2.0,,,90.0,82.0,7.0,6.0,0.0122244,1,,1.0,,1.0,1.0,2.0,,,,,,,5.0,,2.0,,,,1.0,0.0417,,,1.0,,,,,,,,,,,,,,,,
11409126,home,Sporting Braga,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,434,M,1084880,EUR,1045180800,D,5,5,False,72.0,69.0,2.0,1.0,58.0,60.0,11.0,12.0,4.0,5.0,,,,90.0,78.0,6.7,3.0,0.00292272,0,,,,3.0,1.0,4.0,,1.0,,,,,1.0,,,2.0,2.0,,1.0,,,,,Serdar Saatci,1.0,,,,,,,,,,,,,,
11409126,home,Sporting Braga,Cristián Borja,cristian-borja,C. Borja,D,26,182,1124,M,831038,EUR,729993600,D,26,26,False,57.0,52.0,4.0,2.0,26.0,27.0,28.0,34.0,5.0,7.0,1.0,,,90.0,79.0,6.8,12.0,0.150662,0,,4.0,2.0,1.0,,5.0,,1.0,,,,,1.0,,,4.0,2.0,1.0,,,,3.0,,,,3.0,,,,,,,,,,,,,
11409126,home,Sporting Braga,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,28,28,False,62.0,56.0,10.0,7.0,22.0,22.0,35.0,42.0,5.0,7.0,2.0,,,90.0,70.0,7.1,7.0,0.0636974,0,,2.0,1.0,,1.0,6.0,4.0,1.0,,,,,,1.0,,1.0,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,
11409126,home,Sporting Braga,Vítor Carvalho,vitor-carvalho,V. Carvalho,M,6,183,434,M,887754,EUR,864691200,M,18,18,False,75.0,65.0,11.0,6.0,40.0,42.0,25.0,33.0,2.0,10.0,,,,90.0,85.0,6.9,11.0,0.0522319,1,,,,1.0,1.0,5.0,2.0,,,,,,,,1.0,1.0,1.0,,2.0,0.0455,,,,,,,1.0,,,,,,,,,,,,
11409126,home,Sporting Braga,Álvaro Djaló,alvaro-djalo,Á. Djaló,F,14,176,1150,M,1160960,EUR,934761600,M,14,14,False,18.0,14.0,3.0,1.0,3.0,3.0,11.0,19.0,3.0,1.0,1.0,,,77.0,39.0,6.8,13.0,0.137141,3,,4.0,,,,6.0,,2.0,,1.0,1.0,,,,4.0,1.0,1.0,2.0,3.0,0.7434,0.1091,,1.0,Álvaro Djaló,1.0,2.0,1.0,,,,,,,,,,,,
11409126,home,Sporting Braga,Pizzi,pizzi,Pizzi,M,21,179,1284,M,77725,EUR,623635200,M,22,22,False,29.0,28.0,2.0,2.0,10.0,10.0,19.0,23.0,2.0,4.0,,,,65.0,39.0,7.5,6.0,0.203949,0,,4.0,1.0,,,3.0,1.0,3.0,1.0,,,,,,,,,,,,,4.0,,,2.0,1.0,,,1.0,1.0,,,,,,,,,
11409126,home,Sporting Braga,Ricardo Horta,ricardo-horta,R. Horta,M,21,173,2145,M,314380,EUR,779587200,M,21,21,False,33.0,28.0,1.0,,7.0,8.0,23.0,29.0,5.0,2.0,2.0,,,87.0,53.0,8.2,12.0,0.652707,2,,4.0,2.0,,1.0,5.0,3.0,1.0,2.0,,1.0,,1.0,,1.0,2.0,2.0,3.0,,0.1677,0.9406,4.0,1.0,,,1.0,,,,,True,1.0,,,,,,,
