match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_shotValueNormalized,stat_aerialLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_fouls,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_hitWoodwork,captain,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_penaltyFaced,stat_ownGoals,stat_totalOffside,stat_penaltyConceded
14773691,home,Al-Fateh,Fernando Pacheco,fernando-pacheco,F. Pacheco,G,1,186.0,225,M,144501,EUR,706147200.0,G,1,1,False,16.0,15.0,6.0,5.0,0.0,12.0,13.0,3.0,3.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,90.0,24.0,5.4,1.0,0.00146947,13.004589844472,3.0,1.47,2.415,0.0469,0,-1.7654,0.0,-0.01,-0.49,-0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14773691,home,Al-Fateh,Marwane Saadane,marwane-saadane,M. Saadane,D,17,185.0,1277,M,847714,EUR,695606400.0,D,17,17,False,54.0,41.0,10.0,4.0,0.0,21.0,23.0,20.0,31.0,3.0,4.0,,,,,,86.0,66.0,5.8,14.0,0.0459669,280.76625678119,24.0,205.59,31.92,,2,,0.26,0.23,-0.9,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0857,152.9788923907,7.0,-0.08,,,,,,,,,,,,,,,,,,,,,,,,,,
14773691,home,Al-Fateh,Jorge Fernandes,jorge-fernandes,J. Fernandes,D,44,193.0,146,M,814673,EUR,859939200.0,D,44,44,False,50.0,40.0,9.0,5.0,0.0,20.0,21.0,20.0,29.0,2.0,5.0,,,,,,90.0,62.0,6.3,10.0,0.0165881,218.25444759695,27.0,101.43,23.31,,2,,0.13,0.15,-0.67,,,4.0,1.0,7.0,,1.0,1.0,1.0,,0.0428,28.338693618443,1.0,-0.33,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14773691,home,Al-Fateh,Ziyad Aljari,ziyad-aljari,Z. Aljari,D,4,182.0,17,M,1049202,EUR,1005782400.0,D,4,4,False,33.0,31.0,3.0,2.0,0.0,23.0,24.0,8.0,9.0,2.0,3.0,,,,,,90.0,41.0,5.6,2.0,0.00379429,60.790501871638,11.0,-10.5,5.04,,1,,0.01,-0.06,-0.83,,,,,2.0,,1.0,,1.0,,0.0171,,,0.01,,,,,,2.0,1.0,,Ziyad Aljari,,,,,,,,,,,,,,,,,
14773691,home,Al-Fateh,Saeed Baattia,saeed-baattia,S. Baattia,D,15,172.0,25,M,1521953,EUR,969667200.0,M,15,15,False,38.0,31.0,1.0,1.0,0.0,7.0,10.0,24.0,28.0,,8.0,,,,,,90.0,67.0,6.5,14.0,0.0907691,136.04034914515,17.0,2.625,18.9,,0,,0.14,-0.15,-0.3,,5.0,1.0,6.0,6.0,2.0,,,1.0,2.0,,,,,1.0,1.0,,,1.0,3.0,1.0,,Saeed Baattia,,1.0,2.0,,,,,,,,,,,,,,
14773691,home,Al-Fateh,Naif Masoud,naif-masoud,N. Masoud,D,6,177.0,22,M,1798265,EUR,984009600.0,M,6,6,False,14.0,11.0,1.0,,0.0,3.0,3.0,8.0,11.0,,5.0,,,,,,45.0,25.0,6.6,5.0,0.0105168,58.835676667634,8.0,39.69,13.44,,0,,0.01,0.14,-0.15,,,,1.0,4.0,,,,2.0,2.0,,,,,,3.0,2.0,,,,,1.0,Naif Masoud,,,,1.0,,,,,,,,,,,,,
14773691,home,Al-Fateh,Zaydou Youssouf,zaydou-youssouf,Z. Youssef,M,33,183.0,567,M,862194,EUR,931651200.0,M,33,33,False,53.0,43.0,10.0,4.0,0.0,18.0,20.0,25.0,33.0,1.0,6.0,,,,,,90.0,77.0,8.4,13.0,0.163758,167.96366993895,21.0,63.42,16.695,,2,,0.3,0.29,-0.21,,,,3.0,10.0,,,,2.0,4.0,0.0836,24.111888653923,2.0,0.53,,4.0,2.0,,,4.0,2.0,1.0,,,,1.0,1.0,2.0,1.0,0.5696,,,,,,,,,,
14773691,home,Al-Fateh,Wesley Delgado,wesley-delgado,W. Delgado,F,23,186.0,52,M,2275593,EUR,1078444800.0,M,23,23,False,28.0,24.0,2.0,1.0,0.0,9.0,10.0,15.0,18.0,2.0,8.0,,,,,,90.0,64.0,6.1,17.0,0.015584,70.556221734542,12.0,42.735,9.87,,2,,0.03,0.02,-0.45,,4.0,2.0,12.0,9.0,4.0,1.0,1.0,,3.0,0.0384,,,-0.24,2.0,2.0,1.0,,,3.0,2.0,1.0,Wesley Delgado,,,4.0,6.0,,,,1.0,,,,,,,,,
14773691,home,Al-Fateh,Abdullah Al-Anazi,abdullah-al-anazi,A. Al-Anazi,F,94,179.0,42,M,1434206,EUR,1042934400.0,F,94,94,False,12.0,9.0,,,0.0,2.0,2.0,7.0,10.0,,,,,,,,45.0,24.0,6.3,7.0,0.0520773,55.00101686457,7.0,-0.31499999999997,18.165,,1,,-0.19,0.26,-0.07,,,,5.0,2.0,1.0,,1.0,2.0,1.0,0.0151,18.186497216342,1.0,-0.06,,2.0,,,,1.0,,,Abdullah Al-Anazi,,,1.0,1.0,,,,1.0,,,,,,,,,
14773691,home,Al-Fateh,Matías Vargas,matias-vargas,M. Vargas,M,10,168.0,1157,M,796723,EUR,863049600.0,F,10,10,False,39.0,30.0,4.0,2.0,1.0,9.0,10.0,21.0,29.0,,4.0,,,,,,90.0,55.0,7.2,16.0,0.184838,186.78123107992,20.0,93.66,31.5,,5,,0.48,0.3,-0.02,,4.0,,2.0,2.0,,5.0,,,2.0,0.1252,82.809843329072,3.0,-0.44,,,,,,,,3.0,,,2.0,1.0,3.0,,,,1.0,1.0,,,,,,,,
