match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_penaltyWon,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_lastManTackle,captain,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_penaltyMiss,stat_errorLeadToAShot,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
13472799,home,Juventude,Jandrei,,,jandrei,Jandrei,G,93,186.0,1016,M,874979,EUR,730944000,G,13,13,False,26.0,19.0,11.0,4.0,0.0,18.0,20.0,1.0,6.0,4.0,1.0,1.0,90.0,28.0,6.3,7.0,0.00054736,0,-0.1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472799,home,Juventude,Igor Formiga,,,igor-formiga,Igor Formiga,D,32,175.0,269,M,1009030,EUR,915753600,D,32,32,False,23.0,20.0,1.0,,0.0,7.0,7.0,13.0,16.0,4.0,,,45.0,43.0,7.2,10.0,0.0731889,0,,8.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
13472799,home,Juventude,Abner,Abner,,abner,Abner,D,23,189.0,249,M,1464653,EUR,1082332800,D,23,23,False,34.0,30.0,7.0,3.0,0.0,20.0,20.0,10.0,14.0,2.0,,,80.0,39.0,6.2,6.0,0.00670241,0,,,,,5.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
13472799,home,Juventude,Rodrigo Sam,,,rodrigo-sam,R. Sam,D,34,185.0,108,M,794640,EUR,806544000,D,34,34,False,47.0,39.0,3.0,1.0,0.0,30.0,32.0,9.0,15.0,2.0,,,90.0,60.0,7.5,8.0,0.0651546,1,,,,4.0,2.0,6.0,,,9.0,,,,1.0,,2.0,1.0,1.0,2.0,1.0,2.0,0.0136,0.1045,,,,,,,,,,,,,,,,
13472799,home,Juventude,Ewerthon,,,ewerton,Ewerthon,D,2,171.0,176,M,992512,EUR,971222400,D,2,2,False,21.0,13.0,7.0,2.0,0.0,9.0,13.0,4.0,8.0,1.0,,,90.0,41.0,6.7,11.0,0.0018536,1,,1.0,,1.0,2.0,5.0,,,4.0,3.0,2.0,1.0,,,,,,1.0,,,0.077,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
13472799,home,Juventude,Jádson,,,jadson,Jádson,M,16,171.0,454,M,243651,EUR,746668800,M,16,16,False,30.0,29.0,2.0,2.0,0.0,12.0,12.0,17.0,18.0,6.0,,,90.0,37.0,6.6,2.0,0.0085961,0,,,,,3.0,4.0,1.0,,,,,,,,1.0,,,4.0,,,,,1.0,,,1.0,,True,,,,,,,,,,
13472799,home,Juventude,Juan Sforza,,,juan-sforza,J. Sforza,M,13,179.0,1614,M,1003013,EUR,1013644800,M,6,6,False,42.0,34.0,3.0,,0.0,25.0,27.0,9.0,15.0,8.0,,,90.0,53.0,6.6,10.0,0.00329648,0,,,,,2.0,3.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
13472799,home,Juventude,Rafael Bilú,,,rafael-bilu,Rafael Bilú,F,99,174.0,313,M,959005,EUR,924652800,M,99,99,False,20.0,16.0,1.0,1.0,0.0,3.0,3.0,13.0,17.0,1.0,,,45.0,32.0,6.9,11.0,0.141188,1,,2.0,1.0,,10.0,3.0,4.0,2.0,,,,,2.0,2.0,1.0,1.0,,1.0,,,0.2005,0.4242,1.0,4.0,,,,,1.0,,,,,,,,,
13472799,home,Juventude,Lucas Fernandes,,,lucas-fernandes,Lucas Fernandes,M,33,176.0,222,M,837871,EUR,874713600,M,33,33,False,23.0,20.0,2.0,2.0,0.0,10.0,11.0,10.0,12.0,3.0,,,77.0,32.0,7.0,7.0,0.1754,1,,2.0,2.0,,3.0,,,,,,,2.0,2.0,1.0,1.0,,,,,1.0,0.0406,,,1.0,1.0,1.0,,,,1.0,,,,,,,,
13472799,home,Juventude,Luis Mandaca,Luis Mandaca,,luis-mandaca,L. Mandaca,M,44,178.0,388,M,1116677,EUR,1001980800,M,44,44,False,28.0,23.0,1.0,1.0,0.0,11.0,12.0,12.0,16.0,3.0,,,90.0,48.0,7.1,12.0,0.0210682,4,,1.0,,4.0,6.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,,3.0,1.0,,2.0,,,0.2454,0.0578,1.0,,2.0,1.0,,,,,1.0,,,,,,,
