match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_goals,stat_fouls,stat_lastManTackle,captain,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_keyPass,stat_blockedScoringAttempt,stat_penaltyWon,stat_bigChanceMissed,stat_shotOffTarget,player_firstName,player_lastName,stat_dispossessed,stat_penaltyFaced,stat_outfielderBlock,stat_penaltyConceded
12773662,home,SC Freiburg,Michael Gregoritsch,michael-gregoritsch,M. Gregoritsch,F,38,193,1519,M,111483,EUR,766627200,F,38,38,False,9.0,4.0,,,0.0,,2.0,4.0,8.0,,,,,,68.0,16.0,7.0,8.0,3,1.0,2.0,6.0,2.0,7.0,,,,1.0,,,,2.0,1.0,,,,,,,1.0,,1.0,,,1.0,,,,,,
12773662,home,SC Freiburg,Nicolas Höfler,nicolas-hofler,N. Höfler,M,27,181,162,M,49639,EUR,636940800,M,27,27,True,24.0,22.0,1.0,1.0,0.0,9.0,11.0,13.0,13.0,1.0,1.0,,,,22.0,29.0,6.9,2.0,1,,,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,
12773662,home,SC Freiburg,Junior Adamu,chukwubuike-adamu,J. Adamu,F,9,183,1126,M,902381,EUR,991785600,F,20,20,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,1.0,,,,22.0,10.0,6.2,3.0,1,,2.0,,3.0,,,,,,,,,1.0,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,
12773662,home,SC Freiburg,Max Rosenfelder,rosenfelder-maximilian,M. Rosenfelder,D,37,186,237,M,1131337,EUR,1044835200,D,37,37,True,7.0,6.0,,,0.0,5.0,5.0,1.0,2.0,,1.0,,,,12.0,9.0,6.4,2.0,0,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
12773662,home,SC Freiburg,Lucas Höler,lucas-holer,L. Höler,F,9,184,583,M,280009,EUR,773798400,F,9,9,True,9.0,5.0,,,0.0,,,5.0,10.0,,,,,,12.0,13.0,6.9,5.0,0,1.0,,2.0,1.0,3.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,
12773662,home,SC Freiburg,Noah Atubolu,noah-atubolu,N. Atubolu,G,1,190,1842,M,980626,EUR,1022284800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773662,home,SC Freiburg,Bruno Ogbus,ogbus-bruno,B. Ogbus,D,43,188,230,M,1596573,EUR,1134777600,D,43,43,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773662,home,SC Freiburg,Kiliann Sildillia,kiliann-sildillia,K. Sildillia,D,25,186,666,M,1014222,EUR,1021507200,D,25,25,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773662,home,SC Freiburg,Florent Muslija,florent-muslija,F. Muslija,M,24,172,809,M,882019,EUR,899683200,M,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773662,home,SC Freiburg,Noah Weißhaupt,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,M,7,7,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773662,away,Hamburger SV,Matheo Raab,matheo-raab,M. Raab,G,31,186,106,M,842718,EUR,913939200,G,19,19,False,42.0,34.0,14.0,6.0,0.0,31.0,35.0,3.0,7.0,1.0,7.0,,2.0,4.0,90.0,51.0,7.1,8.0,0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,
12773662,away,Hamburger SV,Daniel Elfadli,daniel-elfadli,D. Elfadli,D,8,187,543,M,945532,EUR,860284800,D,8,8,False,68.0,63.0,3.0,1.0,0.0,36.0,38.0,27.0,30.0,3.0,1.0,,,,90.0,77.0,6.3,5.0,0,,2.0,2.0,5.0,4.0,,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,1.0,1.0
12773662,away,Hamburger SV,Sebastian Schonlau,sebastian-schonlau,S. Schonlau,D,15,185,158,M,326325,EUR,776044800,D,4,4,False,74.0,69.0,2.0,2.0,0.0,50.0,53.0,19.0,21.0,4.0,2.0,,,,90.0,80.0,6.8,5.0,0,,3.0,2.0,3.0,2.0,,,,,2.0,,,,,,,,True,,,,1.0,,,,,,,,,,
12773662,away,Hamburger SV,Miro Muheim,miro-muheim,M. Muheim,D,28,182,745,M,798303,EUR,890697600,D,28,28,False,76.0,69.0,11.0,7.0,1.0,41.0,44.0,30.0,39.0,3.0,2.0,,,,90.0,98.0,7.5,14.0,0,7.0,3.0,1.0,3.0,1.0,,,,,1.0,,,2.0,,,,,,2.0,1.0,,2.0,,,,,,,,,1.0,
12773662,away,Hamburger SV,Jonas Meffert,jonas-meffert,J. Meffert,M,28,179,116,M,148256,EUR,778636800,M,23,23,False,51.0,50.0,1.0,1.0,0.0,30.0,30.0,20.0,21.0,2.0,2.0,,,,90.0,57.0,6.9,2.0,1,,1.0,1.0,8.0,1.0,3.0,,,1.0,,,,1.0,,1.0,4.0,,,,,,,,,,,,,,,,
12773662,away,Hamburger SV,William Mikelbrencis,william-mikelbrencis,W. Mikelbrencis,D,2,176,207,M,1102528,EUR,1077667200,M,2,2,False,42.0,33.0,9.0,2.0,0.0,14.0,18.0,19.0,27.0,6.0,5.0,,,,88.0,62.0,6.7,16.0,0,3.0,2.0,2.0,5.0,5.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,
12773662,away,Hamburger SV,Ludovit Reis,ludovit-reis,L. Reis,M,6,178,894,M,893586,EUR,959817600,M,14,14,False,38.0,35.0,1.0,1.0,0.0,20.0,22.0,15.0,17.0,1.0,3.0,,,,90.0,51.0,6.8,6.0,0,1.0,1.0,1.0,2.0,5.0,,2.0,1.0,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
12773662,away,Hamburger SV,Łukasz Poręba,lukasz-poreba,Ł. Poręba,M,8,179,646,M,942336,EUR,952905600,M,6,6,False,31.0,24.0,3.0,2.0,0.0,12.0,12.0,13.0,20.0,,2.0,,,,68.0,39.0,6.7,8.0,0,1.0,3.0,1.0,3.0,2.0,,,,,,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,
12773662,away,Hamburger SV,Fabio Baldé,balde-fabio,F. Baldé,F,45,182,334,M,1546267,EUR,1121817600,M,45,45,False,20.0,17.0,,,0.0,9.0,12.0,8.0,10.0,1.0,4.0,,,,76.0,31.0,6.3,9.0,0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,,,,1.0,,,
12773662,away,Hamburger SV,Davie Selke,davie-selke,D. Selke,F,9,195,1252,M,187437,EUR,790560000,F,27,27,False,10.0,6.0,,,0.0,3.0,4.0,3.0,6.0,2.0,,,,,68.0,20.0,6.8,8.0,3,,1.0,8.0,3.0,8.0,,,,3.0,,,,3.0,1.0,,1.0,,,,,,,,,1.0,,,,1.0,,,
12773662,away,Hamburger SV,Adam Karabec,adam-karabec,A. Karabec,M,7,186,1374,M,1000175,EUR,1057104000,F,17,17,False,17.0,13.0,,,0.0,5.0,6.0,9.0,15.0,,1.0,,,,76.0,33.0,7.0,10.0,1,4.0,1.0,1.0,3.0,6.0,,3.0,2.0,,,,,1.0,3.0,,,,,1.0,,,1.0,,,,1.0,,,1.0,,,
12773662,away,Hamburger SV,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,M,20,20,True,11.0,9.0,3.0,3.0,0.0,2.0,4.0,7.0,7.0,,,,,,22.0,14.0,6.9,3.0,1,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,1.0,
12773662,away,Hamburger SV,Ransford Yeboah Königsdörffer,ransford-yeboah-konigsdorffer,R. Y. Königsdörffer,F,11,182,1651,M,1012235,EUR,1000339200,F,11,11,True,4.0,3.0,,,0.0,,,3.0,4.0,1.0,,,,,22.0,11.0,6.7,4.0,2,,1.0,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,1.0,,,
12773662,away,Hamburger SV,Noah Katterbach,noah-katterbach,N. Katterbach,M,3,178,164,M,930271,EUR,987120000,D,33,33,True,6.0,6.0,,,0.0,4.0,4.0,2.0,2.0,,2.0,,,,14.0,10.0,6.8,1.0,0,,2.0,,2.0,2.0,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12773662,away,Hamburger SV,Jean-Luc Dompé,jean-luc-dompe,J. Dompé,F,7,170,651,M,789192,EUR,808185600,F,7,7,True,6.0,5.0,,,0.0,1.0,1.0,6.0,7.0,1.0,,,,,14.0,16.0,7.3,2.0,1,2.0,,,1.0,3.0,,3.0,2.0,,,1.0,1.0,,,,,,,2.0,,,3.0,,,,1.0,,,,,,
12773662,away,Hamburger SV,Bakery Jatta,bakery-jatta,B. Jatta,M,18,184,441,M,842526,EUR,897091200,M,18,18,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,2.0,4.0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
12773662,away,Hamburger SV,Daniel Heuer Fernandes,daniel-heuer-fernandes,D. H. Fernandes,G,1,188,406,M,113442,EUR,721612800,G,1,1,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773662,away,Hamburger SV,Lucas Perrin,lucas-perrin,L. Perrin,D,4,187,210,M,941077,EUR,911433600,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773662,away,Hamburger SV,Moritz Heyer,moritz-heyer,M. Heyer,D,5,185,69,M,231820,EUR,796953600,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773662,away,Hamburger SV,Immanuel Pherai,immanuel-pherai,I. Pherai,M,22,175,379,M,989203,EUR,988156800,M,10,10,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
