match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoalsOnTarget,stat_wonContest,stat_hitWoodwork,stat_goals,stat_unsuccessfulTouch,captain,stat_bigChanceCreated,stat_totalOffside,player_firstName,player_lastName,stat_punches,stat_lastManTackle,stat_goalAssist
11396389,home,VfL Bochum 1848,Manuel Riemann,manuel-riemann,M. Riemann,G,1,186,218,M,24937,EUR,589766400,G,1,1,False,49.0,34.0,29.0,14.0,19.0,21.0,15.0,28.0,1.0,1.0,12.0,2.0,4.0,5.0,1.0,1.0,90.0,63.0,8.0,15.0,0.0076397,1.0,0,0.0615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396389,home,VfL Bochum 1848,Cristian Gamboa,cristian-gamboa,C. Gamboa,D,,175,274,M,117794,EUR,625190400,D,2,2,False,38.0,26.0,9.0,2.0,14.0,15.0,13.0,27.0,,3.0,9.0,,,,,,90.0,66.0,6.6,21.0,0.0362826,1.0,2,,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0169,,,,,,,,,,,,,,,,,,,
11396389,home,VfL Bochum 1848,Erhan Mašović,erhan-masovic,E. Mašović,D,4,189,232,M,833213,EUR,911692800,D,4,4,False,32.0,25.0,7.0,3.0,18.0,19.0,7.0,13.0,2.0,,3.0,,,,,,90.0,44.0,6.6,7.0,0.00214166,,2,,,,4.0,4.0,1.0,,,1.0,,1.0,1.0,2.0,0.2937,2.0,1.0,1.0,1.0,1.0,1.0,0.338,,,,,,,,,,,,
11396389,home,VfL Bochum 1848,Keven Schlotterbeck,keven-schlotterbeck,K. Schlotterbeck,D,31,189,405,M,891651,EUR,862185600,D,31,31,False,37.0,32.0,6.0,5.0,24.0,26.0,8.0,12.0,4.0,,3.0,,,,,,90.0,49.0,6.9,6.0,0.0063015,,1,,1.0,,11.0,9.0,,,,,,2.0,,2.0,0.4971,9.0,5.0,1.0,1.0,,2.0,0.2138,,,,,,,,,,,,
11396389,home,VfL Bochum 1848,Bernardo,bernardo,Bernardo,D,13,186,580,M,828571,EUR,800409600,D,5,5,False,43.0,27.0,9.0,2.0,16.0,18.0,11.0,27.0,4.0,,7.0,,,,,,90.0,74.0,6.7,24.0,0.0188229,,0,,2.0,,10.0,9.0,,1.0,2.0,,,1.0,1.0,,,5.0,7.0,,,,3.0,,1.0,,,,,,,,,,,
11396389,home,VfL Bochum 1848,Lukas Daschner,lukas-daschner,L. Daschner,M,10,185,114,M,877297,EUR,907200000,M,13,13,False,23.0,13.0,,,,3.0,14.0,25.0,,2.0,7.0,,,,,,81.0,48.0,7.9,19.0,0.111283,2.0,4,,5.0,1.0,5.0,6.0,2.0,1.0,3.0,2.0,,1.0,,2.0,1.3453,1.0,1.0,1.0,2.0,,,0.9903,2.0,1.0,1.0,1.0,,,,,,,,
11396389,home,VfL Bochum 1848,Patrick Osterhage,osterhage-patrick,P. Osterhage,M,6,183,261,M,914755,EUR,949363200,M,6,6,False,43.0,30.0,5.0,3.0,12.0,15.0,18.0,28.0,2.0,,5.0,,,,,,90.0,60.0,6.8,14.0,0.0185855,1.0,0,,,,7.0,5.0,1.0,,1.0,,,3.0,2.0,1.0,,2.0,1.0,,,,3.0,,,,,,,,,,,,,
11396389,home,VfL Bochum 1848,Kevin Stöger,kevin-stoger,K. Stöger,M,7,175,715,M,95381,EUR,746409600,M,7,7,False,67.0,52.0,12.0,5.0,14.0,14.0,40.0,59.0,,,9.0,,,,,,90.0,89.0,8.1,21.0,0.884427,4.0,5,,6.0,2.0,5.0,5.0,1.0,,3.0,1.0,3.0,1.0,1.0,3.0,0.1803,1.0,,,1.0,,1.0,0.3236,1.0,1.0,,,True,2.0,,,,,,
11396389,home,VfL Bochum 1848,Takuma Asano,takuma-asano,T. Asano,M,11,173,2035,M,309546,EUR,784425600,F,11,11,False,12.0,7.0,,,1.0,2.0,6.0,10.0,,,4.0,,,,,,81.0,19.0,5.9,6.0,0.0460805,2.0,4,,,,3.0,3.0,1.0,1.0,,2.0,1.0,,,2.0,1.2084,1.0,1.0,3.0,1.0,,,0.8072,,,,,,,1.0,,,,,
11396389,home,VfL Bochum 1848,Philipp Hofmann,philipp-hofmann,P. Hofmann,F,33,195,413,M,340719,EUR,733449600,F,33,33,False,18.0,9.0,,,,2.0,9.0,16.0,,,1.0,,,,,,81.0,29.0,7.5,12.0,0.0761553,3.0,3,,,,7.0,8.0,,,2.0,,1.0,1.0,,1.0,0.1875,4.0,5.0,,2.0,,2.0,0.2586,1.0,,,2.0,,1.0,,,,,,
