match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_shotOffTarget,stat_keyPass,stat_aerialWon,stat_bigChanceCreated,stat_totalContest,stat_fouls,stat_totalCross,stat_accurateCross,stat_wonContest,captain,stat_goals,stat_bigChanceMissed,stat_totalOffside,stat_blockedScoringAttempt,stat_goalAssist,stat_outfielderBlock,stat_ownGoals,stat_hitWoodwork
11352326,home,Aston Villa,Emiliano Martínez,emiliano-martinez,E. Martínez,G,23,195,61053,M,EmiMartínez,158263,EUR,715392000,G,1,1,False,54.0,42.0,19.0,8.0,38.0,44.0,4.0,10.0,1.0,10.0,1.0,4.0,1.0,1.0,90.0,63.0,7.1,13.0,0.00289115,0,0.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352326,home,Aston Villa,Matty Cash,matty-cash,M. Cash,D,2,185,9380,M,mattycash622,833956,EUR,870912000,D,2,2,False,40.0,35.0,4.0,3.0,25.0,26.0,10.0,14.0,2.0,4.0,,,,,90.0,55.0,7.0,6.0,0.00417048,2,,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.1625,0.0979,,,,,,,,,,,,,,,,,,,,,,,,
11352326,home,Aston Villa,Ezri Konsa,ezri-konsa,E. Konsa,D,4,183,3197,M,,827679,EUR,877564800,D,4,4,False,72.0,68.0,3.0,2.0,61.0,63.0,7.0,9.0,4.0,2.0,,,,,90.0,82.0,6.7,6.0,0.00167019,0,,2.0,3.0,,,1.0,,2.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352326,home,Aston Villa,Pau Torres,pau-torres,P. Torres,D,14,192,4099,M,pauttorres,864169,EUR,853372800,D,14,14,False,77.0,68.0,10.0,6.0,51.0,57.0,17.0,20.0,3.0,5.0,,,,,90.0,89.0,6.9,10.0,0.00856531,1,,3.0,3.0,1.0,,1.0,,1.0,0.0418,,,,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11352326,home,Aston Villa,Lucas Digne,lucas-digne,L. Digne,D,12,178,4442,M,LDigne,96538,EUR,743126400,D,12,12,False,46.0,35.0,2.0,,23.0,27.0,12.0,19.0,1.0,5.0,,,,,90.0,65.0,6.8,15.0,0.191073,0,,4.0,4.0,,,1.0,,1.0,,,,,2.0,1.0,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
11352326,home,Aston Villa,Boubacar Kamara,boubacar-kamara,B. Kamara,M,44,184,3386,M,,826204,EUR,943315200,M,44,44,False,54.0,50.0,1.0,,30.0,31.0,20.0,23.0,1.0,3.0,,,,,90.0,59.0,6.5,6.0,0.0173735,1,,4.0,1.0,2.0,,,,,0.0261,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,
11352326,home,Aston Villa,Douglas Luiz,douglas-luiz,D. Luiz,M,21,175,11801,M,Douglas_Luiz,867887,EUR,894672000,M,6,6,False,62.0,53.0,4.0,2.0,37.0,40.0,17.0,25.0,,6.0,,,,,90.0,72.0,6.8,13.0,0.0366064,0,,2.0,5.0,,,,1.0,,,,,,,1.0,,,,1.0,2.0,,3.0,1.0,3.0,1.0,2.0,,,,,,,,,
11352326,home,Aston Villa,John McGinn,john-mcginn,J. McGinn,M,7,175,3895,M,,250223,EUR,782438400,M,7,7,False,30.0,22.0,5.0,3.0,9.0,9.0,13.0,22.0,,6.0,,,,,90.0,54.0,8.3,13.0,0.136743,1,,7.0,15.0,3.0,1.0,1.0,,7.0,0.1272,0.5535,,,1.0,1.0,1.0,,,1.0,,,9.0,1.0,1.0,,7.0,True,1.0,,,,,,,
11352326,home,Aston Villa,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,youritielemans,331737,EUR,862963200,M,8,8,False,35.0,20.0,3.0,2.0,9.0,13.0,12.0,25.0,,6.0,,,,,90.0,52.0,7.3,18.0,0.378044,1,,4.0,7.0,3.0,1.0,2.0,,4.0,0.0769,0.2929,,,1.0,1.0,,,,1.0,2.0,1.0,,,3.0,1.0,,,,,,,,,,
11352326,home,Aston Villa,Moussa Diaby,diaby-moussa,M. Diaby,M,19,170,7575,M,moussadiaby,855817,EUR,931305600,F,19,19,False,12.0,9.0,,,4.0,5.0,5.0,8.0,,1.0,,,,,62.0,20.0,6.4,7.0,0.174192,2,,3.0,1.0,,1.0,,1.0,,0.6859,0.1947,,,2.0,,,1.0,1.0,1.0,,,1.0,,1.0,,1.0,,,2.0,2.0,,,,,
