match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_bigChanceCreated,stat_accurateCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_goalAssist,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_bigChanceMissed,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside
11391337,home,Stade Rennais,Arnaud Kalimuendo,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,9,9,False,,10.0,7.0,,,3.0,3.0,,2.0,3.0,,,,82.0,19.0,6.7,0.219585,4,,,,4.0,7.0,,2.0,,,,,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,1.0,,1.0,0.3299,,1.0,,1.0,,2.0,0.0857,,
11391337,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,10,10,True,,8.0,7.0,,,1.0,1.0,,1.0,2.0,,,,23.0,12.0,7.6,0.0150592,2,,,,6.0,7.0,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,0.1239,,,,,amine_gouiri,2.0,0.5124,1.0,
11391337,home,Stade Rennais,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,1002033,EUR,1034812800,D,17,17,True,,7.0,4.0,,,1.0,2.0,,1.0,,,,,18.0,18.0,6.5,0.00629613,0,,,,4.0,10.0,5.0,2.0,,,,,,,1.0,1.0,1.0,9.0,,,1.0,,1.0,,,,,,,,,,,,,
11391337,home,Stade Rennais,Christopher Wooh,christopher-wooh,C. Wooh,D,3,190,3805,M,930231,EUR,1000771200,D,4,4,True,,9.0,8.0,3.0,3.0,7.0,8.0,1.0,1.0,,,,,8.0,10.0,6.5,0.00138256,1,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,,,,1.0,0.0281,,,,,chriswooh,,,,
11391337,home,Stade Rennais,Ibrahim Salah,ibrahim-salah,I. Salah,F,21,185,2215,M,1386639,EUR,999129600,F,34,34,True,,6.0,6.0,1.0,1.0,1.0,1.0,,1.0,,,,,8.0,10.0,6.6,0.0283821,0,,,,5.0,6.0,1.0,1.0,,,,,,,1.0,,,3.0,,,,,,2.0,1.0,,,,,,,,,,,
11391337,home,Stade Rennais,Bertuğ Yıldırım,bertug-ozgur-yildirim,B. Yıldırım,F,91,186,1629,M,1382235,EUR,1026432000,F,99,99,True,,2.0,1.0,,,1.0,2.0,1.0,1.0,,,,,8.0,3.0,6.4,6.023e-05,0,,Bertug Yildirim,,,,,2.0,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,
11391337,home,Stade Rennais,Gauthier Gallon,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391337,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391337,home,Stade Rennais,Azor Matusiwa,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391337,home,Stade Rennais,Mathis Lambourde,lambourde-mathis,M. Lambourde,F,93,179,291,M,1426235,EUR,1136764800,F,39,39,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391337,away,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,,49.0,35.0,19.0,5.0,31.0,34.0,1.0,1.0,10.0,,3.0,5.0,90.0,61.0,7.2,0.00677828,0,-0.0516,,,4.0,15.0,,,,,,,,,,1.0,,14.0,,,,,,,,,,,,,,,,,,
11391337,away,Lorient,Nathaniel Adjei,nathaniel-adjei,N. Adjei,D,32,191,432,M,1103079,EUR,1029888000,D,32,32,False,,36.0,29.0,7.0,4.0,22.0,25.0,1.0,6.0,2.0,,,,90.0,50.0,6.8,0.00272405,1,,Nathaniel Adjei,,7.0,12.0,1.0,3.0,,2.0,,,1.0,,2.0,1.0,1.0,11.0,,2.0,,,,3.0,3.0,1.0,0.1074,,,,,,,,,1.0
11391337,away,Lorient,Julien Laporte,julien-laporte,J. Laporte,D,15,185,87,M,791048,EUR,752371200,D,15,15,False,,59.0,52.0,11.0,4.0,39.0,40.0,1.0,2.0,,,,,90.0,70.0,7.0,0.0054319,0,,,,13.0,19.0,,1.0,,7.0,2.0,,,,,,,7.0,,1.0,,,,1.0,1.0,,,,,,,,,,,
11391337,away,Lorient,Souleymane Isaak Touré,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,,65.0,60.0,4.0,2.0,48.0,51.0,1.0,2.0,3.0,,,,90.0,82.0,7.0,0.00360506,0,,,,12.0,15.0,1.0,1.0,,5.0,2.0,2.0,,,2.0,1.0,1.0,9.0,,,,,,,,,,,,,,,,,,
11391337,away,Lorient,Panos Katseris,panos-katseris,P. Katseris,M,13,175,251,M,1402217,EUR,994291200,M,7,7,False,,13.0,9.0,1.0,,5.0,6.0,,5.0,2.0,,,,82.0,39.0,6.9,0.0658138,1,,,,5.0,12.0,5.0,6.0,3.0,,,1.0,3.0,3.0,3.0,1.0,,15.0,1.0,,3.0,,1.0,1.0,1.0,,0.0431,,,,,,1.0,0.0787,,1.0
11391337,away,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,19,19,False,True,34.0,26.0,4.0,1.0,13.0,16.0,,3.0,4.0,,,,90.0,49.0,7.2,0.225938,2,,,,13.0,18.0,,4.0,1.0,5.0,,2.0,2.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,,,,,1.0,0.0878,,,,,,1.0,0.0701,,
11391337,away,Lorient,Tiemoué Bakayoko,tiemoue-bakayoko,T. Bakayoko,M,14,188,1233,M,149735,EUR,777081600,M,14,14,False,,38.0,34.0,2.0,2.0,25.0,26.0,2.0,4.0,6.0,,,,90.0,54.0,7.2,0.00327,1,,,,9.0,12.0,,4.0,,3.0,1.0,5.0,2.0,1.0,1.0,,1.0,6.0,,2.0,1.0,,,,,1.0,0.0598,,,,,,,,,
11391337,away,Lorient,Théo Le Bris,theo-le-bris,T. L. Bris,M,11,170,139,M,1131540,EUR,1033430400,M,37,37,False,,26.0,22.0,2.0,2.0,13.0,14.0,1.0,7.0,1.0,,,,90.0,47.0,7.1,0.0203524,1,,,,9.0,12.0,,4.0,1.0,3.0,,1.0,3.0,3.0,1.0,1.0,,7.0,,,3.0,,,2.0,2.0,1.0,0.0131,,,,,,,,,
11391337,away,Lorient,Ayman Kari,ayman-kari,A. Kari,F,,180,678,M,1142673,EUR,1100822400,F,44,44,False,,29.0,27.0,,,14.0,14.0,,6.0,7.0,,,,82.0,41.0,7.0,0.0538137,0,,,,13.0,15.0,,5.0,3.0,,,,2.0,1.0,1.0,2.0,,6.0,1.0,,2.0,,,2.0,2.0,,,,,,,,,,,
11391337,away,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,21,170,165,M,942844,EUR,975369600,F,21,21,False,,33.0,28.0,1.0,1.0,16.0,19.0,,6.0,6.0,,,,90.0,58.0,7.1,0.057126,2,,,,13.0,18.0,4.0,6.0,1.0,,,,2.0,2.0,1.0,3.0,1.0,12.0,2.0,1.0,1.0,,1.0,3.0,1.0,,0.126,,1.0,,,,1.0,0.1318,,
11391337,away,Lorient,Mohamed Bamba,mohamed-bamba,M. Bamba,F,9,185,944,M,1405239,EUR,1007942400,F,9,9,False,,7.0,6.0,,,5.0,6.0,,1.0,3.0,,,,82.0,19.0,7.0,0.00087651,3,,,,1.0,1.0,,10.0,1.0,,,,,,,,3.0,5.0,,4.0,,,,3.0,1.0,,1.0525,,1.0,,,,2.0,0.9925,1.0,2.0
11391337,away,Lorient,Gedeon Kalulu,gedeon-kalulu,G. Kalulu,D,2,176,4314,M,991200,EUR,872812800,D,24,24,True,,3.0,2.0,,,,,,2.0,,,,,8.0,8.0,7.2,0.37876,0,,,,2.0,3.0,,2.0,,2.0,,,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,1.0,,,,gedeon_K2,,,,
11391337,away,Lorient,Eli Junior Kroupi,eli-junior-kroupi,E. J. Kroupi,F,22,179,7447,M,1426228,EUR,1151020800,M,22,22,True,,6.0,5.0,,,3.0,3.0,1.0,1.0,,,,,8.0,9.0,7.4,0.0008799,1,,,,2.0,3.0,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,0.5112,,,,,,1.0,0.7414,1.0,
11391337,away,Lorient,Aiyegun Tosin,aiyegun-tosin,A. Tosin,F,15,179,2383,M,875548,EUR,898819200,F,27,27,True,,7.0,6.0,,,3.0,4.0,,,2.0,,,,8.0,8.0,6.5,0.00607701,0,,,,3.0,3.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11391337,away,Lorient,Dominique Youfeigane,dominique-youfeigane,D. Youfeigane,G,,188,55,M,989832,EUR,949881600,G,94,94,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391337,away,Lorient,Formose Mendy,formose-mendy,F. Mendy,D,27,191,1488,M,982316,EUR,978393600,D,13,13,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391337,away,Lorient,Darlin Yongwa,darlin-yongwa,D. Yongwa,D,44,177,1325,M,998241,EUR,969580800,D,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391337,away,Lorient,Imrân Louza,imran-louza,I. Louza,M,10,178,3377,M,965943,EUR,925516800,M,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391337,away,Lorient,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10091,M,1153265,EUR,1102464000,M,10,10,True,,,,,,,,,,,,,,,,,,0,,Badredine Bouanani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bouanani,,,,
11391337,away,Lorient,Ahmadou Bamba Dieng,ahmadou-bamba-dieng,A. B. Dieng,F,12,178,8305,M,1102503,EUR,953769600,F,11,11,True,,,,,,,,,,,,,,,,,,0,,Ahmadou Bamba Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dieng_ahmadou_bamba,,,,
