match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,length,playerName,rescinded,player_id,player_name,reason,from
12504378,FT,2.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
12504378,,,,,90,1.0,,1,,,substitution,123613782.0,False,True,regular,,,,,,,
12504378,,,,,90,1.0,,1,,,substitution,123613781.0,True,True,injury,,,,,,,
12504378,,,,,90,0.0,,1,,,injuryTime,,,,,5.0,,,,,,
12504378,,,,,86,,,5,,,card,122157223.0,,False,yellow,,Giovanni Simeone,False,341143.0,Giovanni Simeone,,
12504378,,,,,84,,,7,,,substitution,123613721.0,False,False,regular,,,,,,,
12504378,,,,,83,,,8,,,card,122157070.0,,False,yellow,,Scott McTominay,False,879346.0,Scott McTominay,Foul,
12504378,,,,,81,,,10,,,substitution,123613713.0,False,True,regular,,,,,,,
12504378,,,,,81,,,10,,,substitution,123613712.0,False,True,regular,,,,,,,
12504378,,,,,77,,,14,,,substitution,123613706.0,False,False,regular,,,,,,,
12504378,,2.0,1.0,,77,,,14,,,goal,230766898.0,,True,regular,,,,1493689.0,Assane Diao,,
12504378,,,,,72,,,19,,,substitution,123613667.0,False,True,regular,,,,,,,
12504378,,,,,68,,,23,,,card,122156122.0,,False,yellow,,Giovanni Di Lorenzo,False,153257.0,Giovanni Di Lorenzo,Foul,
12504378,,,,,62,,,29,,,substitution,123613592.0,False,False,regular,,,,,,,
12504378,,,,,62,,,29,,,substitution,123613591.0,False,False,regular,,,,,,,
12504378,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
12504378,,,,,45,0.0,,1,,,injuryTime,,,,,1.0,,,,,,
12504378,,,,,24,,,22,,,card,122150819.0,,True,yellow,,Nico Paz,False,1171451.0,Nico Paz,Foul,
12504378,,1.0,1.0,,17,,,29,,,goal,230596322.0,,False,regular,,,,865651.0,Giacomo Raspadori,,
12504378,,1.0,0.0,,7,,,39,,,goal,230578821.0,,True,ownGoal,,,,332155.0,Amir Rrahmani,,owngoal
12504378,,,,,-5,,,6,,,card,122154577.0,,True,yellow,,Cesc Fàbregas,False,,,Argument,
