match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_errorLeadToAGoal,player_sofascoreId,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_ownGoals,stat_bigChanceMissed
12504378,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,599114,EUR,802569600,G,30,30,False,32.0,17.0,20.0,6.0,0.0,12.0,16.0,5.0,16.0,1.0,2.0,2.0,12.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,90.0,41.0,6.7,15.0,0.00295972,0,-0.3713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504378,home,Como,Ivan Smolčić,ivan-smolcic,I. Smolčić,D,28,181,1381,M,974581,EUR,966470400,D,28,28,False,38.0,33.0,3.0,2.0,0.0,20.0,21.0,13.0,17.0,2.0,6.0,4.0,3.0,,,,,,,,90.0,53.0,7.0,8.0,0.0403518,0,,,,2.0,5.0,1.0,4.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12504378,home,Como,Edoardo Goldaniga,edoardo-goldaniga,E. Goldaniga,D,5,193,345,M,295133,EUR,752198400,D,5,5,False,33.0,30.0,2.0,,0.0,25.0,25.0,5.0,8.0,1.0,2.0,6.0,5.0,,,,,,,,90.0,44.0,6.8,3.0,0.00189679,0,,,,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12504378,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,853,M,226974,EUR,791251200,D,2,2,False,26.0,18.0,6.0,,0.0,12.0,15.0,6.0,11.0,2.0,5.0,4.0,2.0,,2.0,,,,,,90.0,40.0,6.4,9.0,0.125063,0,,,,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12504378,home,Como,Álex Valle,valle-alex,Á. Valle,D,3,178,6518,M,1142238,EUR,1082851200,D,41,41,False,32.0,24.0,3.0,2.0,0.0,13.0,16.0,11.0,16.0,2.0,7.0,4.0,5.0,,1.0,,,,,,90.0,55.0,7.1,12.0,0.00516048,1,,,,2.0,5.0,,3.0,3.0,1.0,2.0,,,1.0,,,alexxv_5,1.0,1.0,1.0,1.0,0.0598,0.0373,,,,,,,,,,
12504378,home,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,80,80,False,17.0,15.0,1.0,1.0,0.0,5.0,6.0,10.0,13.0,,5.0,2.0,3.0,,,,,,,,72.0,34.0,6.9,8.0,0.0523726,0,,,,,4.0,,4.0,3.0,1.0,1.0,,1.0,,1.0,,,1.0,2.0,1.0,,,,2.0,,,,,,,,,
12504378,home,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,23,23,False,39.0,33.0,3.0,1.0,0.0,21.0,23.0,12.0,17.0,2.0,5.0,4.0,3.0,,,,,,,,90.0,54.0,6.9,9.0,0.0506025,0,,Maximo Perrone,,,1.0,,2.0,2.0,1.0,,,,,,,maxiperrone16,,2.0,1.0,,,,1.0,,,,,,,,,
12504378,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1933,M,911848,EUR,992044800,M,33,33,False,43.0,38.0,5.0,3.0,0.0,17.0,18.0,22.0,27.0,2.0,2.0,2.0,4.0,,,,,,,,81.0,52.0,7.1,7.0,0.12338,1,,,,3.0,4.0,,,,,,3.0,,1.0,,,,1.0,,,,0.1014,,2.0,True,1.0,1.0,,,,,,
12504378,home,Como,Gabriel Strefezza,gabriel-strefezza,G. Strefezza,M,7,168,2181,M,877201,EUR,861321600,M,7,7,False,23.0,15.0,2.0,,0.0,4.0,5.0,11.0,20.0,,9.0,2.0,2.0,,3.0,,,,,,89.0,49.0,6.8,16.0,0.00575736,1,,,,,11.0,,5.0,4.0,2.0,4.0,,,1.0,3.0,,,1.0,4.0,1.0,,0.0668,,2.0,,,1.0,,,,,,
12504378,home,Como,Assane Diao,assane-diao,A. Diao,F,38,185,18044,M,1493689,EUR,1126051200,M,38,38,False,17.0,12.0,2.0,2.0,0.0,6.0,8.0,6.0,10.0,2.0,7.0,1.0,4.0,,3.0,,,,,,81.0,33.0,7.2,9.0,0.0110333,3,,,,3.0,8.0,,1.0,,,1.0,,,,1.0,,,3.0,1.0,1.0,1.0,0.3071,0.6086,1.0,,,1.0,1.0,1.0,1.0,,,
12504378,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185,88676,M,1171451,EUR,1094601600,F,79,79,False,32.0,27.0,3.0,,1.0,11.0,11.0,16.0,21.0,1.0,9.0,1.0,3.0,,4.0,,,,,,89.0,55.0,7.4,11.0,0.0373475,2,,,,,7.0,,1.0,1.0,2.0,1.0,1.0,,,2.0,,nicopaz1o,1.0,6.0,3.0,1.0,0.0744,0.643,,,,1.0,,,,1.0,,
12504378,home,Como,Patrick Cutrone,patrick-cutrone,P. Cutrone,F,10,183,2328,M,795044,EUR,883785600,F,10,10,True,8.0,4.0,,,0.0,,1.0,4.0,7.0,1.0,1.0,,3.0,,,,,,,,18.0,11.0,6.4,7.0,0.0031293,0,,,,2.0,4.0,,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
12504378,home,Como,Yannik Engelhardt,yannik-engelhardt,Y. Engelhardt,M,6,184,363,M,990209,EUR,981504000,M,26,26,True,2.0,1.0,,,0.0,,,1.0,2.0,,1.0,,,,,,,,,,9.0,4.0,6.5,2.0,0.00032403,0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
12504378,home,Como,Alieu Fadera,fadera-alieu,A. Fadera,M,20,181,1183,M,1031548,EUR,1004745600,F,16,16,True,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,,,,,,,,9.0,8.0,7.0,,5.318e-05,0,,,,,2.0,,3.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
12504378,home,Como,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,D,31,31,True,1.0,1.0,,,0.0,,,1.0,1.0,,,,1.0,,,,,,,,1.0,2.0,,1.0,0.00018662,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
