match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,isHome,incidentClass,player_id,player_name,injury,playerName,reason,rescinded,description
11834571,FT,4.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,
11834571,,4.0,0.0,,83,,,8,,,goal,175398942.0,True,regular,996542.0,Gassan Ahadme,,,,,
11834571,,,,,81,,,10,,,substitution,122256587.0,True,regular,,,False,,,,
11834571,,,,,80,,,11,,,substitution,122256586.0,True,regular,,,False,,,,
11834571,,,,,73,,,18,,,substitution,122256476.0,True,regular,,,False,,,,
11834571,,,,,73,,,18,,,substitution,122256475.0,True,regular,,,False,,,,
11834571,,,,,69,,,22,,,substitution,122256424.0,False,regular,,,False,,,,
11834571,,,,,65,,,26,,,card,121044895.0,False,yellow,91984.0,Jayden Stockley,,Jayden Stockley,Foul,False,
11834571,,,,,57,,,34,,,substitution,122256279.0,False,regular,,,False,,,,
11834571,,,,,57,,,34,,,substitution,122256278.0,False,regular,,,False,,,,
11834571,HT,3.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,
11834571,,,,,38,,,8,,,card,121044662.0,True,yellow,966564.0,Jubril Okedina,,Jubril Okedina,Foul,False,
11834571,,,,,34,,,12,,,substitution,122255968.0,False,regular,,,False,,,,
11834571,,,,,29,,,17,,,inGamePenalty,118443052.0,True,missed,996542.0,Gassan Ahadme,,,goalkeeperSave,,Goalkeeper save
11834571,,,,,22,,,24,,,substitution,122255867.0,True,injury,,,True,,,,
11834571,,3.0,0.0,,13,,,33,,,goal,175393388.0,True,regular,552874.0,Fejiri Okenabirhie,,,,,
11834571,,2.0,0.0,,11,,,35,,,goal,175393314.0,True,regular,114066.0,Elias Kachunga,,,,,
11834571,,1.0,0.0,,7,,,39,,,goal,175392888.0,True,regular,47510.0,Danny Andrew,,,,,
11834571,,,,,-5,,,6,,,card,121077964.0,False,yellow,803213.0,Ryan Broom,,Ryan Broom,,False,
