match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_interceptionWon,stat_wonTackle,stat_fouls,player_sofascoreId,stat_aerialWon,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_shotOffTarget,stat_hitWoodwork,stat_expectedGoals,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_goalAssist
11352442,home,Crystal Palace,Sam Johnstone,sam-johnstone,S. Johnstone,G,31,193,600,M,98427,EUR,733017600,G,1,1,False,30.0,18.0,19.0,8.0,12.0,18.0,6.0,12.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,39.0,6.7,12.0,0.00166038,0,-0.3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352442,home,Crystal Palace,Joel Ward,joel-ward,J. Ward,D,25,188,258,M,39183,EUR,625622400,D,2,2,False,29.0,23.0,3.0,3.0,9.0,11.0,14.0,20.0,,4.0,,,,,,,69.0,41.0,6.5,10.0,0.00597478,0,,,,True,2.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11352442,home,Crystal Palace,Joachim Andersen,joachim-andersen,J. Andersen,D,5,190,2378,M,362682,EUR,833500800,D,16,16,False,47.0,34.0,13.0,4.0,24.0,27.0,10.0,20.0,2.0,3.0,1.0,,,,,,90.0,59.0,6.3,15.0,0.00439618,0,,,,,,1.0,4.0,1.0,2.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
11352442,home,Crystal Palace,Marc Guéhi,marc-guehi,M. Guéhi,D,15,182,22326,M,877994,EUR,963446400,D,6,6,False,94.0,78.0,15.0,4.0,50.0,56.0,28.0,39.0,7.0,3.0,2.0,,,,,,90.0,108.0,6.6,19.0,0.00984042,0,,,,,1.0,1.0,3.0,1.0,1.0,2.0,,1.0,,,,1.0,,MarcGuehi13,2.0,3.0,,,,,,,,,,,,
11352442,home,Crystal Palace,Tyrick Mitchell,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,988275,EUR,936144000,D,3,3,False,10.0,6.0,2.0,,4.0,6.0,3.0,5.0,3.0,2.0,2.0,,,,,,29.0,21.0,6.7,4.0,0.0650764,0,,,,,1.0,1.0,1.0,,,2.0,,,,,,2.0,,,1.0,,1.0,1.0,,,,,,,,,,
11352442,home,Crystal Palace,Chris Richards,chris-richards,C. Richards,D,26,188,2004,M,931844,EUR,954201600,M,26,26,False,50.0,45.0,5.0,2.0,22.0,23.0,23.0,27.0,5.0,7.0,3.0,,,,,,90.0,58.0,7.1,5.0,0.0253891,0,,,,,,2.0,2.0,,,2.0,,,,,,3.0,,,2.0,,,1.0,,,,,,,,,,
11352442,home,Crystal Palace,Jefferson Lerma,jefferson-lerma,J. Lerma,M,8,179,5444,M,355796,EUR,783043200,M,8,8,False,55.0,47.0,3.0,2.0,14.0,16.0,34.0,42.0,6.0,9.0,2.0,,,,,,86.0,69.0,7.7,12.0,0.340094,4,,,,,3.0,,3.0,2.0,,,,1.0,1.0,,,2.0,,jeffersonlerma,3.0,1.0,1.0,2.0,4.0,1.0,0.1858,,,,,,,
11352442,home,Crystal Palace,Michael Olise,michael-olise,M. Olise,M,17,185,76795,M,978838,EUR,1008115200,M,7,7,False,48.0,41.0,2.0,2.0,11.0,13.0,32.0,43.0,11.0,4.0,2.0,,,,,,90.0,82.0,7.7,22.0,0.239659,2,,,,,8.0,3.0,11.0,2.0,6.0,,,4.0,4.0,5.0,,2.0,1.0,MOlise,,4.0,2.0,5.0,1.0,,0.2433,1.0,1.0,,,,,
11352442,home,Crystal Palace,Jeffrey Schlupp,jeffrey-schlupp,J. Schlupp,D,27,178,764,M,148710,EUR,725068800,M,15,15,False,26.0,24.0,1.0,1.0,9.0,9.0,15.0,17.0,12.0,2.0,7.0,,,,,,69.0,40.0,7.3,5.0,0.0331312,0,,,,,,,5.0,1.0,1.0,,,2.0,1.0,1.0,,5.0,3.0,,2.0,2.0,,,,,,,,,,,,
11352442,home,Crystal Palace,Jordan Ayew,jordan-ayew,J. Ayew,F,9,182,13272,M,103045,EUR,684547200,M,9,9,False,34.0,29.0,,,8.0,9.0,21.0,27.0,8.0,5.0,2.0,,,,,,90.0,60.0,7.0,13.0,0.0714116,6,,,,,2.0,3.0,8.0,,1.0,,,2.0,3.0,1.0,,,2.0,jordanayew9,2.0,3.0,,1.0,,,0.1926,,3.0,1.0,3.0,0.5485,,
