match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_outfielderBlock,stat_errorLeadToAShot,stat_fouls,player_firstName,player_lastName,stat_challengeLost,stat_errorLeadToAGoal,stat_wasFouled,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,player_sofascoreId
14771902,home,Al-Okhdood,Samuel Portugal,samuel,Samuel,G,94,188.0,451,M,552170,EUR,764899200.0,G,94,94,False,23.0,9.0,19.0,5.0,0.0,8.0,11.0,1.0,12.0,2.0,2.0,1.0,2.0,90.0,29.0,5.9,15.0,0.0001399,13.947735365162,4.0,5.355,2.205,0,-0.2717,0.02,-0.02,-0.18,-0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771902,home,Al-Okhdood,Gökhan Gül,gokhan-gul,G. Gül,M,17,180.0,107,M,797820,EUR,900633600.0,D,17,17,False,27.0,18.0,8.0,2.0,0.0,11.0,14.0,7.0,13.0,3.0,6.0,,,90.0,42.0,6.4,11.0,0.00857901,102.98158117808,11.0,49.35,19.32,0,,0.02,0.08,-0.14,,1.0,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14771902,home,Al-Okhdood,Saeed Al-Rabiei,saeed-al-rabiei,S. Al-Rabiei,D,4,187.0,32,M,954639,EUR,746841600.0,D,4,4,False,34.0,28.0,4.0,1.0,0.0,21.0,23.0,7.0,11.0,14.0,8.0,,,90.0,54.0,6.3,6.0,0.00246446,44.681587570149,9.0,20.37,6.615,0,,0.01,0.08,-0.14,,2.0,,5.0,3.0,1.0,3.0,1.0,True,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
14771902,home,Al-Okhdood,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800.0,D,98,98,False,22.0,17.0,5.0,2.0,0.0,8.0,8.0,9.0,14.0,4.0,2.0,,,69.0,33.0,6.2,6.0,0.00195412,45.115294737429,5.0,32.55,11.235,0,,0.09,0.02,-0.49,,,2.0,2.0,5.0,,2.0,2.0,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14771902,home,Al-Okhdood,Mohammed Abo Abd,mohammed-abo-abd,M. A. Abd,D,21,163.0,15,M,1398850,EUR,1009324800.0,M,21,21,False,22.0,16.0,2.0,1.0,0.0,6.0,8.0,10.0,14.0,2.0,5.0,,,70.0,38.0,6.5,11.0,0.009309,30.229947591168,5.0,19.74,7.77,0,,-0.01,0.03,-0.13,,,1.0,3.0,3.0,1.0,1.0,,,,1.0,,Mohammed Abo Abd,,1.0,,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
14771902,home,Al-Okhdood,Juan Pedroza,juan-pedroza,J. Pedroza,M,18,176.0,186,M,972585,EUR,923529600.0,M,18,18,False,21.0,15.0,1.0,,0.0,7.0,9.0,8.0,12.0,1.0,1.0,,,88.0,38.0,7.1,10.0,0.00826009,56.915952292957,8.0,8.925,7.98,0,,-0.08,0.1,-0.08,,,4.0,2.0,12.0,1.0,4.0,4.0,,,,1.0,,,1.0,,5.0,,,1.0,,3.0,,,,,,,,,,,,,,,,
14771902,home,Al-Okhdood,Mohammed Petros,petros,Petros,M,,182.0,273,M,552678,EUR,612403200.0,M,6,6,False,46.0,40.0,7.0,3.0,0.0,21.0,22.0,19.0,24.0,3.0,6.0,,,90.0,64.0,7.0,8.0,0.015739,74.137663006075,12.0,22.68,10.71,1,,0.22,0.08,0.16,,,,8.0,6.0,3.0,5.0,4.0,,,,4.0,,,3.0,,1.0,,1.0,,,1.0,1.0,0.0091,1.0,-0.02,,,,,,,,,,,,
14771902,home,Al-Okhdood,Mateo Borrell,mateo-borrell,M. Borrell,M,55,174.0,114,M,1980451,EUR,1136073600.0,M,55,55,False,22.0,15.0,1.0,,1.0,4.0,6.0,11.0,16.0,1.0,2.0,,,90.0,37.0,6.7,13.0,0.366703,51.812777673553,5.0,19.215,15.75,0,,0.27,0.23,-0.07,,2.0,1.0,8.0,3.0,1.0,2.0,1.0,,,,1.0,Mateo Borrell,,1.0,,,,1.0,3.0,,,,,1.0,,1.0,1.0,,,,,,,,,,
14771902,home,Al-Okhdood,Ali Al-Salem,ali-al-salem,A. Al-Salem,D,2,181.0,21,M,990189,EUR,903052800.0,M,3,3,False,26.0,20.0,2.0,1.0,0.0,12.0,12.0,8.0,14.0,1.0,5.0,,,90.0,53.0,6.7,18.0,0.0847721,94.42858188085,11.0,80.535,21.735,0,,0.26,0.12,-0.09,,,1.0,6.0,3.0,,1.0,1.0,,,,1.0,,,1.0,,,2.0,1.0,4.0,1.0,2.0,,,2.0,,1.0,1.0,,,,,,,,,,
14771902,home,Al-Okhdood,Christian Bassogog,christian-bassogog,C. Bassogog,M,13,173.0,2514,M,818218,EUR,813974400.0,F,13,13,False,18.0,13.0,1.0,,0.0,5.0,6.0,8.0,12.0,,6.0,,,90.0,38.0,6.9,14.0,0.0247271,66.803123946051,8.0,36.645,15.12,3,,0.0,0.28,0.16,,1.0,,5.0,7.0,,1.0,1.0,,,,,,,,,3.0,2.0,2.0,5.0,3.0,3.0,1.0,0.6355,1.0,-0.35,,3.0,1.0,1.0,1.0,0.3796,,,,,,
