match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_totalCross,stat_totalContest,stat_wasFouled,captain,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_unsuccessfulTouch,stat_totalOffside,stat_wonContest,stat_errorLeadToAShot,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,player_sofascoreId,stat_goals,stat_hitWoodwork
13543040,home,Empoli,Jacopo Seghetti,jacopo-seghetti,J. Seghetti,G,12,190,158,M,1397725,EUR,1108598400,G,12,12,False,27.0,17.0,16.0,6.0,0.0,14.0,15.0,3.0,12.0,6.0,4.0,4.0,1.0,1.0,90.0,32.0,6.9,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543040,home,Empoli,Mattia De Sciglio,mattia-de-sciglio,M. De Sciglio,D,,183,1060,M,137667,EUR,719539200,D,22,22,False,22.0,19.0,4.0,3.0,0.0,14.0,15.0,5.0,7.0,6.0,,,,,90.0,41.0,6.4,6.0,0,5.0,5.0,1.0,3.0,1.0,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
13543040,home,Empoli,Luca Marianucci,marianucci-luca,L. Marianucci,D,35,186,890,M,1165371,EUR,1090540800,D,35,35,False,32.0,23.0,8.0,2.0,0.0,17.0,18.0,6.0,14.0,2.0,,,,,62.0,43.0,6.4,10.0,0,4.0,4.0,,5.0,,2.0,1.0,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
13543040,home,Empoli,Lorenzo Tosto,lorenzo-tosto,L. Tosto,D,29,188,82,M,1466118,EUR,1138492800,D,31,31,False,21.0,15.0,6.0,2.0,0.0,13.0,14.0,2.0,7.0,3.0,,,,,45.0,26.0,6.4,6.0,0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,,Lorenzo Tosto,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13543040,home,Empoli,Liberato Cacace,liberato-cacace,L. Cacace,D,13,184,526,M,905264,EUR,970012800,D,13,13,False,34.0,26.0,8.0,3.0,0.0,13.0,16.0,13.0,19.0,9.0,,,,,90.0,57.0,6.3,12.0,0,3.0,6.0,,6.0,,,,,,,1.0,2.0,,1.0,2.0,4.0,,,,,,,,,,,,,,,,
13543040,home,Empoli,Emmanuel Gyasi,emmanuel-gyasi,E. Gyasi,M,11,182,713,M,541578,EUR,758246400,M,11,11,False,22.0,14.0,2.0,,0.0,3.0,3.0,11.0,19.0,4.0,,,,,90.0,33.0,6.0,12.0,1,6.0,5.0,1.0,,,1.0,,1.0,,,3.0,2.0,,,,2.0,True,2.0,1.0,1.0,2.0,1.0,,,,,,,,,,
13543040,home,Empoli,Viktor Kovalenko,viktor-kovalenko,V. Kovalenko,M,21,182,745,M,287659,EUR,824256000,M,20,20,False,16.0,8.0,3.0,1.0,0.0,5.0,7.0,3.0,9.0,3.0,,,,,90.0,29.0,6.4,9.0,0,4.0,6.0,,2.0,2.0,3.0,1.0,1.0,,,3.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,
13543040,home,Empoli,Jacopo Bacci,jacopo-bacci,J. Bacci,M,21,173,90,M,1163081,EUR,1119139200,M,36,36,False,11.0,7.0,2.0,2.0,0.0,3.0,5.0,4.0,6.0,3.0,,,,,45.0,15.0,6.4,4.0,0,2.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
13543040,home,Empoli,Jacopo Fazzini,jacopo-fazzini,J. Fazzini,F,22,178,829,M,1012179,EUR,1047772800,M,10,10,False,30.0,23.0,3.0,2.0,0.0,11.0,12.0,12.0,18.0,9.0,,,,,76.0,49.0,6.7,14.0,2,8.0,4.0,,3.0,,2.0,1.0,2.0,,,5.0,2.0,,,,,,2.0,,,4.0,,,,1.0,2.0,2.0,,,,,
13543040,home,Empoli,Ola Solbakken,ola-solbakken,O. Solbakken,F,9,186,693,M,920744,EUR,905126400,F,17,17,False,12.0,6.0,1.0,,0.0,2.0,4.0,4.0,8.0,,,,,,62.0,18.0,6.1,9.0,1,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,3.0,,,,,,,,,,,
13543040,home,Empoli,Lorenzo Colombo,lorenzo-colombo,L. Colombo,F,29,183,2468,M,930191,EUR,1015545600,F,29,29,False,18.0,10.0,,,0.0,3.0,4.0,7.0,15.0,4.0,,,,,90.0,35.0,6.5,18.0,0,10.0,4.0,,,,,,5.0,,,3.0,2.0,,1.0,1.0,2.0,,2.0,,,6.0,3.0,,,1.0,,1.0,,,,,
13543040,home,Empoli,Giuseppe Pezzella,giuseppe-pezzella,G. Pezzella,M,3,187,604,M,814589,EUR,880761600,D,3,3,True,14.0,11.0,,,0.0,1.0,1.0,11.0,19.0,3.0,,,,,45.0,28.0,6.7,11.0,0,2.0,1.0,,1.0,,,,,,,2.0,1.0,,6.0,,,,,,,2.0,,,,,,2.0,1.0,,,,
13543040,home,Empoli,Junior Sambia,junior-sambia,J. Sambia,M,,185,155,M,603738,EUR,842054400,D,7,7,True,13.0,8.0,1.0,,0.0,5.0,7.0,3.0,6.0,2.0,,,,,45.0,25.0,6.4,7.0,1,2.0,3.0,,2.0,1.0,1.0,,,,,,2.0,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,
13543040,home,Empoli,Saba Goglichidze,saba-goglichidze,S. Goglichidze,D,3,192,1614,M,1126175,EUR,1088121600,D,2,2,True,19.0,16.0,4.0,1.0,0.0,14.0,15.0,2.0,4.0,4.0,,,,,28.0,23.0,6.5,4.0,0,1.0,2.0,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,
13543040,home,Empoli,Sebastiano Esposito,sebastiano-esposito,S. Esposito,F,94,186,4251,M,965008,EUR,1025568000,F,99,99,True,11.0,7.0,2.0,2.0,0.0,,,8.0,12.0,1.0,,,,,28.0,20.0,6.7,7.0,1,6.0,3.0,1.0,,,1.0,1.0,2.0,,,,1.0,,1.0,,1.0,,3.0,,,,,,,,1.0,1.0,1.0,,,,
13543040,home,Empoli,Alberto Grassi,alberto-grassi,A. Grassi,M,33,183,262,M,186845,EUR,794534400,M,5,5,True,7.0,7.0,1.0,1.0,0.0,4.0,4.0,3.0,3.0,,,,,,14.0,10.0,6.9,,1,,2.0,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,
13543040,home,Empoli,Devis Vásquez,devis-vasquez,D. Vásquez,G,32,195,2513,M,925285,EUR,894931200,G,23,23,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543040,home,Empoli,Federico Brancolini,federico-brancolini,F. Brancolini,G,12,192,112,M,848420,EUR,995068800,G,98,98,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543040,home,Empoli,Mattia Viti,mattia-viti,M. Viti,D,2,190,527,M,1009268,EUR,1011830400,D,21,21,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543040,home,Empoli,Tyronne Ebuehi,tyronne-ebuehi,T. Ebuehi,D,24,187,664,M,580512,EUR,819072000,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543040,home,Empoli,Christian Kouamé,christian-kouame,C. Kouamé,F,31,185,2366,M,812946,EUR,881366400,F,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,christianmichael.11,,
13543040,home,Empoli,Ismael Konate,ismael-konate,I. Konate,F,51,183,217,M,1397346,EUR,1143590400,F,90,90,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13543040,away,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4403,M,44906,EUR,673401600,G,1,1,False,55.0,43.0,22.0,10.0,0.0,37.0,41.0,6.0,14.0,15.0,1.0,1.0,,,90.0,64.0,7.1,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lukaszskorupski28,,
13543040,away,Bologna,Davide Calabria,davide-calabria,D. Calabria,D,2,177,2434,M,318607,EUR,849830400,D,14,14,False,39.0,29.0,6.0,5.0,0.0,18.0,24.0,11.0,16.0,,,,,,66.0,54.0,7.3,14.0,0,,7.0,,,2.0,1.0,1.0,,,,,5.0,,1.0,,1.0,,,,,1.0,,,,,,1.0,,,,,
13543040,away,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2245,M,898815,EUR,911260800,D,31,31,False,72.0,64.0,7.0,4.0,0.0,41.0,43.0,23.0,29.0,5.0,,,,,90.0,77.0,7.2,8.0,0,4.0,5.0,,1.0,,2.0,1.0,,,,4.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
13543040,away,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4572,M,818481,EUR,898819200,D,26,26,False,98.0,87.0,4.0,1.0,0.0,67.0,71.0,20.0,27.0,7.0,,,,,90.0,106.0,6.8,12.0,0,4.0,3.0,,2.0,,1.0,,1.0,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,
13543040,away,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2211,M,855829,EUR,948240000,D,33,33,False,80.0,69.0,13.0,8.0,0.0,39.0,44.0,30.0,37.0,5.0,,,,,90.0,97.0,7.6,13.0,1,1.0,4.0,,2.0,,2.0,2.0,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,
13543040,away,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1912,M,115516,EUR,703296000,M,8,8,False,52.0,47.0,2.0,1.0,0.0,26.0,29.0,21.0,24.0,5.0,,,,,82.0,64.0,7.0,9.0,0,2.0,2.0,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,1.0,,,,,,,3.0,,,,,,1.0,,,,,
13543040,away,Bologna,Lewis Ferguson,lewis-ferguson,L. Ferguson,M,19,181,1987,M,907152,EUR,935452800,M,19,19,False,69.0,64.0,5.0,3.0,0.0,31.0,32.0,33.0,37.0,4.0,,,,,90.0,88.0,7.6,9.0,1,5.0,8.0,,1.0,2.0,3.0,2.0,3.0,,,1.0,2.0,1.0,,,3.0,True,1.0,,1.0,3.0,,,,,,1.0,,,,,
13543040,away,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5797,M,793645,EUR,854064000,M,7,7,False,31.0,23.0,4.0,3.0,0.0,6.0,9.0,17.0,26.0,1.0,,,,,75.0,44.0,7.3,14.0,3,3.0,2.0,,,,1.0,,,,,2.0,1.0,,4.0,1.0,,,,1.0,1.0,1.0,,,,,,,,2.0,,1.0,
13543040,away,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1837,M,826064,EUR,922838400,M,21,21,False,23.0,16.0,2.0,,1.0,5.0,7.0,12.0,17.0,3.0,,,,,75.0,37.0,7.2,14.0,0,7.0,6.0,,,,1.0,,3.0,,,3.0,3.0,,1.0,2.0,1.0,,2.0,,,4.0,,1.0,,1.0,,2.0,1.0,,,,
13543040,away,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4722,M,944327,EUR,972432000,M,11,11,False,28.0,24.0,2.0,2.0,2.0,9.0,9.0,16.0,21.0,1.0,,,,,82.0,47.0,7.6,16.0,1,9.0,4.0,,,,,,,,,1.0,,,2.0,5.0,2.0,,5.0,,,3.0,,2.0,,2.0,1.0,4.0,1.0,,,,
