match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_outfielderBlock,stat_fouls,player_firstName,player_lastName,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,captain,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_bigChanceMissed,stat_goals
12436552,home,Nottingham Forest,Matz Sels,matz-sels,M. Sels,G,26,188,2413,M,78152,EUR,699062400,G,26,26,False,15.0,9.0,9.0,3.0,0.0,7.0,7.0,2.0,8.0,2.0,7.0,1.0,1.0,1.0,90.0,22.0,6.5,6.0,0.00060528,0,-0.2597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436552,home,Nottingham Forest,Ola Aina,ola-aina,O. Aina,D,34,182,4052,M,800417,EUR,844732800,D,34,34,False,30.0,24.0,2.0,2.0,0.0,10.0,13.0,15.0,21.0,4.0,6.0,,,,75.0,50.0,6.8,12.0,0.320037,0,,4.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
12436552,home,Nottingham Forest,Nikola Milenković,nikola-milenkovic,N. Milenković,D,31,195,5064,M,836168,EUR,876614400,D,31,31,False,26.0,23.0,3.0,1.0,0.0,16.0,16.0,7.0,10.0,9.0,3.0,,,,90.0,39.0,6.8,3.0,0.00218655,0,,,,1.0,2.0,,,,,,1.0,,,,1.0,milenkovicn_4,1.0,1.0,1.0,,,,,,,,,,,,,,
12436552,home,Nottingham Forest,Murillo,murillo,Murillo,D,5,180,9781,M,1199282,EUR,1025740800,D,5,5,False,48.0,40.0,7.0,4.0,0.0,25.0,27.0,15.0,21.0,6.0,5.0,,,,90.0,66.0,7.3,11.0,0.0439419,3,,,,2.0,9.0,1.0,1.0,,,1.0,3.0,3.0,,,,murillosantiago40,6.0,,,Murillo,,1.0,1.0,1.0,0.1323,0.0924,,,,,,,
12436552,home,Nottingham Forest,Neco Williams,williams-neco,N. Williams,D,3,183,3198,M,927356,EUR,987120000,D,7,7,False,43.0,38.0,3.0,2.0,0.0,16.0,18.0,22.0,28.0,6.0,10.0,,,,90.0,80.0,6.9,16.0,0.0417566,1,,3.0,,9.0,7.0,2.0,2.0,4.0,3.0,,,,2.0,3.0,1.0,,1.0,1.0,2.0,,,,,1.0,0.0203,,3.0,,,,,,
12436552,home,Nottingham Forest,Ryan Yates,ryan-yates,R. Yates,M,22,190,881,M,846252,EUR,880070400,M,22,22,False,37.0,29.0,5.0,3.0,0.0,12.0,14.0,17.0,25.0,,4.0,,,,85.0,47.0,6.8,10.0,0.00965817,1,,2.0,,3.0,3.0,1.0,,,,1.0,1.0,,,2.0,,,,1.0,2.0,,,1.0,,,0.0201,,,True,,,,,
12436552,home,Nottingham Forest,Elliot Anderson,elliot-anderson,E. Anderson,M,8,179,7705,M,994546,EUR,1036540800,M,8,8,False,39.0,32.0,7.0,3.0,0.0,14.0,15.0,18.0,27.0,,9.0,,,,61.0,52.0,6.7,14.0,0.0477091,1,,3.0,,6.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,,2.0,,,,1.0,,3.0,,,,1.0,,0.0393,0.2361,1.0,,,,,,
12436552,home,Nottingham Forest,Anthony Elanga,anthony-elanga,A. Elanga,M,20,178,10434,M,979232,EUR,1019865600,M,21,21,False,32.0,22.0,2.0,1.0,0.0,5.0,5.0,19.0,36.0,,3.0,,,,90.0,60.0,7.3,24.0,0.243706,3,,9.0,2.0,5.0,4.0,,3.0,2.0,1.0,,,,2.0,3.0,3.0,anthonyelanga,,,1.0,,,,3.0,,0.1022,0.5197,,,1.0,,,,
12436552,home,Nottingham Forest,Morgan Gibbs-White,morgan-gibbs-white,M. Gibbs-White,M,10,171,6974,M,865912,EUR,948931200,M,10,10,False,38.0,27.0,3.0,1.0,0.0,7.0,8.0,20.0,31.0,1.0,1.0,,,,75.0,48.0,6.7,15.0,0.0273082,1,,1.0,,4.0,3.0,,2.0,1.0,1.0,1.0,,,,1.0,2.0,Morgangibbs27,1.0,,1.0,,,,,1.0,0.0804,,1.0,,,,,,
12436552,home,Nottingham Forest,Callum Hudson-Odoi,callum-hudson-odoi,C. Hudson-Odoi,M,7,177,9224,M,867442,EUR,973555200,M,14,14,False,15.0,13.0,3.0,2.0,0.0,6.0,7.0,8.0,9.0,1.0,1.0,,,,45.0,18.0,6.5,2.0,0.0209349,0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,,Calteck10,,,,,,,,,,,,,,,,,
