match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_wonTackle,stat_penaltyConceded,player_firstName,player_lastName,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside
11450194,home,Samsunspor,Okan Kocuk,okan-kocuk,O. Koçuk,G,1,187,289,M,190179,EUR,806803200,G,1,1,False,28.0,14.0,18.0,4.0,10.0,11.0,4.0,17.0,5.0,2.0,1.0,1.0,1.0,90.0,34.0,6.7,14.0,0.00108082,0,0.3092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450194,home,Samsunspor,Mickael Tirpan,mickael-tirpan,M. Tirpan,D,25,177,58,M,800340,EUR,751334400,D,24,24,False,27.0,18.0,1.0,1.0,4.0,9.0,14.0,22.0,1.0,,,,,90.0,67.0,7.1,21.0,0.0150898,0,,4.0,3.0,8.0,13.0,11.0,1.0,1.0,6.0,4.0,2.0,1.0,2.0,8.0,1.0,,,,,,,,,,,,,,,,,
11450194,home,Samsunspor,Ľubomír Šatka,ubomir-satka,Ľ. Šatka,D,37,185,293,M,187231,EUR,817862400,D,37,37,False,43.0,29.0,12.0,5.0,16.0,19.0,13.0,24.0,4.0,,,,,90.0,54.0,6.6,14.0,0.0229725,0,,,3.0,1.0,4.0,3.0,,,5.0,1.0,2.0,,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,
11450194,home,Samsunspor,Alim Öztürk,alim-ozturk,A. Öztürk,D,5,190,29,M,151074,EUR,721958400,D,5,5,False,35.0,23.0,11.0,3.0,13.0,17.0,10.0,18.0,2.0,,,,,90.0,41.0,6.6,12.0,0.00563298,0,,,1.0,3.0,3.0,4.0,1.0,,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
11450194,home,Samsunspor,Soner Gönül,soner-gonul,S. Gönül,D,28,177,50,M,867727,EUR,865987200,D,28,28,False,23.0,14.0,8.0,3.0,8.0,8.0,6.0,17.0,3.0,,,,,90.0,47.0,6.9,16.0,0.0150576,0,,2.0,,,2.0,4.0,2.0,,3.0,3.0,3.0,1.0,1.0,,,,3.0,,,,,,,,,,,,,,,
11450194,home,Samsunspor,Yunus Emre Çift,yunus-emre-cift,Y. E. Çift,D,55,185,119,M,1063325,EUR,1062374400,M,22,22,False,27.0,12.0,4.0,2.0,5.0,10.0,7.0,17.0,1.0,,,,,86.0,40.0,6.9,15.0,0.00569632,1,,,3.0,7.0,9.0,11.0,3.0,,2.0,2.0,2.0,,2.0,3.0,,1.0,2.0,,Yunus Cift,,1.0,0.0115,,,,,,,,,,
11450194,home,Samsunspor,Flavien Tait,flavien-tait,F. Tait,M,,175,101,M,312388,EUR,728611200,M,13,13,False,13.0,7.0,,,2.0,4.0,5.0,10.0,4.0,,,,,56.0,24.0,6.4,10.0,0.00329239,0,,1.0,,1.0,3.0,4.0,2.0,,,,,2.0,3.0,,,,,,,,,,1.0,,,,,,,,,
11450194,home,Samsunspor,Carlo Holse,carlo-holse,C. Holse,M,21,177,633,M,837012,EUR,928281600,M,21,21,False,28.0,16.0,3.0,,5.0,8.0,13.0,24.0,2.0,,,,,90.0,53.0,6.8,22.0,0.287772,0,,4.0,5.0,2.0,8.0,5.0,,3.0,2.0,1.0,2.0,3.0,,1.0,3.0,,2.0,,,,,,1.0,2.0,1.0,,,,,,,
11450194,home,Samsunspor,Olivier Ntcham,olivier-ntcham,O. Ntcham,M,10,180,801,M,352676,EUR,823824000,M,10,10,False,25.0,17.0,1.0,1.0,4.0,4.0,14.0,23.0,3.0,,,,,89.0,38.0,7.4,13.0,0.153287,2,,2.0,6.0,3.0,9.0,5.0,1.0,1.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,,,,,0.8736,2.0,1.0,1.0,2.0,1.0,1.0511,,,,
11450194,home,Samsunspor,Emre Kılınç,emre-kilinc,E. Kılınç,M,11,174,320,M,202032,EUR,777600000,M,11,11,False,17.0,11.0,2.0,,2.0,3.0,9.0,14.0,6.0,,,,,86.0,37.0,6.7,12.0,0.010465,1,,,,,8.0,4.0,4.0,4.0,1.0,,2.0,2.0,1.0,1.0,,1.0,1.0,,,,,0.0171,,,1.0,,,,True,1.0,1.0,
