match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,player_firstName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,player_lastName,captain,stat_dispossessed,stat_bigChanceCreated,stat_clearanceOffLine,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork,stat_accurateCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_goals
11391255,home,Metz,Alexandre Oukidja,alexandre-oukidja,A. Oukidja,G,90,185,3337,M,32668,EUR,585273600,G,16,16,False,34.0,12.0,28.0,6.0,0.0,7.0,7.0,5.0,27.0,2.0,2.0,2.0,9.0,2.0,4.0,5.0,1.0,90.0,46.0,7.4,22.0,0.00135145,0,1.2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391255,home,Metz,Maxime Colin,maxime-colin,M. Colin,D,2,179,51,M,128285,EUR,690163200,D,2,2,False,23.0,16.0,2.0,,0.0,10.0,12.0,6.0,12.0,,1.0,1.0,1.0,,,,,90.0,34.0,6.5,9.0,0.00230401,0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391255,home,Metz,Sadibou Sané,sane-sadibou,S. Sané,D,38,185,730,M,1471683,EUR,1086825600,D,38,38,False,31.0,28.0,4.0,2.0,0.0,21.0,22.0,7.0,9.0,,2.0,10.0,4.0,,,,,90.0,48.0,6.8,4.0,0.00364445,0,,,1.0,2.0,,,Sadibou Sané,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11391255,home,Metz,Christophe Herelle,christophe-herelle,C. Herelle,D,4,188,67,M,225092,EUR,714441600,D,29,29,False,18.0,14.0,5.0,2.0,0.0,10.0,11.0,4.0,7.0,2.0,4.0,1.0,2.0,,,,,90.0,22.0,6.3,4.0,0.00204657,0,,,1.0,1.0,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
11391255,home,Metz,Matthieu Udol,matthieu-udol,M. Udol,D,14,178,453,M,787827,EUR,827280000,D,3,3,False,21.0,19.0,6.0,4.0,0.0,10.0,11.0,9.0,11.0,,2.0,2.0,3.0,,,,,90.0,42.0,7.9,5.0,0.0291183,0,,1.0,1.0,4.0,2.0,,,,1.0,1.0,5.0,,1.0,,True,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
11391255,home,Metz,Danley Jean Jacques,jean-jacques-danley,D. J. Jacques,M,21,180,4507,M,1173167,EUR,958780800,M,27,27,False,10.0,8.0,,,0.0,4.0,4.0,4.0,6.0,1.0,4.0,1.0,1.0,,,,,89.0,18.0,6.8,3.0,0.0109896,3,,,2.0,5.0,,3.0,,1.0,,,,1.0,,,,,,,2.0,,3.0,2.0,0.4292,,,,,,,,,,,
11391255,home,Metz,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184,91,M,823476,EUR,822268800,M,6,6,False,24.0,19.0,4.0,4.0,0.0,11.0,12.0,8.0,12.0,,1.0,1.0,2.0,,,,,90.0,34.0,6.3,8.0,0.00440486,0,,,,5.0,1.0,,,2.0,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,,,,,,,
11391255,home,Metz,Lamine Camara,camara-lamine,L. Camara,M,15,174,20442,M,1389846,EUR,1072915200,M,18,18,False,19.0,16.0,5.0,3.0,0.0,3.0,5.0,13.0,18.0,,4.0,,7.0,,,,,90.0,35.0,6.5,11.0,0.0328514,1,,4.0,1.0,4.0,,1.0,Lamine Camara,,1.0,,,2.0,3.0,,,1.0,,,1.0,,,1.0,0.0371,lamine_camara_5,1.0,1.0,,,,,,,,
11391255,home,Metz,Kevin Van Den Kerkhof,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190,2115,M,1130602,EUR,826675200,F,22,22,False,4.0,3.0,,,0.0,3.0,3.0,1.0,3.0,,2.0,1.0,2.0,,,,,74.0,14.0,6.6,4.0,0.0315911,0,,2.0,1.0,2.0,,2.0,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,
11391255,home,Metz,Georges Mikautadze,mikautadze-georges,G. Mikautadze,F,9,176,13076,M,1009372,EUR,972950400,F,10,10,False,30.0,21.0,1.0,1.0,0.0,7.0,9.0,15.0,25.0,,4.0,,7.0,,,,,90.0,50.0,7.3,18.0,0.153103,4,,4.0,3.0,5.0,,1.0,,,3.0,3.0,,4.0,,,,1.0,,,1.0,3.0,1.0,1.0,0.274,georgesmkd,1.0,,1.0,1.0,2.0,0.6976,,,,
