match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_totalOffside,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_wonTackle,stat_expectedGoals,stat_penaltyConceded,stat_aerialLost,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_bigChanceMissed,player_firstName,player_lastName,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_errorLeadToAShot,stat_lastManTackle
12437623,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,10.0,7.0,4.0,1.0,0.0,7.0,8.0,2.0,1.0,9.0,1.0,1.0,1.0,1.0,90.0,21.0,6.4,3.0,3.387e-05,0,-1.1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437623,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,D,14,14,False,70.0,66.0,2.0,1.0,0.0,16.0,16.0,60.0,,7.0,,,,,90.0,90.0,7.8,12.0,0.158871,0,,50.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
12437623,home,Atlético Madrid,José María Giménez,jose-maria-gimenez,J. M. Giménez,D,2,185,5874,M,JoseMaGimenez13,325355,EUR,790560000,D,2,2,False,52.0,52.0,3.0,3.0,0.0,26.0,26.0,26.0,3.0,2.0,,,,,90.0,60.0,6.9,,0.0179664,1,,26.0,,1.0,3.0,,,,,,1.0,1.0,,1.0,1.0,,,,1.0,1.0,1.0,0.136,,,,,,,,,,,,,,,,,
12437623,home,Atlético Madrid,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,15,15,False,40.0,39.0,3.0,2.0,0.0,19.0,19.0,22.0,3.0,3.0,,,,,60.0,47.0,6.2,2.0,0.0140528,0,,20.0,1.0,1.0,2.0,,,,,,2.0,,,,2.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,
12437623,home,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,,825133,EUR,785203200,D,21,21,False,33.0,31.0,2.0,1.0,0.0,11.0,12.0,22.0,,6.0,,,,,90.0,51.0,6.3,8.0,0.0299852,2,,20.0,1.0,6.0,4.0,1.0,2.0,2.0,,,,1.0,,2.0,,,1.0,,1.0,1.0,1.0,0.049,,1.0,1.0,,,,,,,,,,,,,,
12437623,home,Atlético Madrid,Giuliano Simeone,giuliano-simeone,G. Simeone,M,20,178,16028,M,giulisimeone,1099352,EUR,1040169600,M,22,22,False,34.0,27.0,,,0.0,1.0,1.0,34.0,,1.0,,,,,74.0,50.0,8.1,14.0,0.0382738,2,,26.0,1.0,2.0,6.0,,,4.0,3.0,,,1.0,5.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.1983,,,,1.0,1.0,0.544,,,,,,,,,,,
12437623,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,8,8,False,85.0,77.0,3.0,3.0,1.0,19.0,20.0,65.0,,4.0,,,,,90.0,94.0,7.8,10.0,0.0714773,3,,58.0,,5.0,2.0,2.0,1.0,,,1.0,,1.0,1.0,,2.0,,,2.0,1.0,1.0,1.0,0.2963,,,1.0,1.0,,0.4059,,,,,,,,,,,
12437623,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,67.0,58.0,2.0,,0.0,23.0,25.0,43.0,,1.0,,,,,59.0,73.0,7.0,10.0,0.0900951,0,,36.0,1.0,,1.0,,,,,1.0,,,,1.0,,,,2.0,,,,,,,,,,,True,1.0,,,,,,,,,
12437623,home,Atlético Madrid,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,4,4,False,37.0,34.0,1.0,1.0,0.0,10.0,10.0,28.0,,4.0,,,,,65.0,50.0,6.4,8.0,0.0402904,3,,24.0,1.0,7.0,2.0,2.0,3.0,,,,,2.0,1.0,,3.0,,,,,1.0,1.0,0.1,,,2.0,,,,,,,,,,,,,,
12437623,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,False,45.0,43.0,3.0,3.0,0.0,11.0,11.0,36.0,,2.0,,,,,59.0,53.0,6.9,5.0,0.171521,2,,33.0,2.0,,2.0,,,1.0,1.0,,,,1.0,,,,,2.0,1.0,1.0,,0.0978,,,1.0,,,,,1.0,1.0,,,,,,,,
