match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_fouls,stat_shotOffTarget,stat_hitWoodwork,stat_wasFouled,stat_totalOffside,stat_totalCross,stat_accurateCross,stat_goals,stat_wonTackle,stat_keyPass,captain,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_blockedScoringAttempt,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
10406717,home,Cercle Brugge,Warleson,,,warleson,Warleson,G,1,191.0,144,M,861071,EUR,841449600,G,21,21,False,20.0,11.0,12.0,4.0,7.0,9.0,4.0,11.0,1.0,10.0,1.0,1.0,90.0,27.0,6.5,9.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10406717,home,Cercle Brugge,Boris Popović,,,boris-popovic,B. Popović,D,5,189.0,111,M,902050,EUR,951523200,D,5,5,False,47.0,31.0,10.0,5.0,12.0,13.0,19.0,34.0,2.0,9.0,,,90.0,58.0,6.9,17.0,0,4.0,8.0,5.0,9.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10406717,home,Cercle Brugge,Christiaan Ravych,,,ravych-christiaan,C. Ravych,D,66,187.0,206,M,1191212,EUR,1027987200,D,66,66,False,27.0,20.0,3.0,1.0,11.0,14.0,9.0,13.0,2.0,8.0,,,90.0,41.0,6.9,9.0,1,4.0,3.0,8.0,5.0,1.0,3.0,1.0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10406717,home,Cercle Brugge,Jesper Daland,,,jesper-daland,J. Daland,D,2,188.0,224,M,958915,EUR,947116800,D,4,4,False,52.0,37.0,12.0,7.0,21.0,25.0,16.0,27.0,1.0,8.0,,,87.0,61.0,6.9,15.0,2,2.0,6.0,4.0,8.0,,1.0,,,,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10406717,home,Cercle Brugge,Hugo Siquet,,,hugo-siquet,H. Siquet,D,41,180.0,607,M,983041,EUR,1026172800,M,41,41,False,27.0,18.0,9.0,4.0,3.0,3.0,21.0,35.0,,6.0,,,70.0,60.0,7.9,20.0,2,2.0,,5.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,11.0,6.0,1.0,1.0,5.0,,,,,,,,,,,
10406717,home,Cercle Brugge,Charles Vanhoutte,,,charles-vanhoutte,C. Vanhoutte,M,24,182.0,634,M,928033,EUR,905904000,M,14,14,False,33.0,24.0,5.0,2.0,8.0,8.0,16.0,27.0,2.0,9.0,,,65.0,45.0,6.7,11.0,0,,,4.0,3.0,3.0,2.0,2.0,,,,,,1.0,,,1.0,,2.0,,,1.0,,True,,,,,,,,,,
10406717,home,Cercle Brugge,Abu Francis,,,francis-abu,A. Francis,M,17,182.0,1501,M,988801,EUR,988329600,M,17,17,False,46.0,36.0,10.0,6.0,15.0,15.0,21.0,31.0,,14.0,,,90.0,55.0,7.6,11.0,1,3.0,2.0,5.0,6.0,,2.0,3.0,,,,,,2.0,1.0,,1.0,,,,,3.0,1.0,,1.0,1.0,,,,,,,,
10406717,home,Cercle Brugge,Olivier Deman,,,deman-olivier,O. Deman,D,2,181.0,445,M,960114,EUR,954979200,M,23,23,False,47.0,32.0,4.0,,9.0,10.0,23.0,43.0,1.0,5.0,,,90.0,85.0,6.9,28.0,2,,2.0,4.0,4.0,3.0,3.0,,1.0,1.0,,,,,2.0,,2.0,,6.0,,,,2.0,,,1.0,,,,,,,,
10406717,home,Cercle Brugge,Thibo Somers,,,somers-thibo,T. Somers,F,24,183.0,225,M,1002804,EUR,921542400,F,34,34,False,27.0,15.0,3.0,1.0,5.0,6.0,12.0,30.0,,5.0,,,88.0,52.0,7.5,23.0,1,8.0,2.0,12.0,10.0,1.0,2.0,4.0,4.0,,2.0,2.0,,3.0,1.0,,2.0,,9.0,2.0,,2.0,1.0,,,,,,,,,,,
10406717,home,Cercle Brugge,Kévin Denkey,,,kevin-denkey,K. Denkey,F,9,181.0,3511,M,862470,EUR,975542400,F,9,9,False,31.0,19.0,4.0,2.0,3.0,4.0,16.0,28.0,,5.0,,,90.0,55.0,7.1,25.0,3,3.0,6.0,7.0,11.0,,,,9.0,3.0,2.0,2.0,1.0,2.0,2.0,,3.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,,
