match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialLost,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_wonTackle,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_bigChanceMissed
11388433,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185.0,555,M,227192,EUR,807235200,G,1,1,False,28.0,25.0,6.0,3.0,23.0,23.0,2.0,5.0,1.0,9.0,1.0,2.0,1.0,90.0,39.0,6.8,3.0,0.00293211,0,-0.8133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388433,home,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176.0,127,M,896210,EUR,780192000,D,2,2,False,31.0,25.0,6.0,2.0,9.0,11.0,17.0,23.0,,3.0,,,,83.0,46.0,6.4,12.0,0.155025,1,,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0203,3.0,,,,,,,,,,,,,,,,,,,
11388433,home,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,3,188.0,217,M,41495,EUR,673747200,D,3,3,False,39.0,34.0,4.0,1.0,24.0,26.0,10.0,13.0,3.0,2.0,,,,83.0,45.0,6.3,5.0,0.00275143,0,,,,2.0,4.0,3.0,,,,,1.0,,,True,3.0,1.0,,,,,,,,,,,,,,,,
11388433,home,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194.0,180,M,947842,EUR,963446400,D,4,4,False,61.0,54.0,10.0,5.0,39.0,42.0,15.0,19.0,3.0,4.0,,,,89.0,75.0,6.6,10.0,0.189499,1,,,,,1.0,1.0,,1.0,,1.0,,0.0065,1.0,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
11388433,home,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178.0,181,M,974530,EUR,988588800,D,5,5,False,47.0,42.0,3.0,2.0,16.0,17.0,27.0,34.0,1.0,3.0,,,,90.0,65.0,6.9,9.0,0.118546,0,,4.0,1.0,1.0,4.0,5.0,,,4.0,1.0,2.0,,2.0,,,,,,2.0,,,,2.0,1.0,,,,,,,,
11388433,home,Sparta Rotterdam,Metinho,metinho,Metinho,M,5,178.0,957,M,1106148,EUR,1051056000,M,6,6,False,32.0,29.0,3.0,2.0,10.0,11.0,20.0,22.0,,8.0,,,,83.0,51.0,7.2,6.0,0.0722475,2,,1.0,1.0,2.0,4.0,8.0,2.0,1.0,3.0,1.0,2.0,0.0905,1.0,,,2.0,Metinho,,,1.0,1.0,,2.0,2.0,1.0,,,,,,,
11388433,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177.0,70,M,795135,EUR,832464000,M,8,8,False,50.0,41.0,4.0,1.0,17.0,19.0,26.0,40.0,1.0,3.0,,,,90.0,70.0,7.4,17.0,0.183196,0,,9.0,2.0,2.0,2.0,6.0,,,1.0,1.0,,,2.0,,2.0,3.0,,,,,,,1.0,,,1.0,1.0,,,,,
11388433,home,Sparta Rotterdam,Shunsuke Mito,shunsuke-mito,S. Mito,M,11,164.0,867,M,1002479,EUR,1033171200,M,7,7,False,21.0,16.0,1.0,,8.0,8.0,8.0,16.0,,5.0,,,,66.0,38.0,6.9,13.0,0.0108898,3,,3.0,,,2.0,3.0,,1.0,2.0,5.0,,0.1688,,,1.0,1.0,,,1.0,,,,2.0,2.0,1.0,,,1.0,,,,
11388433,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182.0,168,M,578344,EUR,870652800,M,10,10,False,21.0,17.0,2.0,1.0,7.0,8.0,10.0,13.0,,5.0,,,,90.0,36.0,6.7,8.0,0.165635,5,,,,1.0,7.0,2.0,1.0,2.0,,2.0,2.0,0.3615,2.0,,1.0,1.0,,,2.0,1.0,,,1.0,,2.0,,,1.0,,,,
11388433,home,Sparta Rotterdam,Koki Saito,koki-saito,K. Saito,M,14,170.0,1063,M,905356,EUR,997401600,M,11,11,False,40.0,33.0,2.0,1.0,2.0,2.0,33.0,41.0,,3.0,,,,90.0,66.0,7.6,16.0,0.272895,6,,3.0,2.0,1.0,5.0,7.0,1.0,1.0,1.0,3.0,1.0,0.3076,3.0,,,2.0,,,,6.0,3.0,,,1.0,4.0,,,1.0,,,,
11388433,home,Sparta Rotterdam,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180.0,203,M,990814,EUR,902534400,F,9,9,False,19.0,16.0,,,7.0,8.0,9.0,11.0,,5.0,,,,90.0,31.0,7.5,6.0,0.00856172,2,,,,4.0,5.0,6.0,,1.0,,2.0,1.0,0.4236,1.0,,4.0,2.0,Charles-Andreas,Brym,,,,,,,,,,1.0,1.0,1.0,,
