match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_clearanceOffLine,stat_outfielderBlock,stat_ownGoals,captain,stat_totalOffside,stat_dispossessed,stat_hitWoodwork,stat_accurateCross,player_sofascoreId,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
12625051,home,Al-Riyadh,Milan Borjan,milan-borjan,M. Borjan,G,82,193.0,807,M,79413,EUR,561945600,G,82,82,False,34.0,21.0,22.0,10.0,0.0,14.0,18.0,7.0,16.0,1.0,1.0,2.0,1.0,1.0,9.0,1.0,1.0,4.0,4.0,3.0,3.0,90.0,47.0,7.3,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12625051,home,Al-Riyadh,Faïz Selemani,faiz-selemani,F. Selemani,F,7,178.0,359,M,842745,EUR,754617600,D,17,17,False,30.0,20.0,7.0,4.0,0.0,11.0,13.0,9.0,18.0,,8.0,9.0,2.0,1.0,3.0,4.0,,,,,,90.0,57.0,7.1,15.0,3,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
12625051,home,Al-Riyadh,Ahmad Asiri,ahmad-asiri,A. Asiri,D,13,179.0,31,M,350060,EUR,690076800,D,29,29,False,25.0,22.0,5.0,3.0,0.0,17.0,17.0,5.0,8.0,,3.0,1.0,1.0,4.0,6.0,,,,,,,90.0,36.0,7.5,3.0,0,,,,2.0,,,,,,1.0,1.0,1.0,,,,1.0,4.0,,,,,,,,,,,
12625051,home,Al-Riyadh,Lucas Kal,lucas-kal,Lucas Kal,M,21,186.0,179,M,840118,EUR,826934400,D,21,21,False,24.0,20.0,5.0,3.0,0.0,9.0,9.0,11.0,15.0,1.0,2.0,4.0,,3.0,6.0,1.0,,,,,,90.0,39.0,6.7,7.0,0,,,,1.0,,,,,,2.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
12625051,home,Al-Riyadh,Yoann Barbet,yoann-barbet,Y. Barbet,D,5,190.0,128,M,369544,EUR,736992000,D,5,5,False,30.0,26.0,7.0,4.0,0.0,15.0,16.0,11.0,14.0,2.0,,3.0,,4.0,,1.0,,,,,,90.0,43.0,6.6,8.0,0,,,,,,,,,,1.0,,,2.0,,1.0,,1.0,1.0,,,,,,,,,,
12625051,home,Al-Riyadh,Abdulelah Al Khaibari,abdulelah-al-khaibari,A. A. Khaibari,D,80,174.0,142,M,1519328,EUR,864259200,D,8,8,False,27.0,24.0,3.0,2.0,0.0,6.0,7.0,18.0,24.0,1.0,13.0,7.0,3.0,1.0,6.0,3.0,,,,,,90.0,57.0,6.5,12.0,1,Abdulelah Al Khaibari,,4.0,3.0,2.0,,1.0,,,3.0,3.0,3.0,3.0,5.0,1.0,,2.0,,True,1.0,,,,,,,,
12625051,home,Al-Riyadh,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400,M,88,88,False,21.0,17.0,2.0,1.0,0.0,10.0,11.0,7.0,12.0,,1.0,2.0,,,2.0,1.0,,,,,,63.0,27.0,6.7,8.0,0,,,2.0,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,
12625051,home,Al-Riyadh,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180.0,416,M,546220,EUR,782352000,M,43,43,False,36.0,31.0,4.0,4.0,0.0,10.0,11.0,21.0,25.0,1.0,7.0,4.0,3.0,,7.0,1.0,,,,,,90.0,46.0,6.6,8.0,1,,,,,2.0,1.0,1.0,,,,1.0,,1.0,2.0,1.0,,,,,,1.0,,,,,,,
12625051,home,Al-Riyadh,Tozé,toze,Tozé,M,20,165.0,386,M,1089231,EUR,726969600,M,20,20,False,27.0,23.0,4.0,3.0,0.0,9.0,11.0,14.0,22.0,1.0,4.0,1.0,2.0,,1.0,,,,,,,90.0,40.0,6.2,13.0,2,,,6.0,,,,,,2.0,,,,1.0,1.0,1.0,,,,,1.0,1.0,,,,,,,
12625051,home,Al-Riyadh,Ibrahim Bayesh,ibrahim-bayesh,I. Bayesh,M,29,177.0,2466,M,920815,EUR,957139200,M,11,11,False,17.0,12.0,,,0.0,3.0,3.0,9.0,15.0,1.0,5.0,7.0,2.0,2.0,2.0,2.0,,,,,,77.0,37.0,6.9,11.0,1,,,1.0,,4.0,1.0,1.0,,,1.0,3.0,2.0,1.0,,,,,,,2.0,,1.0,,,,,,
