match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_possessionLostCtrl,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_challengeLost,stat_totalContest,stat_wonContest,captain,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,player_sofascoreId,stat_goals,stat_outfielderBlock,stat_goalAssist
11391366,away,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,191204,EUR,791078400,D,21,21,False,15.0,12.0,1.0,,6.0,6.0,3.0,1.0,,,,,68.0,36.0,7.6,0.00253228,2,,,,6.0,10.0,,3.0,5.0,5.0,2.0,2.0,1.0,1.0,,1.0,1.0,9.0,1.0,2.0,,0.1682,0.7311,1.0,,2.0,,,,,,1.0,,,,1.0,,
11391366,away,Nantes,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,814023,EUR,886550400,D,24,24,False,43.0,38.0,5.0,2.0,28.0,29.0,3.0,5.0,,,,,90.0,56.0,7.4,0.0031239,0,,,,10.0,14.0,1.0,2.0,2.0,7.0,,1.0,3.0,2.0,,,2.0,5.0,,,,,,,1.0,,,,,,,,,,,,1.0,
11391366,away,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,106496,EUR,559008000,D,4,4,False,40.0,32.0,7.0,2.0,26.0,28.0,7.0,2.0,,,,,90.0,52.0,7.2,0.00768512,0,,,,6.0,12.0,,,2.0,1.0,,1.0,,,,,1.0,8.0,2.0,,,,,,,,,,,,,,,,,,2.0,
11391366,away,Nantes,Nathan Zeze,zeze-nathan,N. Zeze,D,44,190,847,M,1154687,EUR,1119052800,D,44,44,False,37.0,30.0,4.0,3.0,25.0,29.0,4.0,3.0,,,,,90.0,50.0,7.3,0.00162022,0,,Nathan Zeze,,5.0,9.0,,,,3.0,,1.0,3.0,2.0,,1.0,,9.0,,,,,,1.0,,,,,,,,,,,,,,
11391366,away,Nantes,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,886286,EUR,915753600,D,3,3,False,16.0,13.0,2.0,2.0,8.0,9.0,2.0,1.0,,,,,83.0,46.0,7.1,0.0275669,0,,,,5.0,10.0,1.0,,5.0,7.0,3.0,1.0,6.0,6.0,,1.0,1.0,13.0,,,,,,3.0,,1.0,,,,,,1.0,,,,,,
11391366,away,Nantes,Moussa Sissoko,moussa-sissoko,M. Sissoko,M,17,187,1081,M,27014,EUR,619228800,M,17,17,False,26.0,23.0,3.0,2.0,18.0,18.0,3.0,8.0,,,,,90.0,35.0,6.8,0.0115528,0,,,,6.0,9.0,,,1.0,1.0,1.0,1.0,1.0,,,1.0,,5.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,,
11391366,away,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,809034,EUR,853113600,M,6,6,False,38.0,34.0,4.0,3.0,23.0,24.0,1.0,7.0,,,,,74.0,48.0,6.8,0.0170832,0,,,,11.0,14.0,1.0,,7.0,5.0,1.0,1.0,4.0,1.0,,,1.0,6.0,5.0,,,,,,,,,,,,,,,,,,,
11391366,away,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,799216,EUR,864345600,M,5,5,False,50.0,42.0,8.0,5.0,21.0,22.0,1.0,5.0,,,,,90.0,69.0,6.9,0.0911502,0,,,,23.0,36.0,,1.0,4.0,3.0,,1.0,2.0,1.0,,2.0,,18.0,1.0,,,,,8.0,3.0,,,True,1.0,2.0,,,,,,,,
11391366,away,Nantes,Mostafa Mohamed,mostafa-mohamed,M. Mohamed,F,31,185,32494,M,873551,EUR,880675200,F,31,31,False,11.0,7.0,1.0,,3.0,4.0,,1.0,,,,,45.0,17.0,6.7,0.0251768,1,,,,4.0,7.0,,1.0,2.0,2.0,1.0,,,,,1.0,1.0,8.0,,1.0,,0.0331,0.0784,,,1.0,,,2.0,,,,,,mostafamohamed11,,,
11391366,away,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,330051,EUR,805507200,F,27,27,False,12.0,10.0,1.0,,2.0,2.0,,2.0,,,,,68.0,29.0,6.8,0.0364966,3,,,,9.0,13.0,,1.0,5.0,4.0,1.0,,1.0,,,3.0,1.0,10.0,1.0,2.0,,0.1963,0.6991,3.0,1.0,3.0,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0
11391366,away,Nantes,Tino Kadewere,tino-kadewere,T. Kadewere,M,9,180,935,M,810535,EUR,820800000,F,15,15,True,19.0,13.0,1.0,1.0,6.0,6.0,1.0,4.0,,,,,45.0,29.0,7.0,0.0169884,0,,,,7.0,13.0,4.0,4.0,5.0,7.0,1.0,3.0,1.0,,,2.0,1.0,9.0,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,
11391366,away,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,785418,EUR,835574400,F,11,11,True,3.0,3.0,,,1.0,1.0,1.0,,,,,,22.0,12.0,6.6,0.00042608,0,,,,2.0,2.0,,,1.0,1.0,,,1.0,1.0,,1.0,,4.0,,,,,,,,1.0,,,,,,,,,,,,
11391366,away,Nantes,Bénie Traoré,benie-traore,B. Traore,M,11,172,1378,M,1099792,EUR,1038614400,F,77,77,True,2.0,1.0,,,,,,,,,,,22.0,5.0,6.4,0.0167333,0,,Benie Traore,,1.0,2.0,1.0,1.0,3.0,2.0,,,,,,1.0,1.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,
11391366,away,Nantes,Samuel Moutoussamy,moutoussamy-samuel,S. Moutoussamy,M,92,178,6604,M,892624,EUR,839808000,M,8,8,True,5.0,5.0,,,2.0,2.0,,,,,,,16.0,9.0,6.6,0.00163287,1,,Samuel,Moutoussamy,3.0,3.0,1.0,,3.0,1.0,,,1.0,,,,,1.0,,1.0,,0.0487,0.2903,,1.0,1.0,,,,,,,,,,,,
11391366,away,Nantes,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,845930,EUR,868665600,D,2,2,True,5.0,2.0,3.0,1.0,2.0,2.0,,1.0,,,,,14.0,10.0,6.5,0.0003037,0,,,,,3.0,,,1.0,,,1.0,,,,,,4.0,,,,,,,1.0,,,,,,,,,,,,,
11391366,away,Nantes,Rémy Descamps,remy-descamps,R. Descamps,G,40,194,488,M,788180,EUR,835660800,G,16,16,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391366,away,Nantes,Hugo Boutsingkham,hugo-boutsingkham,H. Boutsingkham,D,23,172,72,M,1405999,EUR,1043020800,D,71,71,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391366,away,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,234230,EUR,690508800,M,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391366,away,Nantes,Matthis Abline,abline-matthis,M. Abline,F,10,182,1315,M,999070,EUR,1048809600,F,39,39,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
