match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_keyPass,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_dispossessed,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_shotOffTarget,stat_goals,player_sofascoreId,stat_hitWoodwork
12448387,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182,179,M,856636,EUR,967852800,G,1,1,False,39.0,26.0,22.0,10.0,0.0,18.0,23.0,8.0,16.0,12.0,1.0,2.0,3.0,90.0,49.0,6.9,13.0,0.0160122,0,-0.0756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448387,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181,189,M,803021,EUR,903830400,D,2,2,False,39.0,33.0,1.0,1.0,0.0,16.0,18.0,17.0,21.0,3.0,,,,79.0,57.0,6.8,7.0,0.0153714,0,,3.0,4.0,6.0,1.0,1.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
12448387,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191,126,M,927155,EUR,922060800,D,28,28,False,60.0,51.0,6.0,,0.0,27.0,31.0,24.0,29.0,5.0,,,,45.0,72.0,7.1,10.0,0.0249004,0,,1.0,2.0,4.0,1.0,,1.0,1.0,3.0,6.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
12448387,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187,281,M,1005693,EUR,1045612800,D,4,4,False,77.0,71.0,8.0,3.0,0.0,36.0,39.0,36.0,39.0,3.0,,,,90.0,87.0,6.7,7.0,0.0754953,0,,2.0,2.0,2.0,,,1.0,,1.0,5.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
12448387,home,PEC Zwolle,Damian van der Haar,Damian van der Haar,,damian-van-der-haar,D. v. d. Haar,D,33,183,49,M,1172732,EUR,1074211200,D,33,33,False,35.0,31.0,3.0,1.0,0.0,12.0,13.0,19.0,24.0,5.0,,,,65.0,47.0,6.3,8.0,0.0331952,0,,,2.0,1.0,1.0,,,,,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12448387,home,PEC Zwolle,Anouar El Azzouzi,,,anouar-el-azzouzi,A. E. Azzouzi,M,8,181,517,M,1021104,EUR,991094400,M,6,6,False,77.0,70.0,1.0,1.0,0.0,41.0,41.0,29.0,39.0,6.0,,,,90.0,87.0,6.8,11.0,0.0251377,0,,4.0,7.0,3.0,,,,,3.0,5.0,,1.0,3.0,,2.0,,,,1.0,,,,,,,,,,,,,
12448387,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180,239,M,235538,EUR,772070400,M,7,7,False,39.0,32.0,3.0,2.0,0.0,10.0,11.0,23.0,36.0,1.0,,,,90.0,73.0,6.6,20.0,0.127554,5,,,7.0,4.0,6.0,,1.0,1.0,,1.0,,1.0,8.0,1.0,1.0,,2.0,,2.0,True,1.0,3.0,1.0,2.0,3.0,0.4698,0.5545,,,,,
12448387,home,PEC Zwolle,Jamiro Monteiro,Jamiro,Monteiro,monteiro-jamiro,J. Monteiro,M,35,175,308,M,815080,EUR,754444800,M,35,35,False,55.0,49.0,1.0,1.0,0.0,18.0,20.0,31.0,37.0,6.0,,,,90.0,78.0,7.2,15.0,0.34449,1,,,4.0,3.0,,,3.0,,,1.0,2.0,2.0,2.0,,1.0,,5.0,,2.0,,1.0,,,,,0.0515,,1.0,1.0,,,
12448387,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185,272,M,1001468,EUR,949622400,M,10,10,False,38.0,34.0,3.0,2.0,0.0,16.0,16.0,18.0,23.0,4.0,,,,66.0,53.0,6.7,9.0,0.279903,2,,,5.0,2.0,1.0,,,,1.0,1.0,2.0,,1.0,,2.0,,2.0,1.0,1.0,,1.0,,,1.0,,0.0558,0.0347,,1.0,,,
12448387,home,PEC Zwolle,Filip Krastev,,,filip-krastev,F. Krastev,M,10,178,1203,M,935556,EUR,1003104000,M,50,50,False,22.0,18.0,,,0.0,4.0,4.0,14.0,18.0,1.0,,,,45.0,28.0,6.7,8.0,0.140319,0,,1.0,4.0,3.0,2.0,,1.0,1.0,2.0,,,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,
