match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_totalOffside,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_dispossessed,captain,stat_keyPass,player_sofascoreId,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_goals
10385480,home,Leicester City,Danny Ward,danny-ward,D. Ward,G,21,191,698,M,197428,EUR,740707200,G,1,1,False,25.0,13.0,16.0,5.0,10.0,13.0,3.0,12.0,1.0,4.0,1.0,1.0,1.0,90.0,30.0,6.5,12.0,0.0,0.0,0.00036497,0,0.2489,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385480,home,Leicester City,Timothy Castagne,timothy-castagne,T. Castagne,D,21,185,2321,M,329417,EUR,818121600,D,27,27,False,18.0,14.0,2.0,,4.0,6.0,10.0,13.0,2.0,1.0,,,,85.0,38.0,6.5,6.0,0.0,0.0,0.00636141,0,,1.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10385480,home,Leicester City,Harry Souttar,harry-souttar,H. Souttar,D,15,198,591,M,808680,EUR,909014400,D,15,15,False,40.0,28.0,7.0,1.0,20.0,24.0,8.0,16.0,2.0,7.0,1.0,,,90.0,47.0,6.5,12.0,0.0,0.0,0.0323735,0,,,,1.0,1.0,1.0,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,
10385480,home,Leicester City,Wout Faes,wout-faes,W. Faes,D,25,185,1743,M,361696,EUR,891561600,D,3,3,False,52.0,43.0,4.0,1.0,36.0,42.0,7.0,10.0,5.0,9.0,2.0,,,90.0,61.0,6.7,9.0,0.0,0.0,0.00225368,0,,,,2.0,2.0,1.0,,,4.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,
10385480,home,Leicester City,Victor Kristiansen,kristiansen-victor,V. Kristiansen,D,16,181,1305,M,1092409,EUR,1039996800,D,16,16,False,34.0,24.0,7.0,2.0,15.0,22.0,9.0,12.0,10.0,8.0,3.0,,,90.0,68.0,6.6,21.0,0.0,0.0,0.00722948,0,,,1.0,3.0,7.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,,,,,3.0,1.0,1.0,,,,,,,,,,
10385480,home,Leicester City,Dennis Praet,dennis-praet,D. Praet,M,8,181,725,M,135647,EUR,768873600,M,26,26,False,28.0,19.0,2.0,,10.0,12.0,9.0,17.0,2.0,6.0,,,,77.0,38.0,6.7,11.0,0.0,0.0,0.00403871,0,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
10385480,home,Leicester City,Wilfred Ndidi,wilfred-ndidi,W. Ndidi,M,4,186,9690,M,787885,EUR,850694400,M,25,25,False,16.0,13.0,1.0,,5.0,7.0,8.0,9.0,6.0,5.0,1.0,,,77.0,27.0,7.0,3.0,0.0,0.0,0.00511194,0,,,,1.0,3.0,2.0,1.0,1.0,1.0,,,1.0,,,,2.0,3.0,2.0,,True,1.0,,,,,,,,
10385480,home,Leicester City,Kiernan Dewsbury-Hall,dewsbury-hall-kiernan,K. Dewsbury-Hall,M,22,178,10632,M,861970,EUR,905040000,M,22,22,False,24.0,15.0,4.0,1.0,7.0,9.0,9.0,20.0,8.0,5.0,,,,90.0,43.0,7.3,15.0,0.0219,0.0,0.236081,1,,5.0,1.0,1.0,3.0,,3.0,3.0,1.0,,1.0,2.0,,,,1.0,4.0,4.0,,,,kdh_8,1.0,1.0,,,,,
10385480,home,Leicester City,Tetê,tete,Tetê,F,21,175,3978,M,980327,EUR,950572800,F,37,37,False,8.0,5.0,1.0,,2.0,4.0,3.0,4.0,1.0,4.0,1.0,,,62.0,20.0,6.3,9.0,0.0,0.0,0.00273106,0,,,1.0,,4.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,Tete,,,,,,,
10385480,home,Leicester City,Kelechi Iheanacho,kelechi-iheanacho,K. Iheanacho,F,17,184,4861,M,359642,EUR,844300800,F,14,14,False,12.0,7.0,3.0,,1.0,2.0,6.0,10.0,3.0,1.0,,,,62.0,28.0,6.2,14.0,0.0,0.0,0.00540177,0,,,3.0,1.0,9.0,,3.0,2.0,,,4.0,1.0,,,2.0,,,,4.0,,,kelechi72,,,,,,,
10385480,home,Leicester City,Harvey Barnes,harvey-barnes,H. Barnes,F,11,181,5550,M,855647,EUR,881625600,F,7,7,False,24.0,13.0,1.0,,3.0,7.0,11.0,19.0,5.0,4.0,,,,90.0,40.0,6.5,16.0,0.0,0.0,0.0356759,0,,2.0,3.0,3.0,7.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,2.0,,,,1.0,,,,,,
10385480,home,Leicester City,Youri Tielemans,youri-tielemans,Y. Tielemans,M,8,177,9789,M,331737,EUR,862963200,M,8,8,True,16.0,11.0,2.0,2.0,3.0,4.0,8.0,12.0,1.0,2.0,,,,28.0,20.0,6.4,7.0,0.0,0.0,0.00443509,0,,,2.0,,5.0,,1.0,1.0,,,1.0,2.0,,,,,,,1.0,,,youritielemans,,,,,,,
10385480,home,Leicester City,Jamie Vardy,jamie-vardy,J. Vardy,F,10,178,23077,M,173827,EUR,537321600,F,9,9,True,4.0,2.0,,,1.0,2.0,1.0,2.0,2.0,,,,,28.0,8.0,6.6,3.0,0.0,0.0,0.00387478,0,,,3.0,2.0,3.0,,,,1.0,,1.0,,,,,,,,,,,Vardy7,,,,,,,
