match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_interceptionWon,stat_goalAssist,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,stat_goals
11391256,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,43.0,38.0,5.0,1.0,38.0,40.0,3.0,13.0,2.0,1.0,3.0,90.0,55.0,7.3,5.0,7.81e-05,0,0.1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391256,home,Nice,Antoine Mendy,mendy-antoine,A. Mendy,D,5,186,6281,M,,1120615,EUR,1085529600,D,33,33,False,36.0,31.0,1.0,1.0,24.0,24.0,12.0,2.0,,,,59.0,48.0,6.8,7.0,0.0130888,0,,7.0,2.0,2.0,4.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391256,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,104.0,96.0,8.0,2.0,70.0,71.0,33.0,6.0,,,,90.0,109.0,6.9,9.0,0.0177766,0,,26.0,1.0,1.0,4.0,,,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11391256,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,110.0,100.0,5.0,3.0,73.0,78.0,34.0,4.0,,,,90.0,116.0,7.1,12.0,0.0101696,0,,27.0,2.0,6.0,5.0,,,,,2.0,,3.0,,,True,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11391256,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,41.0,35.0,5.0,2.0,17.0,19.0,25.0,6.0,,,,90.0,63.0,7.1,15.0,0.0162697,1,,18.0,3.0,7.0,3.0,3.0,1.0,,3.0,,3.0,1.0,,,,3.0,2.0,1.0,,1.0,1.0,0.0399,0.0346,1.0,,,,,,,,,,
11391256,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,,250133,EUR,777168000,M,11,11,False,22.0,20.0,2.0,2.0,7.0,7.0,19.0,2.0,,,,75.0,41.0,6.8,12.0,0.0921074,4,,13.0,,8.0,1.0,1.0,4.0,1.0,,,1.0,,,,,4.0,2.0,,,,,0.2897,,3.0,2.0,3.0,1.0,,,,,,,
11391256,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,,804472,EUR,852595200,M,8,8,False,37.0,34.0,1.0,,19.0,19.0,18.0,,,,,75.0,44.0,7.1,4.0,0.208649,0,,15.0,,2.0,2.0,,,,2.0,,1.0,1.0,,,,,2.0,,,2.0,,,,1.0,,,,1.0,1.0,,,,,
11391256,home,Nice,Khéphren Thuram,khephren-thuram,K. Thuram,M,19,191,11655,M,k_thuram,904832,EUR,985564800,M,19,19,False,49.0,44.0,2.0,2.0,25.0,27.0,23.0,2.0,,,,90.0,62.0,7.2,9.0,0.156401,2,,20.0,3.0,5.0,6.0,1.0,2.0,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,2.0,,0.5878,,1.0,1.0,2.0,,1.0,,1.0,1.0,1.0,1.0,
11391256,home,Nice,Mohamed-Ali Cho,mohamed-ali-cho,M. Cho,F,25,182,1757,M,,1063235,EUR,1074470400,F,25,25,False,21.0,19.0,,,10.0,11.0,11.0,6.0,,,,82.0,35.0,6.9,8.0,0.288183,2,,9.0,,9.0,2.0,2.0,5.0,2.0,,,,1.0,,,,1.0,2.0,,,,1.0,0.0958,0.145,2.0,1.0,,1.0,1.0,,,,,,
11391256,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,,894396,EUR,927590400,F,9,9,False,7.0,7.0,,,2.0,2.0,5.0,,,,,60.0,13.0,6.1,3.0,0.00286276,2,,5.0,1.0,3.0,2.0,,,,,,2.0,1.0,,,,,1.0,,,1.0,2.0,0.5424,0.4069,1.0,1.0,,,,,,,2.0,,
