match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_outfielderBlock,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,player_firstName,player_lastName,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_errorLeadToAShot,stat_errorLeadToAGoal,stat_clearanceOffLine
12694089,home,Brighton & Hove Albion,Bart Verbruggen,bart-verbruggen,B. Verbruggen,G,1,193.0,4215,M,994363,EUR,1029628800,G,1,1,False,44.0,34.0,12.0,3.0,0.0,33.0,36.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,3.0,90.0,54.0,7.5,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12694089,home,Brighton & Hove Albion,Tariq Lamptey,lamptey-tariq,T. Lamptey,D,48,165.0,4014,M,914691,EUR,970272000,D,2,2,False,24.0,18.0,3.0,1.0,0.0,12.0,15.0,6.0,11.0,,9.0,,6.0,,,80.0,43.0,6.7,11.0,1,TariqLamptey,2.0,1.0,6.0,3.0,2.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12694089,home,Brighton & Hove Albion,Adam Webster,adam-webster,A. Webster,D,4,191.0,499,M,216308,EUR,789177600,D,4,4,False,61.0,57.0,4.0,2.0,0.0,36.0,38.0,21.0,23.0,,3.0,2.0,6.0,,,90.0,73.0,8.2,5.0,1,,,,2.0,2.0,,,,1.0,2.0,1.0,1.0,,True,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
12694089,home,Brighton & Hove Albion,Igor Júlio,igor-julio,I. Júlio,D,3,185.0,1332,M,842513,EUR,886809600,D,3,3,False,68.0,61.0,7.0,6.0,0.0,41.0,46.0,20.0,22.0,,1.0,2.0,8.0,,,90.0,75.0,7.4,8.0,0,,,1.0,4.0,2.0,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12694089,home,Brighton & Hove Albion,Imari Samuels,samuels-imari,I. Samuels,D,12,187.0,97,M,1008114,EUR,1044403200,D,47,47,False,20.0,18.0,1.0,1.0,0.0,9.0,9.0,9.0,11.0,,3.0,4.0,2.0,,,71.0,39.0,6.6,8.0,0,,,1.0,5.0,,1.0,4.0,1.0,,1.0,,1.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,
12694089,home,Brighton & Hove Albion,Matt O'Riley,matt-oriley,M. O'Riley,M,33,187.0,5031,M,891829,EUR,974764800,M,25,25,False,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,1.0,,,,,9.0,3.0,6.6,,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12694089,home,Brighton & Hove Albion,Carlos Baleba,baleba-carlos,C. Baleba,M,17,179.0,26183,M,1199043,EUR,1073088000,M,20,20,False,31.0,26.0,2.0,,1.0,12.0,12.0,14.0,19.0,1.0,13.0,1.0,5.0,,,90.0,55.0,8.1,8.0,0,carlos_baleba,,,6.0,2.0,1.0,2.0,2.0,,6.0,3.0,4.0,3.0,,,3.0,2.0,3.0,,1.0,,,,,,,,,,,,,
12694089,home,Brighton & Hove Albion,Yasin Ayari,yasin-ayari,Y. Ayari,M,26,172.0,2679,M,1036269,EUR,1065398400,M,26,26,False,28.0,22.0,,,0.0,12.0,12.0,10.0,18.0,2.0,6.0,2.0,6.0,,,90.0,45.0,7.0,13.0,0,,2.0,2.0,7.0,2.0,,1.0,,,3.0,3.0,1.0,3.0,,,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,
12694089,home,Brighton & Hove Albion,Jeremy Sarmiento,jeremy-sarmiento,J. Sarmiento,M,45,178.0,5123,M,983816,EUR,1024185600,F,16,16,False,13.0,11.0,,,0.0,5.0,5.0,6.0,11.0,,5.0,,6.0,,,79.0,36.0,7.5,13.0,3,jeremysarm7ento,3.0,1.0,9.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,,1.0,,3.0,2.0,,1.0,,1.0,,,,,,,,,,,
12694089,home,Brighton & Hove Albion,Julio Enciso,julio-enciso,J. Enciso,M,19,173.0,12987,M,973556,EUR,1074816000,F,10,10,False,22.0,13.0,1.0,,1.0,5.0,7.0,10.0,18.0,,7.0,,3.0,,,72.0,45.0,7.5,13.0,7,julioenciso.33,3.0,1.0,5.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,,,,,,3.0,,1.0,1.0,1.0,,,2.0,3.0,3.0,,,,,,
