match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_wasFouled,stat_challengeLost,stat_wonTackle,captain,stat_fouls,player_firstName,player_lastName,player_sofascoreId,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_outfielderBlock
12763972,home,Atalanta,Charles De Ketelaere,charles-de-ketelaere,C. De Ketelaere,F,17,192,14750,M,960441,EUR,984182400,F,17,17,True,13.0,9.0,,,0.0,1.0,2.0,9.0,13.0,2.0,3.0,,,,,,,,31.0,22.0,6.9,9.0,0.0629138,1,,2.0,1.0,1.0,3.0,1.0,,,1.0,1.0,1.0,0.0419,0.0262,2.0,1.0,,,,1.0,,,,,cdk,,,,1.0,,
12763972,home,Atalanta,Juan Cuadrado,juan-cuadrado,J. Cuadrado,M,11,179,11258,M,47743,EUR,580608000,M,7,7,True,13.0,10.0,1.0,1.0,0.0,1.0,1.0,9.0,12.0,1.0,5.0,,1.0,1.0,,,,,21.0,20.0,7.1,3.0,0.0255336,0,,,,,,1.0,1.0,,,2.0,,,,,,,1.0,,1.0,,,,,cuadrado,,,,,,
12763972,home,Atalanta,Matteo Ruggeri,matteo-ruggeri,M. Ruggeri,M,3,187,2530,M,965011,EUR,1026345600,M,22,22,True,16.0,13.0,2.0,2.0,0.0,6.0,6.0,8.0,12.0,,,,,1.0,,,,,12.0,20.0,6.8,4.0,0.123704,1,,2.0,1.0,1.0,1.0,,,,,,,0.0059,,1.0,,1.0,,,,,,,,,,,,,,
12763972,home,Atalanta,Nicolò Zaniolo,nicolo-zaniolo,N. Zaniolo,F,10,189,9108,M,864898,EUR,930873600,F,10,10,True,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,,,,,,12.0,4.0,6.6,1.0,0.00170458,0,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,1.0,,,nicolozaniolo,,,,,,
12763972,home,Atalanta,Rui Patrício,rui-patricio,R. Patrício,G,,190,3177,M,17737,EUR,571881600,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,rpatricio1,,,,,,
12763972,home,Atalanta,Francesco Rossi,francesco-rossi,F. Rossi,G,31,193,302,M,80074,EUR,672710400,G,31,31,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,home,Atalanta,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,617,M,754698,EUR,884822400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,home,Atalanta,Tommaso Del Lungo,del-lungo-tommaso,T. D. Lungo,D,57,186,79,M,1143585,EUR,1069372800,D,49,49,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,home,Atalanta,Marco Palestra,palestra-marco,M. Palestra,M,2,186,2270,M,1397736,EUR,1109808000,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,home,Atalanta,Alberto Manzoni,alberto-manzoni,A. Manzoni,M,7,178,136,M,1492462,EUR,1119657600,M,46,46,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,home,Atalanta,Vanja Vlahović,vanja-vlahovic,V. Vlahović,F,99,184,884,M,1089098,EUR,1080000000,F,48,48,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,away,Celtic,Kasper Schmeichel,kasper-schmeichel,K. Schmeichel,G,1,189,3870,M,1076,EUR,531532800,G,1,1,False,42.0,30.0,22.0,10.0,0.0,26.0,32.0,4.0,10.0,,,1.0,,12.0,6.0,1.0,,,90.0,56.0,8.5,12.0,0.00339163,0,1.0662,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
12763972,away,Celtic,Alistair Johnston,alistair-johnston,A. Johnston,D,2,180,903,M,984419,EUR,907804800,D,2,2,False,31.0,24.0,2.0,1.0,0.0,15.0,19.0,9.0,12.0,1.0,7.0,3.0,,4.0,,,,,90.0,53.0,6.9,11.0,0.00358581,0,,,,1.0,5.0,1.0,,,,4.0,2.0,,,,1.0,,2.0,1.0,3.0,,1.0,,,,,,,,,
12763972,away,Celtic,Auston Trusty,auston-trusty,A. Trusty,D,6,188,826,M,822459,EUR,902880000,D,6,6,False,39.0,36.0,3.0,1.0,0.0,29.0,30.0,7.0,9.0,1.0,3.0,14.0,,6.0,,,,,90.0,57.0,7.3,3.0,0.00187544,0,,,,5.0,7.0,,,,,2.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0
12763972,away,Celtic,Liam Scales,scales-liam,L. Scales,D,5,193,587,M,847990,EUR,902534400,D,5,5,False,37.0,34.0,2.0,,0.0,25.0,26.0,9.0,11.0,5.0,6.0,9.0,1.0,3.0,,,,,90.0,55.0,7.3,5.0,0.00194275,0,,,,2.0,3.0,,,,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,1.0
12763972,away,Celtic,Álex Valle,valle-alex,Á. Valle,D,3,178,6524,M,1142238,EUR,1082851200,D,11,11,False,37.0,29.0,6.0,3.0,0.0,11.0,14.0,18.0,24.0,1.0,2.0,7.0,,,,,,,90.0,56.0,7.1,11.0,0.0629291,1,,1.0,,4.0,7.0,1.0,,,1.0,1.0,1.0,0.0187,0.0782,2.0,,,,2.0,1.0,,,,,alexxv_5,,,,,,
12763972,away,Celtic,Arne Engels,engels-arne,A. Engels,M,27,185,1612,M,1001867,EUR,1062979200,M,27,27,False,19.0,15.0,1.0,,0.0,8.0,8.0,8.0,15.0,1.0,2.0,2.0,,3.0,,,,,75.0,31.0,6.7,9.0,0.013366,1,,4.0,1.0,,5.0,,,,1.0,1.0,,0.0335,0.0706,1.0,2.0,,,2.0,1.0,,1.0,,,,,,,,,
12763972,away,Celtic,Callum McGregor,callum-mcgregor,C. McGregor,M,42,178,978,M,97046,EUR,740016000,M,42,42,False,37.0,32.0,2.0,1.0,0.0,18.0,20.0,14.0,17.0,2.0,3.0,4.0,3.0,4.0,,,,,90.0,50.0,6.8,7.0,0.00705817,0,,,,,3.0,2.0,1.0,,,,1.0,,,,,,1.0,1.0,,True,1.0,,,,,,,,,
12763972,away,Celtic,Reo Hatate,reo-hatate,R. Hatate,M,41,172,2324,M,891153,EUR,880070400,M,41,41,False,28.0,20.0,4.0,1.0,0.0,12.0,14.0,8.0,15.0,,5.0,3.0,1.0,3.0,,,,,68.0,42.0,6.8,12.0,0.0138569,0,,1.0,,1.0,5.0,1.0,,,,5.0,2.0,,,,,,,2.0,4.0,,1.0,,,,,,,,,
12763972,away,Celtic,Nicolas-Gerrit Kühn,nicolas-gerrit-kuhn,N. Kühn,F,19,174,2316,M,877835,EUR,946684800,F,10,10,False,17.0,13.0,1.0,,0.0,5.0,8.0,8.0,11.0,,7.0,,,6.0,,,,,81.0,41.0,6.6,16.0,0.0119225,0,,2.0,,4.0,10.0,6.0,3.0,,,4.0,6.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,
12763972,away,Celtic,Adam Idah,adam-idah,A. Idah,F,9,190,1404,M,879850,EUR,981849600,F,9,9,False,19.0,14.0,2.0,1.0,0.0,10.0,13.0,4.0,6.0,2.0,3.0,1.0,,,,,,,68.0,28.0,6.6,10.0,0.00136866,1,,,,1.0,2.0,,,,,1.0,4.0,0.0454,,,1.0,1.0,,,,,,,,,,,,,,
12763972,away,Celtic,Daizen Maeda,daizen-maeda,D. Maeda,F,38,173,4126,M,832420,EUR,877305600,F,38,38,False,7.0,4.0,,,0.0,1.0,2.0,3.0,6.0,,1.0,,,1.0,,,,,74.0,21.0,6.4,10.0,0.00299353,0,,1.0,,2.0,7.0,3.0,1.0,,,,2.0,,,,1.0,,,,,,2.0,,,,,,,,,1.0
12763972,away,Celtic,Paulo Bernardo,paulo-bernardo,P. Bernardo,M,28,180,1001,M,983554,EUR,1011830400,M,28,28,True,8.0,5.0,,,0.0,1.0,2.0,4.0,6.0,,3.0,2.0,1.0,1.0,,,,,22.0,18.0,6.9,3.0,0.00190727,0,,,,1.0,1.0,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1.0
12763972,away,Celtic,Kyogo Furuhashi,furuhashi-kyogo,K. Furuhashi,F,9,170,4163,M,877766,EUR,790560000,F,8,8,True,6.0,4.0,1.0,,0.0,2.0,2.0,2.0,4.0,,,1.0,,,,,,,22.0,12.0,6.5,4.0,0.00095223,1,,,,,1.0,,,,,,1.0,0.158,,,1.0,1.0,,,,,,,,Kyogo_Furuhashi,,,,1.0,,
12763972,away,Celtic,Luis Palma,luis-palma,L. Palma,M,77,179,4123,M,905421,EUR,948067200,F,7,7,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,16.0,5.0,6.3,2.0,9.8e-07,0,,,,,4.0,1.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,
12763972,away,Celtic,Luke McCowan,mccowan-luke,L. McCowan,M,14,177,285,M,926363,EUR,881625600,M,14,14,True,4.0,2.0,,,0.0,1.0,1.0,1.0,3.0,,,1.0,,1.0,,,,,15.0,5.0,6.5,2.0,0.00046307,0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,away,Celtic,James Forrest,james-forrest,J. Forrest,M,49,170,456,M,91744,EUR,678844800,M,49,49,True,,,,,0.0,,,,,,,,,,,,,,9.0,1.0,6.6,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,away,Celtic,Viljami Sinisalo,viljami-sinisalo,V. Sinisalo,G,12,190,349,M,995654,EUR,1002758400,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,away,Celtic,Scott Bain,scott-bain,S. Bain,G,19,183,100,M,96493,EUR,690768000,G,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,away,Celtic,Maik Nawrocki,maik-nawrocki,M. Nawrocki,D,6,190,836,M,984183,EUR,981504000,D,17,17,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,away,Celtic,Anthony Ralston,anthony-ralston,A. Ralston,D,56,178,375,M,840227,EUR,911174400,D,56,56,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,away,Celtic,Stephen Welsh,welsh-stephen,S. Welsh,D,57,180,174,M,862953,EUR,948240000,D,57,57,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12763972,away,Celtic,Yang Hyun-Jun,yang-hyun-jun,Y. Hyun-Jun,F,13,179,1487,M,1103531,EUR,1022284800,F,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Yang Hyun-Jun,,,,,,,,
