match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_errorLeadToAShot,stat_fouls,stat_aerialLost,stat_totalContest,stat_wonContest,captain,player_firstName,player_lastName,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_goalAssist
11451135,home,MKE Ankaragücü,Garry Rodrigues,garry-rodrigues,G. Rodrigues,M,10,173,946,M,787429,EUR,659664000,F,11,11,True,9.0,6.0,,,1.0,1.0,5.0,9.0,4.0,,,,,,,,,19.0,16.0,7.0,4.0,0.0251,0.0,0.0157167,1,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,3.0,3.0,,,,,,,,
11451135,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182,56,M,320905,EUR,738979200,D,5,5,True,4.0,3.0,1.0,,2.0,3.0,2.0,2.0,,,,,,,,,,10.0,9.0,6.6,2.0,0.0,0.0,0.0398762,0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
11451135,home,MKE Ankaragücü,Riad Bajić,riad-bajic,R. Bajić,F,11,189,335,M,331751,EUR,768182400,F,9,9,True,2.0,1.0,,,,,1.0,2.0,2.0,,,,,,,,,9.0,4.0,6.8,1.0,0.0201,0.0161,0.00092613,1,,,,1.0,2.0,,,,,,,1.0,,,,,,,2.0,,,,,,,1.0,,,
11451135,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190,97,M,807289,EUR,821750400,G,99,99,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,home,MKE Ankaragücü,Hayrullah Bilazer,hayrullah-bilazer,H. Bilazer,D,77,170,27,M,852161,EUR,800928000,D,77,77,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,home,MKE Ankaragücü,Atakan Çankaya,atakan-cankaya,A. Çankaya,D,35,180,44,M,1066338,EUR,898732800,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,Atakan Cankaya,,,,,,
11451135,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170,130,M,182385,EUR,724809600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,home,MKE Ankaragücü,Anastasios Chatzigiovanis,anastasios-chatzigiovanis,A. Chatzigiovanis,M,10,175,405,M,850770,EUR,865036800,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,home,MKE Ankaragücü,Ali Kaan Güneren,ali-kaan-guneren,A. K. Güneren,M,23,183,28,M,867848,EUR,955152000,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,away,Fenerbahçe,İrfan Can Eğribayat,irfan-can-egribayat,İ. C. Eğribayat,G,71,193,1983,M,594618,EUR,891216000,G,70,70,False,31.0,25.0,16.0,10.0,20.0,21.0,5.0,10.0,,,8.0,,1.0,2.0,,1.0,1.0,90.0,38.0,7.4,7.0,0.0,0.0,0.00131276,0,0.2813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,away,Fenerbahçe,Bright Osayi-Samuel,bright-osayi-samuel,B. Osayi-Samuel,D,26,175,5509,M,791616,EUR,883526400,D,21,21,False,27.0,23.0,2.0,,18.0,19.0,5.0,8.0,7.0,3.0,6.0,5.0,,,,,,90.0,49.0,8.0,6.0,0.0614,0.7738,0.00201111,1,,,,,3.0,,1.0,,,3.0,,,,,,,,2.0,,2.0,2.0,,,,,1.0,1.0,,
11451135,away,Fenerbahçe,Rodrigo Becão,rodrigo-becao,R. Becão,D,50,191,1867,M,880207,EUR,822009600,D,50,50,False,49.0,42.0,7.0,1.0,41.0,42.0,1.0,7.0,3.0,6.0,4.0,,,,,,,90.0,62.0,7.5,8.0,0.0,0.0,0.00065564,0,,,,2.0,1.0,,,,,,1.0,1.0,,,,4.0,,1.0,,,,,,,,,,,
11451135,away,Fenerbahçe,Alexander Djiku,alexander-djiku,A. Djiku,D,6,182,4708,M,289977,EUR,776390400,D,6,6,False,49.0,40.0,9.0,7.0,25.0,27.0,15.0,22.0,8.0,5.0,9.0,3.0,,,,,,90.0,62.0,7.7,9.0,0.0,0.0,0.00797126,0,,,,3.0,2.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,alex_djiku,
11451135,away,Fenerbahçe,Jayden Oosterwolde,jayden-oosterwolde,J. Oosterwolde,D,24,189,3123,M,1048324,EUR,988243200,D,24,24,False,54.0,40.0,8.0,4.0,17.0,19.0,24.0,38.0,7.0,4.0,6.0,2.0,,,,,,90.0,79.0,7.7,18.0,0.0,0.0,0.0830304,0,,3.0,1.0,3.0,1.0,,,,1.0,2.0,2.0,,1.0,,,,,1.0,,2.0,2.0,,Jayden Oosterwolde,,,,,,
11451135,away,Fenerbahçe,İsmail Yüksek,ismail-yuksek,İ. Yüksek,M,5,183,3147,M,952600,EUR,917308800,M,5,5,False,40.0,35.0,2.0,1.0,28.0,29.0,7.0,11.0,4.0,6.0,6.0,1.0,,,,,,84.0,58.0,6.0,9.0,0.0,0.0,0.00824788,0,,,,1.0,9.0,4.0,2.0,,,,1.0,1.0,,,,2.0,,2.0,1.0,2.0,1.0,,,,,,,,
11451135,away,Fenerbahçe,Fred,fred,Fred,M,7,169,11619,M,243623,EUR,731289600,M,35,35,False,50.0,41.0,6.0,4.0,20.0,23.0,21.0,27.0,5.0,2.0,8.0,,,,,,,90.0,72.0,6.9,17.0,0.1319,0.0,0.0458562,1,,,,,14.0,6.0,1.0,,,,3.0,2.0,2.0,,1.0,,,1.0,2.0,7.0,3.0,,,,,,,fred08,
11451135,away,Fenerbahçe,İrfan Can Kahveci,irfan-can-kahveci,İ. C. Kahveci,M,71,180,4224,M,226986,EUR,805766400,M,17,17,False,22.0,19.0,2.0,2.0,10.0,11.0,11.0,15.0,3.0,,3.0,,,,,,,68.0,36.0,7.1,10.0,0.0362,0.0,0.600632,1,,4.0,2.0,,3.0,,,1.0,,,3.0,3.0,4.0,,,,,1.0,1.0,1.0,,,,,1.0,,,irfankahveci,
11451135,away,Fenerbahçe,Sebastian Szymański,sebastian-szymanski,S. Szymański,M,17,174,10874,M,847983,EUR,926294400,M,53,53,False,9.0,7.0,,,5.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,,,,,,83.0,22.0,7.0,2.0,0.122,0.0,0.0176838,3,,,,,,,,1.0,1.0,1.0,,2.0,,,2.0,,,,,,,,,,,,,szymanski_11,
11451135,away,Fenerbahçe,Dušan Tadić,dusan-tadic,D. Tadić,F,10,181,12216,M,38560,EUR,595987200,M,10,10,False,26.0,23.0,1.0,,3.0,4.0,24.0,28.0,3.0,,,2.0,,,,,,89.0,46.0,6.7,10.0,0.4743,0.0,0.484266,3,,6.0,4.0,,4.0,,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,,,1.0,1.0,1.0,,,,,1.0,,,dusantadic,
11451135,away,Fenerbahçe,Edin Džeko,edin-dzeko,E. Džeko,F,10,193,23278,M,14990,EUR,511401600,F,9,9,False,23.0,18.0,3.0,2.0,5.0,5.0,13.0,19.0,3.0,,2.0,,,,,,,83.0,39.0,7.3,13.0,0.6545,0.2351,0.104926,5,,1.0,,2.0,8.0,,1.0,1.0,,,3.0,1.0,1.0,1.0,3.0,1.0,,2.0,3.0,3.0,,True,,,1.0,1.0,,EDzeko,1.0
11451135,away,Fenerbahçe,Cengiz Ünder,cengiz-under,C. Ünder,F,11,173,4739,M,758876,EUR,868838400,F,20,20,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,,4.0,,,,,,,22.0,10.0,6.3,5.0,0.0,0.0,0.00499245,0,,,,,2.0,,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,,cengizunder,
11451135,away,Fenerbahçe,Mert Hakan Yandaş,mert-hakan-yandas,M. H. Yandaş,M,8,174,1764,M,856849,EUR,777254400,M,8,8,True,7.0,6.0,1.0,1.0,3.0,3.0,3.0,4.0,1.0,,,,,,,,,14.0,9.0,6.6,2.0,0.0,0.0,0.00142658,0,,,,,1.0,,,,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,
11451135,away,Fenerbahçe,Umut Nayir,mehmet-umut-nayir,U. Nayir,F,18,191,738,M,284767,EUR,741225600,F,22,22,True,4.0,2.0,,,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,,,14.0,8.0,6.5,5.0,0.0,0.0,0.00311944,0,,,,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,
11451135,away,Fenerbahçe,Joshua King,joshua-king,J. King,F,7,180,2230,M,100621,EUR,695433600,F,15,15,True,2.0,1.0,,,,,1.0,2.0,3.0,,1.0,1.0,,,,,,1.0,6.0,,2.0,0.0,0.0,0.00073814,0,,,,,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,
11451135,away,Fenerbahçe,Dominik Livaković,dominik-livakovic,D. Livaković,G,40,186,12815,M,190419,EUR,789609600,G,40,40,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livakovic40,
11451135,away,Fenerbahçe,Serdar Aziz,serdar-aziz,S. Aziz,D,,183,609,M,43528,EUR,656640000,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,away,Fenerbahçe,Mert Müldür,mert-muldur,M. Müldür,D,18,184,2870,M,836683,EUR,923097600,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,away,Fenerbahçe,Bartuğ Elmaz,bartug-elmaz,B. Elmaz,M,6,179,1215,M,997165,EUR,1045612800,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,away,Fenerbahçe,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187,618,M,972410,EUR,842400000,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451135,away,Fenerbahçe,Michy Batshuayi,michy-batshuayi,M. Batshuayi,F,22,185,6844,M,147745,EUR,749520000,F,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,mbatshuayi,
