match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalCross,stat_accurateCross,stat_outfielderBlock,stat_wonTackle,stat_aerialWon,stat_fouls,stat_shotOffTarget,captain,player_sofascoreId,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_goalAssist,stat_bigChanceCreated
10389826,home,Angers,Souleyman Doumbia,,,souleyman-doumbia,S. Doumbia,D,15,175,136,M,366760,EUR,843523200,D,3,3,True,16.0,11.0,1.0,,3.0,6.0,9.0,11.0,1.0,1.0,,,,31.0,22.0,6.5,6.0,0.0,0.0,0.221748,0,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,
10389826,home,Angers,Abdoulaye Bamba,,,abdoulaye-bamba,A. Bamba,D,25,182,172,M,121180,EUR,641001600,D,25,25,True,4.0,3.0,,,2.0,3.0,1.0,1.0,,,,,,20.0,5.0,6.4,2.0,0.0,0.0,5.464e-05,0,,1.0,2.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
10389826,home,Angers,Abdallah Sima,,,abdallah-sima,A.Sima,F,19,188,2455,M,1029018,EUR,992736000,F,19,19,True,8.0,6.0,,,1.0,1.0,5.0,7.0,3.0,1.0,1.0,,,19.0,10.0,6.8,2.0,0.0,0.0,0.0361242,0,,1.0,1.0,,,,,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,
10389826,home,Angers,Jean-Mattéo Bahoya,Jean Bahoya,,jean-matteo-bahoya,J. Bahoya,M,19,180,2309,M,1146148,EUR,1115424000,F,24,24,True,4.0,4.0,,,1.0,1.0,3.0,3.0,2.0,,1.0,,,14.0,7.0,6.7,2.0,0.0,0.0,0.00982831,0,,,,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,
10389826,home,Angers,Halid Šabanović,,,halid-sabanovic,H. Šabanović,D,,182,68,M,928334,EUR,935280000,D,4,4,True,5.0,4.0,1.0,,3.0,4.0,1.0,1.0,,1.0,,,,13.0,6.0,6.7,1.0,0.0502,0.0812,0.0008548,1,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
10389826,home,Angers,Yahia Fofana,,,yahia-fofana,Y. Fofana,G,75,194,3568,M,877977,EUR,966816000,G,30,30,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,yahia.fofana_,,,,,,,,,,
10389826,home,Angers,Ousmane Camara,Ousmane Camara,,ousmane-camara,O. Camara,D,4,197,1730,M,1049538,EUR,1046908800,D,29,29,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389826,home,Angers,Adrien Hunou,,,adrien-hunou,A. Hunou,M,23,176,98,M,283083,EUR,758937600,F,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389826,home,Angers,Waniss Taibi,,,waniss-taibi,W. Taibi,M,26,184,334,M,1002623,EUR,1013040000,M,26,26,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389826,away,Nice,Kasper Schmeichel,,,kasper-schmeichel,K. Schmeichel,G,1,189,3913,M,1076,EUR,531532800,G,1,1,False,32.0,29.0,11.0,8.0,25.0,25.0,4.0,7.0,1.0,7.0,,1.0,5.0,90.0,42.0,7.7,3.0,0.0,0.0,0.00969233,0,0.0272,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,
10389826,away,Nice,Antoine Mendy,,,mendy-antoine,A. Mendy,D,5,186,6281,M,1120615,EUR,1085529600,D,33,33,False,42.0,38.0,,,21.0,24.0,18.0,25.0,8.0,7.0,1.0,,,82.0,71.0,7.3,15.0,0.0197,0.0,0.064653,1,,2.0,5.0,,2.0,,,1.0,,6.0,2.0,2.0,7.0,1.0,,3.0,1.0,1.0,1.0,,,,,,,,,,,,
10389826,away,Nice,Jean-Clair Todibo,,,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,945217,EUR,946512000,D,25,25,False,91.0,86.0,7.0,3.0,53.0,54.0,33.0,37.0,6.0,10.0,,,,90.0,104.0,6.7,5.0,0.0,0.0,0.0150482,0,,1.0,3.0,1.0,,2.0,2.0,3.0,3.0,3.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,1.0,,
10389826,away,Nice,Dante,,,dante,Dante,D,4,188,1257,M,3577,EUR,435283200,D,4,4,False,78.0,71.0,9.0,5.0,49.0,51.0,22.0,27.0,5.0,5.0,1.0,,,90.0,86.0,7.0,7.0,0.0201,0.0,0.0164542,1,,,1.0,,,1.0,1.0,2.0,,,,,,,1.0,,3.0,1.0,1.0,True,,,,,,,,,,,
10389826,away,Nice,Melvin Bard,,,melvin-bard,M. Bard,D,26,173,502,M,906075,EUR,973468800,D,26,26,False,42.0,31.0,1.0,,12.0,15.0,20.0,32.0,7.0,4.0,,,,82.0,72.0,6.4,19.0,0.0,0.0,0.209774,0,,1.0,9.0,4.0,2.0,2.0,1.0,,2.0,4.0,1.0,,5.0,1.0,,3.0,2.0,1.0,,,,,,,,,,,,,
10389826,away,Nice,Aaron Ramsey,,,aaron-ramsey,A. Ramsey,M,10,182,2882,M,23571,EUR,662169600,M,16,16,False,50.0,43.0,3.0,2.0,21.0,24.0,22.0,28.0,3.0,3.0,1.0,,,73.0,63.0,6.6,12.0,0.1471,0.0,0.0413943,2,,3.0,7.0,2.0,,,,2.0,,2.0,3.0,,2.0,,,2.0,,2.0,2.0,,,,,,,,,,,,
10389826,away,Nice,Pablo Rosario,,,pablo-rosario,P. Rosario,M,13,188,1208,M,804472,EUR,852595200,M,8,8,False,39.0,34.0,4.0,4.0,13.0,13.0,21.0,26.0,4.0,7.0,1.0,,,73.0,50.0,6.9,6.0,0.0,0.0,0.0174207,0,,2.0,4.0,1.0,,,,2.0,1.0,3.0,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,
10389826,away,Nice,Khéphren Thuram,,,khephren-thuram,K. Thuram,M,19,191,11655,M,904832,EUR,985564800,M,19,19,False,49.0,42.0,1.0,1.0,12.0,12.0,30.0,39.0,6.0,4.0,1.0,,,90.0,68.0,7.7,10.0,0.0,0.0,0.217312,0,,,2.0,,,3.0,2.0,2.0,3.0,3.0,,4.0,2.0,,,2.0,,1.0,,,k_thuram,,,,,,,,,,
10389826,away,Nice,Nicolas Pépé,,,nicolas-pepe,N. Pépé,F,19,183,12582,M,593526,EUR,801705600,F,29,29,False,57.0,52.0,3.0,3.0,17.0,18.0,36.0,41.0,6.0,5.0,2.0,,,90.0,78.0,7.3,11.0,0.2457,0.0,0.410323,3,,2.0,5.0,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,2.0,2.0,1.0,,1.0,1.0,,,,nicolas_pepe19,,3.0,,,,,,,,
10389826,away,Nice,Terem Moffi,,,terem-moffi,T. Moffi,F,29,188,3115,M,894396,EUR,927590400,F,9,9,False,17.0,15.0,1.0,1.0,5.0,5.0,10.0,12.0,2.0,1.0,,,,73.0,27.0,7.3,5.0,0.9518,0.2911,0.0869821,3,,1.0,6.0,1.0,3.0,1.0,1.0,,,,,,,,,,1.0,1.0,2.0,,,1.0,,1.0,,,,,,,
10389826,away,Nice,Gaëtan Laborde,,,gaetan-laborde,G. Laborde,F,9,181,848,M,149730,EUR,767923200,F,24,24,False,41.0,27.0,,,9.0,10.0,18.0,32.0,4.0,5.0,,,,90.0,51.0,7.3,18.0,0.0593,0.2745,0.448198,1,,1.0,5.0,1.0,1.0,3.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0
10389826,away,Nice,Youssouf Ndayishimiye,,,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,985934,EUR,909446400,M,55,55,True,15.0,13.0,,,5.0,6.0,8.0,9.0,1.0,,,,,17.0,20.0,6.7,3.0,0.048,0.2202,0.00369567,1,,1.0,3.0,,1.0,,,1.0,1.0,1.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,
10389826,away,Nice,Badredine Bouanani,Badredine Bouanani,,badredine-bouanani,B. Bouanani,M,27,177,10091,M,1153265,EUR,1102464000,F,35,35,True,10.0,9.0,1.0,,3.0,3.0,6.0,7.0,1.0,1.0,,,,17.0,14.0,6.6,3.0,0.0,0.0,0.0242434,0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,bouanani,,,,,,,,,,
10389826,away,Nice,Billal Brahimi,,,billal-brahimi,B. Brahimi,F,26,183,3117,M,948250,EUR,952992000,F,14,14,True,6.0,6.0,,,,,8.0,9.0,,,,,,17.0,10.0,6.8,1.0,0.0,0.0,0.0806092,0,,,,,,,,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,
10389826,away,Nice,Ross Barkley,,,ross-barkley,R. Barkley,M,6,188,2411,M,98435,EUR,755049600,M,11,11,True,10.0,8.0,4.0,3.0,1.0,1.0,7.0,9.0,2.0,3.0,,,,8.0,12.0,6.8,3.0,0.0,0.0,0.00880302,0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
10389826,away,Nice,Alexis Beka Beka,,,beka-beka-alexis,A. B. Beka,M,6,175,378,M,1001456,EUR,985824000,M,21,21,True,5.0,2.0,,,,2.0,2.0,3.0,2.0,,,,,8.0,11.0,6.7,5.0,0.0,0.0,0.00130483,0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,
10389826,away,Nice,Teddy Boulhendi,,,teddy-boulhendi,T. Boulhendi,G,77,185,873,M,1035770,EUR,986688000,G,77,77,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389826,away,Nice,Ayoub Amraoui,,,amraoui-ayoub,A. Amraoui,D,88,186,853,M,1129757,EUR,1084492800,D,38,38,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389826,away,Nice,Joe Bryan,,,joe-bryan,J. Bryan,D,23,170,92,M,205028,EUR,748224000,D,15,15,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389826,away,Nice,Reda Belahyane,Reda Belahyane,,reda-belahyane,R. Belahyane,M,21,173,4290,M,1389689,EUR,1086048000,M,37,37,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,reda.belahyane,,,,,,,,,,
