match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_challengeLost,stat_wasFouled,stat_shotOffTarget,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_keyPass,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_totalOffside,player_sofascoreId,stat_goalAssist
11067308,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,22.0,19.0,5.0,2.0,19.0,19.0,3.0,1.0,4.0,1.0,1.0,1.0,90.0,26.0,6.2,3.0,0.0,0.0,3.419e-05,0,-1.3236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067308,home,Bahia,Vítor Jacaré,vitor-jacare,Vítor Jacaré,M,99,178,394,M,1019652,EUR,940723200,D,29,29,False,32.0,22.0,2.0,2.0,7.0,7.0,31.0,5.0,5.0,,,,90.0,69.0,7.5,20.0,0.1886,0.3424,0.0469092,1,,,,16.0,6.0,1.0,1.0,6.0,8.0,1.0,9.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,
11067308,home,Bahia,Gabriel Xavier,gabriel-xavier,G. Xavier,D,3,190,1259,M,1117710,EUR,989107200,D,3,3,False,79.0,66.0,11.0,6.0,45.0,48.0,31.0,6.0,6.0,,,,90.0,89.0,6.9,13.0,0.0321,0.0155,0.0102121,1,,Gabriel Xavier,,21.0,,,5.0,3.0,7.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11067308,home,Bahia,David Duarte,david-duarte,D. Duarte,D,33,192,765,M,810715,EUR,790905600,D,33,33,False,76.0,70.0,16.0,14.0,57.0,59.0,17.0,1.0,3.0,,,,84.0,77.0,6.8,6.0,0.0,0.0,0.00972403,0,,,,13.0,,,3.0,3.0,3.0,,,,,,,,,,3.0,,,,,,,,,,,,,
11067308,home,Bahia,Rezende,rezende,Rezende,D,5,186,736,M,868030,EUR,789004800,D,5,5,False,69.0,65.0,3.0,1.0,42.0,44.0,25.0,1.0,11.0,,,,90.0,79.0,6.5,5.0,0.1416,0.0,0.00781819,1,,,,23.0,,,,4.0,1.0,,,,,,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
11067308,home,Bahia,Jhoanner Chávez,jhoanner-chavez,Jhoanner Chávez,M,13,182,1075,M,1002458,EUR,1019606400,D,6,6,False,38.0,30.0,,,13.0,15.0,25.0,1.0,1.0,,,,90.0,61.0,6.6,14.0,0.0368,0.0,0.0703003,1,,,,18.0,2.0,1.0,1.0,7.0,5.0,,3.0,1.0,,,2.0,3.0,3.0,,1.0,4.0,,,3.0,1.0,2.0,,,,,,,
11067308,home,Bahia,Ademir,ademir,Ademir,F,7,172,1700,M,922546,EUR,792892800,M,7,7,False,13.0,9.0,1.0,,2.0,3.0,11.0,,3.0,,,,61.0,31.0,6.1,10.0,0.1697,0.0,0.0026996,2,,,,7.0,1.0,,,11.0,6.0,1.0,5.0,3.0,,,2.0,,,4.0,2.0,2.0,3.0,1.0,2.0,1.0,,,,,,,,
11067308,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173,1112,M,959620,EUR,924048000,M,26,26,False,49.0,40.0,5.0,3.0,22.0,25.0,24.0,,3.0,,,,84.0,65.0,6.6,12.0,0.0,0.0,0.0181597,0,,,,18.0,,,1.0,7.0,7.0,1.0,1.0,,,,2.0,6.0,3.0,3.0,,3.0,,,1.0,,,,,,,,,
11067308,home,Bahia,Yago Felipe,yago-felipe,Y. Felipe,M,41,174,406,M,552164,EUR,791769600,M,20,20,False,33.0,32.0,2.0,2.0,16.0,16.0,19.0,,8.0,,,,73.0,45.0,6.6,4.0,0.0,0.0,0.010468,0,,,,16.0,2.0,,,8.0,5.0,,,,,,,3.0,2.0,4.0,,4.0,2.0,,,,1.0,,,,,,,
11067308,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,50.0,39.0,1.0,,7.0,7.0,51.0,,8.0,,,,90.0,76.0,6.4,27.0,0.083,0.0224,0.143325,3,,,,33.0,8.0,1.0,,10.0,2.0,4.0,1.0,,1.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,,4.0,2.0,5.0,,,,,,,
