match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_outfielderBlock,stat_keyPass,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalOffside,stat_bigChanceCreated,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
13472877,home,Corinthians,Hugo Souza,hugo-souza,H. Souza,G,1,199,25650,M,hugosouza,950454,EUR,917740800,G,1,1,False,30.0,27.0,8.0,5.0,0.0,25.0,27.0,2.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,90.0,35.0,6.8,3.0,0.00058478,0,-0.6406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472877,home,Corinthians,Félix Torres,felix-torres,F. Torres,D,4,187,5321,M,felix_torres,881848,EUR,852940800,D,3,3,False,31.0,29.0,,,0.0,15.0,15.0,14.0,16.0,2.0,3.0,4.0,,,,45.0,37.0,6.8,2.0,0.0284254,0,,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
13472877,home,Corinthians,André Ramalho,andre-ramalho,A. Ramalho,D,5,182,5367,M,,148155,EUR,698198400,D,5,5,False,99.0,94.0,6.0,4.0,0.0,56.0,58.0,38.0,41.0,6.0,11.0,10.0,,,,90.0,114.0,7.6,6.0,0.0286153,0,,,,3.0,4.0,6.0,1.0,4.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
13472877,home,Corinthians,Cacá,caca,Cacá,D,25,185,3939,M,,929200,EUR,924998400,D,25,25,False,84.0,80.0,4.0,4.0,0.0,53.0,55.0,27.0,29.0,2.0,7.0,5.0,,,,90.0,100.0,7.3,5.0,0.0132689,0,,,,4.0,7.0,4.0,1.0,3.0,3.0,3.0,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13472877,home,Corinthians,Fabrizio Angileri,fabrizio-angileri,F. Angileri,D,26,185,4434,M,,311462,EUR,763689600,D,26,26,False,68.0,60.0,4.0,3.0,0.0,25.0,27.0,35.0,41.0,1.0,6.0,2.0,,,,90.0,107.0,7.8,19.0,0.206957,2,,,,,2.0,2.0,,2.0,,1.0,1.0,,4.0,,2.0,12.0,6.0,1.0,3.0,1.0,1.0,1.0,0.0961,0.4333,,,,,,,,,,
13472877,home,Corinthians,Charles,charles,Charles,M,35,187,3576,M,,845178,EUR,835142400,M,35,35,False,53.0,43.0,3.0,2.0,0.0,16.0,19.0,27.0,34.0,1.0,4.0,5.0,,,,90.0,66.0,6.9,13.0,0.0849555,0,,,,1.0,5.0,1.0,1.0,3.0,3.0,3.0,2.0,,,1.0,1.0,,,,,,,,,,1.0,2.0,,,,,,,,
13472877,home,Corinthians,Ryan Gustavo,ryan-gustavo,Ryan,M,37,170,2855,M,,1170779,EUR,1058227200,M,37,37,False,23.0,20.0,,,0.0,10.0,11.0,10.0,12.0,,5.0,2.0,,,,45.0,33.0,6.8,5.0,0.00373143,0,,,,,2.0,,,3.0,1.0,2.0,1.0,1.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,
13472877,home,Corinthians,Dieguinho,diego-da-cruz-lopes,Dieguinho,M,61,170,2452,M,,1916131,EUR,1189900800,M,61,61,False,26.0,21.0,1.0,,0.0,12.0,12.0,9.0,14.0,,3.0,3.0,,,,64.0,40.0,7.4,9.0,0.0470022,2,,Diego,da Cruz Lopes,,,1.0,,2.0,,2.0,1.0,,1.0,,2.0,3.0,1.0,,1.0,2.0,,,0.2668,,,,,,,,,,,
13472877,home,Corinthians,Breno Bidon,breno-bidon,B. Bidon,M,27,174,9937,M,BrenoBidon,1199261,EUR,1108857600,M,27,27,False,58.0,50.0,3.0,2.0,0.0,14.0,15.0,36.0,43.0,1.0,8.0,3.0,,,,90.0,80.0,7.3,15.0,0.252904,0,,,,2.0,7.0,,,3.0,1.0,2.0,2.0,3.0,3.0,,2.0,2.0,1.0,,1.0,,,,,,2.0,,2.0,,,,,,,
13472877,home,Corinthians,Talles Magno,talles-magno,T. Magno,F,43,186,7732,M,TallesMagico,985860,EUR,1025049600,M,43,43,False,11.0,8.0,,,0.0,,,8.0,11.0,2.0,6.0,1.0,,,,45.0,28.0,6.9,8.0,0.025845,2,,,,,3.0,2.0,1.0,,,,2.0,3.0,1.0,,1.0,1.0,,2.0,1.0,,,,0.0498,,1.0,,,2.0,,,,,,
