match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,captain,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_keyPass,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_outfielderBlock,player_sofascoreId
12388513,home,Eintracht Braunschweig,Lennart Grill,,,lennart-grill,L. Grill,G,22,191,100,M,836710,EUR,917222400,G,1,1,False,44.0,30.0,17.0,4.0,0.0,29.0,33.0,1.0,11.0,1.0,11.0,4.0,4.0,90.0,59.0,6.7,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12388513,home,Eintracht Braunschweig,Robert Ivanov,Robert,Ivanov,robert-ivanov,R. Ivanov,D,2,197,172,M,835901,EUR,743212800,D,5,5,False,30.0,25.0,5.0,1.0,0.0,13.0,14.0,12.0,16.0,4.0,2.0,,,90.0,44.0,6.1,8.0,1,3.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12388513,home,Eintracht Braunschweig,Ermin Bičakčić,,,ermin-bicakcic,E. Bičakčić,D,,185,531,M,103012,EUR,633139200,D,6,6,False,38.0,34.0,4.0,3.0,0.0,29.0,30.0,5.0,8.0,7.0,1.0,,,90.0,49.0,6.2,4.0,0,4.0,1.0,1.0,,2.0,1.0,1.0,,,1.0,True,2.0,,,,,,,,,,,,,,,,,,
12388513,home,Eintracht Braunschweig,Jannis Nikolaou,,,jannis-nikolaou,J. Nikolaou,D,4,184,41,M,132664,EUR,744076800,D,4,4,False,74.0,65.0,7.0,2.0,0.0,59.0,64.0,6.0,10.0,7.0,8.0,,,90.0,96.0,6.6,12.0,0,3.0,6.0,,,2.0,4.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12388513,home,Eintracht Braunschweig,Marvin Rittmüller,Marvin,Rittmüller,marvin-rittmuller,M. Rittmüller,M,29,177,31,M,939669,EUR,920678400,M,18,18,False,20.0,11.0,3.0,,0.0,4.0,7.0,7.0,16.0,,3.0,,,77.0,35.0,6.2,17.0,0,3.0,3.0,2.0,,1.0,1.0,,1.0,1.0,,,,,2.0,1.0,3.0,,,,,,,,,,,,,,
12388513,home,Eintracht Braunschweig,Fabio Kaufmann,,,fabio-kaufmann,F. Kaufmann,M,7,180,47,M,142329,EUR,715910400,M,7,7,False,15.0,9.0,,,0.0,6.0,7.0,3.0,11.0,,6.0,,,66.0,24.0,6.4,10.0,1,3.0,1.0,,1.0,1.0,1.0,,1.0,,1.0,,2.0,,,,3.0,,,,,,,,,,,,,,
12388513,home,Eintracht Braunschweig,Sven Köhler,,,sven-kohler,S. Köhler,M,27,185,46,M,802899,EUR,847411200,M,27,27,False,39.0,33.0,6.0,5.0,0.0,21.0,24.0,14.0,19.0,1.0,6.0,,,66.0,51.0,6.6,9.0,0,2.0,4.0,2.0,,,2.0,,1.0,2.0,,,,,,,4.0,2.0,1.0,1.0,,,,,,,,,,,
12388513,home,Eintracht Braunschweig,Fabio Di Michele Sanchez,,,fabio-di-michele-sanchez,F. D. M. Sanchez,M,22,180,55,M,1128642,EUR,1047600000,M,22,22,False,30.0,23.0,2.0,2.0,1.0,14.0,19.0,10.0,14.0,2.0,4.0,,,90.0,57.0,6.3,18.0,0,7.0,5.0,1.0,,,1.0,1.0,2.0,1.0,,,,1.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,
12388513,home,Eintracht Braunschweig,Johan Arath Gomez,,,johan-arath-gomez,J. A. Gomez,F,44,175,148,M,1066446,EUR,995846400,F,44,44,False,13.0,9.0,1.0,,0.0,6.0,8.0,3.0,5.0,,3.0,,,90.0,22.0,6.7,6.0,4,4.0,2.0,,3.0,1.0,,,1.0,,,,3.0,1.0,,,,,2.0,,,1.0,,,,,,,,,
12388513,home,Eintracht Braunschweig,Rayan Philippe,,,rayan-philippe,R. Philippe,F,14,177,578,M,991824,EUR,972000000,F,9,9,False,15.0,12.0,1.0,1.0,0.0,7.0,9.0,5.0,9.0,,2.0,,,85.0,29.0,6.8,11.0,0,4.0,4.0,,,,1.0,1.0,3.0,1.0,1.0,,2.0,,2.0,1.0,3.0,,1.0,3.0,,,1.0,,,,,,,,
