match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,captain,stat_aerialLost,stat_wasFouled,player_firstName,player_lastName,stat_challengeLost,stat_fouls,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed
12764365,home,RFS,Fabrice Ondoa,fabrice-ondoa,F. Ondoa,G,185,1247,M,316088,EUR,819763200,G,40,40,False,22.0,8.0,20.0,6.0,0.0,2.0,5.0,6.0,17.0,9.0,3.0,5.0,90.0,32.0,7.0,14.0,0.00364083,0,0.2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764365,home,RFS,Roberts Savaļnieks,roberts-savalnieks,R. Savaļnieks,D,168,60,M,63482,EUR,728784000,D,11,11,False,9.0,8.0,1.0,,0.0,3.0,4.0,5.0,6.0,4.0,,,45.0,20.0,6.5,3.0,0.0167428,0,,11,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764365,home,RFS,Herdi Prenga,herdi-prenga,H. Prenga,D,190,38,M,149669,EUR,778291200,D,23,23,False,17.0,10.0,6.0,2.0,0.0,7.0,9.0,3.0,8.0,1.0,,,90.0,31.0,6.7,9.0,0.00079732,0,,23,,,,7.0,1.0,,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12764365,home,RFS,Žiga Lipušček,ziga-lipuscek,Ž. Lipušček,D,199,45,M,886112,EUR,852422400,D,43,43,False,26.0,19.0,10.0,3.0,0.0,12.0,14.0,7.0,12.0,4.0,,,90.0,49.0,6.9,7.0,0.00504809,0,,43,,3.0,,16.0,1.0,,1.0,5.0,3.0,,True,3.0,1.0,,,,,,,,,,,,,,,,,,,,
12764365,home,RFS,Haruna Njie,haruna-njie,H. Njie,D,169,229,M,1471503,EUR,1127433600,D,30,30,False,25.0,18.0,4.0,1.0,0.0,10.0,13.0,8.0,12.0,9.0,,,90.0,39.0,6.6,8.0,0.00653794,0,,30,,5.0,1.0,2.0,,2.0,,6.0,5.0,3.0,,,1.0,,,2.0,2.0,,,,,,,,,,,,,,,,
12764365,home,RFS,Adam Markhiev,adam-markhiyev,A. Markhiev,M,183,295,M,1047004,EUR,1016323200,M,27,27,False,25.0,22.0,4.0,3.0,0.0,10.0,12.0,12.0,13.0,6.0,,,90.0,36.0,6.5,6.0,0.0480581,0,,6,,8.0,,1.0,,1.0,,4.0,1.0,,,1.0,1.0,,,1.0,4.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,
12764365,home,RFS,Stefan Panić,stefan-panic,S. Panić,M,195,72,M,799189,EUR,716947200,M,26,26,False,29.0,24.0,2.0,,0.0,16.0,17.0,8.0,13.0,6.0,,,90.0,51.0,6.7,8.0,0.00511124,1,,26,1.0,7.0,1.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,,1.0,2.0,,,3.0,2.0,,,1.0,,1.0,0.1138,,,,,,,,,,
12764365,home,RFS,Lasha Odisharia,lasha-odisharia,L. Odisharia,M,184,185,M,1117380,EUR,1035331200,M,8,8,False,12.0,6.0,2.0,,0.0,2.0,3.0,4.0,11.0,3.0,,,89.0,35.0,7.5,10.0,0.0368206,1,,8,2.0,4.0,1.0,4.0,,1.0,,7.0,2.0,2.0,,1.0,4.0,Lasha Odisharia,,,2.0,1.0,1.0,1.0,1.0,,0.1465,1.0,1.0,0.8735,,,,,,,
12764365,home,RFS,Jānis Ikaunieks,janis-ikaunieks,J. Ikaunieks,M,183,461,M,170345,EUR,792892800,M,9,9,False,29.0,17.0,4.0,1.0,0.0,9.0,12.0,8.0,18.0,,,,90.0,58.0,7.3,22.0,0.011603,5,,10,1.0,13.0,3.0,4.0,,3.0,4.0,8.0,,,,4.0,2.0,,,1.0,2.0,5.0,2.0,1.0,,1.0,0.8662,3.0,1.0,1.2302,1.0,1.0,2.0,,,,
12764365,home,RFS,Alain Cedric Herve Kouadio,alain-cedric-herve-kouadio,A. C. H. Kouadio,F,185,399,M,979049,EUR,832464000,M,17,17,False,18.0,14.0,,,0.0,4.0,5.0,11.0,14.0,3.0,,,78.0,32.0,6.3,13.0,0.488982,0,,17,1.0,9.0,3.0,,,,3.0,3.0,,,,3.0,,,,,2.0,1.0,,5.0,2.0,,,,,,,,,1.0,,,
