match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_challengeLost,stat_outfielderBlock,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_punches,player_sofascoreId
11450098,home,Çaykur Rizespor,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188,109,M,225012,EUR,788918400,G,23,23,False,True,29.0,18.0,17.0,6.0,0.0,12.0,12.0,6.0,17.0,1.0,6.0,1.0,4.0,6.0,90.0,39.0,8.2,11.0,0.0132487,1.0,0,0.8168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450098,home,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,238,M,1394729,EUR,972172800,D,37,37,False,,28.0,26.0,3.0,2.0,1.0,10.0,10.0,17.0,21.0,2.0,4.0,,,,90.0,42.0,7.7,6.0,0.563869,2.0,0,,Taha Sahin,,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
11450098,home,Çaykur Rizespor,Husniddin Alikulov,alikulov-husniddin,H. Alikulov,D,2,186,2627,M,1121174,EUR,923184000,D,2,2,False,,12.0,8.0,3.0,,0.0,5.0,6.0,3.0,6.0,4.0,,2.0,,,90.0,22.0,6.9,4.0,0.00140639,,1,,,,,,2.0,1.0,2.0,,4.0,1.0,,,,1.0,1.0,0.2983,,,,,,,,,,,,,
11450098,home,Çaykur Rizespor,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,48.0,40.0,13.0,7.0,0.0,25.0,27.0,15.0,21.0,5.0,9.0,,,,90.0,59.0,7.8,10.0,0.0979365,3.0,0,,,,,,,3.0,2.0,,2.0,2.0,2.0,,,,3.0,,2.0,1.0,,,,,,,,,,,
11450098,home,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,148,M,281233,EUR,785289600,D,5,5,False,,37.0,29.0,4.0,2.0,0.0,15.0,16.0,15.0,24.0,6.0,2.0,1.0,,,90.0,70.0,7.5,15.0,0.0397992,1.0,0,,,,3.0,1.0,,,7.0,,2.0,3.0,2.0,1.0,2.0,,5.0,,3.0,,2.0,2.0,2.0,,,,,,,,
11450098,home,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,10,178,461,M,1008173,EUR,880934400,M,10,10,False,,18.0,13.0,2.0,1.0,0.0,3.0,5.0,11.0,15.0,7.0,3.0,2.0,,,89.0,36.0,7.9,10.0,0.217551,2.0,4,,,,2.0,1.0,1.0,2.0,1.0,,1.0,3.0,1.0,4.0,1.0,2.0,1.0,0.1231,,,,,,2.0,0.3737,,,,,,
11450098,home,Çaykur Rizespor,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,53,185,480,M,36465,EUR,699148800,M,6,6,False,,30.0,25.0,11.0,8.0,0.0,11.0,12.0,17.0,25.0,2.0,7.0,,,,90.0,53.0,8.0,11.0,0.133339,,4,,Jonjo,Shelvey,7.0,3.0,1.0,,5.0,,2.0,2.0,1.0,,1.0,2.0,1.0,0.1968,1.0,,2.0,,,2.0,1.1404,1.0,1.0,,,,
11450098,home,Çaykur Rizespor,Gustavo Sauer,gustavo-sauer,Gustavo Sauer,M,7,181,393,M,904505,EUR,736128000,M,11,11,False,,24.0,21.0,4.0,2.0,0.0,2.0,4.0,19.0,22.0,3.0,4.0,1.0,,,75.0,36.0,7.7,9.0,0.478642,4.0,2,,,,2.0,,,,,,,1.0,,4.0,,,1.0,0.0391,,,,1.0,1.0,1.0,0.3214,,,1.0,,,
11450098,home,Çaykur Rizespor,Dal Varešanović,dal-varesanovic,D. Varešanović,M,53,177,341,M,979109,EUR,990576000,M,8,8,False,,29.0,23.0,,,0.0,2.0,4.0,21.0,27.0,4.0,5.0,2.0,,,89.0,46.0,7.7,12.0,0.096261,,4,,,,2.0,,2.0,,4.0,,,,,4.0,2.0,,1.0,0.3835,1.0,,,2.0,2.0,2.0,0.4759,1.0,,2.0,,,
11450098,home,Çaykur Rizespor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,11,178,297,M,798676,EUR,821491200,M,28,28,False,,19.0,14.0,1.0,,0.0,4.0,4.0,11.0,18.0,5.0,1.0,2.0,,,61.0,40.0,6.7,13.0,0.127838,,4,,,,3.0,1.0,3.0,2.0,7.0,,,,,4.0,2.0,4.0,1.0,0.2112,,,1.0,2.0,1.0,,,,,,1.0,,
