match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_keyPass,captain,stat_wasFouled,stat_dispossessed,stat_lastManTackle,stat_errorLeadToAShot,stat_totalOffside,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_totalCross,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_blockedScoringAttempt,stat_goals
12501509,home,Monza,Semuel Pizzignacco,,,semuel-pizzignacco,S. Pizzignacco,G,1,185,177,M,923820,EUR,999302400,G,21,21,False,57.0,46.0,22.0,11.0,0.0,36.0,38.0,10.0,19.0,3.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,63.0,6.2,11.0,0.00543536,0,-1.0458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501509,home,Monza,Pedro Pereira,,,pedro-pereira,P. Pereira,M,13,185,287,M,807291,EUR,885427200,D,13,13,False,25.0,25.0,,,0.0,15.0,15.0,10.0,10.0,4.0,2.0,,,,,,45.0,34.0,6.2,,0.0263646,0,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12501509,home,Monza,Luca Caldirola,,,luca-caldirola,L. Caldirola,D,33,189,134,M,100565,EUR,665366400,D,5,5,False,11.0,10.0,2.0,1.0,0.0,10.0,10.0,,1.0,2.0,1.0,,,,,,16.0,14.0,6.4,1.0,6.264e-05,0,,,,,1.0,,,,,,,,,True,1.0,,,,,,,,,,,,,,,,,,,
12501509,home,Monza,Tomás Palacios,,,tiago-tomas-palacios,T. Palacios,D,24,195,2235,M,1173598,EUR,1051488000,D,22,22,False,45.0,38.0,2.0,1.0,0.0,23.0,25.0,15.0,20.0,2.0,7.0,,,,,,90.0,61.0,6.4,9.0,0.0215968,0,,1.0,1.0,3.0,6.0,,,2.0,4.0,2.0,,1.0,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12501509,home,Monza,Samuele Birindelli,,,samuele-birindelli,S. Birindelli,M,19,175,231,M,856729,EUR,932342400,M,19,19,False,40.0,34.0,5.0,3.0,0.0,14.0,17.0,20.0,23.0,3.0,,,,,,,90.0,58.0,6.8,7.0,0.0512165,2,,,,2.0,1.0,2.0,,,,,,,2.0,,1.0,,,,,2.0,1.0,0.1152,,,,,,,,,,,,
12501509,home,Monza,Gaetano Castrovilli,,,gaetano-castrovilli,G. Castrovilli,M,8,185,640,M,587628,EUR,856137600,M,11,11,False,17.0,12.0,1.0,,0.0,3.0,5.0,9.0,12.0,2.0,3.0,,,,,,45.0,21.0,6.4,6.0,0.0121467,0,,1.0,,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
12501509,home,Monza,Alessandro Bianco,,,bianco-alessandro,A. Bianco,M,22,173,528,M,1101992,EUR,1033430400,M,42,42,False,70.0,64.0,1.0,,0.0,37.0,38.0,27.0,33.0,5.0,1.0,,,,,,90.0,81.0,6.8,8.0,0.0233791,0,,,1.0,1.0,5.0,,,,2.0,1.0,,2.0,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,
12501509,home,Monza,Jean-Daniel Akpa Akpro,,,jean-daniel-akpa-akpro,J. A. Akpro,M,11,180,386,M,164511,EUR,718761600,M,7,7,False,29.0,25.0,1.0,1.0,0.0,14.0,14.0,11.0,16.0,,5.0,,,,,,90.0,46.0,7.5,8.0,0.0188943,2,,,1.0,1.0,10.0,,,2.0,5.0,2.0,,1.0,,,,,,,,1.0,2.0,0.0893,1.0,4.0,4.0,1.0,0.1687,,,,,,,
12501509,home,Monza,Georgios Kyriakopoulos,,,georgios-kyriakopoulos,G. Kyriakopoulos,M,77,186,878,M,377302,EUR,823478400,M,77,77,False,25.0,24.0,1.0,,0.0,8.0,8.0,16.0,20.0,,2.0,,,,,,76.0,40.0,7.2,5.0,0.0419937,3,,1.0,,1.0,,,1.0,2.0,,,,,1.0,,,,,,,1.0,,0.1128,3.0,,,2.0,0.2204,,,,,,,
12501509,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,148458,EUR,743990400,F,10,10,False,36.0,29.0,1.0,,0.0,11.0,13.0,18.0,24.0,,3.0,,,,,,71.0,44.0,7.1,9.0,0.0191367,3,,,,1.0,2.0,,,1.0,,,,,1.0,,1.0,,,,,2.0,,0.1117,1.0,2.0,1.0,1.0,0.1334,,,,,,,
