match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,captain,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_penaltyWon,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_penaltyConceded,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_errorLeadToAShot
12436561,home,Crystal Palace,Dean Henderson,,,dean-henderson,D. Henderson,G,1,188,5010,M,deanhenderson,788134,EUR,858124800,G,1,1,False,22.0,8.0,17.0,3.0,0.0,6.0,8.0,2.0,14.0,1.0,1.0,5.0,1.0,1.0,4.0,90.0,29.0,6.9,14.0,0.00121087,0,0.5013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436561,home,Crystal Palace,Chris Richards,,,chris-richards,C. Richards,D,26,188,2004,M,,931844,EUR,954201600,D,26,26,False,34.0,25.0,3.0,1.0,0.0,15.0,20.0,11.0,16.0,5.0,7.0,1.0,,,,90.0,53.0,7.1,14.0,0.00990637,1,,2.0,1.0,3.0,3.0,1.0,2.0,5.0,2.0,1.0,0.0675,,,,,,,,,,,,,,,,,,,,,,,
12436561,home,Crystal Palace,Maxence Lacroix,,,maxence-lacroix,M. Lacroix,D,5,192,6873,M,,879674,EUR,954979200,D,5,5,False,45.0,32.0,10.0,2.0,0.0,24.0,31.0,8.0,14.0,3.0,3.0,2.0,,,,90.0,69.0,7.2,15.0,0.00874386,4,,,,2.0,6.0,1.0,9.0,2.0,,,0.2724,1.0,1.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,
12436561,home,Crystal Palace,Marc Guéhi,,,marc-guehi,M. Guéhi,D,15,182,22326,M,MarcGuehi13,877994,EUR,963446400,D,6,6,False,50.0,42.0,4.0,1.0,0.0,30.0,30.0,12.0,20.0,2.0,3.0,2.0,,,,90.0,64.0,6.9,9.0,0.553268,1,,,,7.0,10.0,1.0,8.0,,,,0.1103,1.0,1.0,,,,1.0,True,1.0,1.0,1.0,3.0,,,,,,,,,,,,
12436561,home,Crystal Palace,Daniel Muñoz,,,daniel-munoz,D. Muñoz,M,2,183,12060,M,daniel.chitiva,870360,EUR,833068800,M,12,12,False,44.0,32.0,2.0,1.0,0.0,9.0,12.0,24.0,40.0,2.0,8.0,6.0,,,,90.0,86.0,7.6,21.0,0.104858,1,,8.0,1.0,2.0,6.0,,4.0,1.0,4.0,4.0,0.1119,,4.0,,,1.0,2.0,,,2.0,,2.0,1.0,0.0487,,,,,,,,,,
12436561,home,Crystal Palace,Adam Wharton,,,adam-wharton,A. Wharton,M,20,182,5795,M,,1109771,EUR,1076025600,M,20,20,False,32.0,26.0,1.0,1.0,0.0,14.0,15.0,13.0,21.0,,,6.0,,,,61.0,45.0,7.0,12.0,0.0493463,1,,4.0,1.0,,1.0,,2.0,2.0,,,0.0328,,,,1.0,,,,1.0,,,1.0,,,3.0,,,,,,,,,
12436561,home,Crystal Palace,Daichi Kamada,,,daichi-kamada,D. Kamada,M,18,184,6890,M,kamadadaichi,794338,EUR,839203200,M,18,18,False,33.0,30.0,3.0,2.0,0.0,18.0,21.0,12.0,14.0,,6.0,5.0,2.0,,,87.0,52.0,7.2,7.0,0.015964,3,,2.0,,1.0,3.0,2.0,1.0,,2.0,2.0,0.1035,,2.0,,1.0,1.0,2.0,,,2.0,,,,,2.0,,,,,,,,,
12436561,home,Crystal Palace,Tyrick Mitchell,,,tyrick-mitchell,T. Mitchell,M,3,174,1388,M,,988275,EUR,936144000,M,3,3,False,25.0,19.0,5.0,2.0,0.0,12.0,14.0,8.0,14.0,,4.0,4.0,2.0,,,90.0,43.0,7.0,10.0,0.053311,0,,3.0,1.0,,1.0,,2.0,,2.0,2.0,,,1.0,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,
12436561,home,Crystal Palace,Ismaïla Sarr,,,ismaila-sarr,I. Sarr,F,7,185,26789,M,ismaila_sarr18,845286,EUR,888364800,F,7,7,False,30.0,20.0,,,0.0,3.0,4.0,18.0,31.0,1.0,8.0,4.0,5.0,,,90.0,59.0,7.2,20.0,0.41278,2,,5.0,1.0,,4.0,,2.0,1.0,,,0.4704,1.0,4.0,1.0,1.0,1.0,1.0,,,2.0,,2.0,1.0,0.3099,3.0,,,,,,,,,
12436561,home,Crystal Palace,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,eze,864921,EUR,899078400,F,10,10,False,35.0,26.0,5.0,4.0,0.0,12.0,12.0,16.0,26.0,1.0,7.0,5.0,3.0,,,90.0,54.0,8.1,13.0,0.0713119,3,,3.0,2.0,1.0,2.0,,,,,,0.9013,,4.0,,2.0,,,,,3.0,,1.0,1.0,0.676,1.0,,1.0,1.0,,,,,,
