match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_unsuccessfulTouch,stat_goalAssist,stat_totalCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_totalOffside,stat_hitWoodwork,stat_goals,stat_accurateCross,stat_bigChanceMissed,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11369426,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,33.0,16.0,25.0,8.0,12.0,22.0,4.0,11.0,8.0,4.0,5.0,90.0,43.0,7.3,17.0,0.00033169,0,0.5916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369426,home,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186,1712,M,,76265,EUR,663292800,D,15,15,False,54.0,47.0,5.0,3.0,31.0,36.0,16.0,18.0,6.0,,,90.0,72.0,7.4,7.0,0.0233737,0,,,,3.0,2.0,6.0,8.0,1.0,3.0,1.0,3.0,5.0,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11369426,home,Atlético Madrid,Axel Witsel,axel-witsel,A. Witsel,D,20,186,9808,M,axelwitsel28,35612,EUR,600566400,D,20,20,False,52.0,50.0,1.0,1.0,40.0,41.0,10.0,11.0,8.0,,,90.0,66.0,6.9,4.0,0.00323195,0,,,,,3.0,1.0,5.0,,7.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11369426,home,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,3,3,False,47.0,38.0,6.0,2.0,23.0,27.0,15.0,20.0,4.0,,,75.0,74.0,7.0,12.0,0.0049128,0,,,,4.0,1.0,5.0,6.0,,4.0,1.0,1.0,4.0,3.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,
11369426,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,45.0,41.0,4.0,3.0,19.0,20.0,22.0,30.0,4.0,,,90.0,70.0,8.4,11.0,0.481448,0,,,,3.0,2.0,4.0,6.0,,3.0,2.0,2.0,3.0,2.0,1.0,,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,
11369426,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,47.0,38.0,2.0,1.0,19.0,20.0,19.0,27.0,5.0,,,61.0,59.0,7.5,12.0,0.073379,2,,,,,1.0,2.0,7.0,,,,,3.0,3.0,3.0,2.0,,3.0,,,,,,1.0,1.0,1.0,0.118,0.3049,,,,,,,,,
11369426,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,73.0,69.0,9.0,7.0,32.0,33.0,37.0,41.0,9.0,,,90.0,80.0,7.2,6.0,0.0196301,0,,,,2.0,,4.0,2.0,1.0,,1.0,,2.0,2.0,,1.0,,1.0,,1.0,,,,1.0,,,,,True,,,,,,,,
11369426,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,M,12,12,False,33.0,28.0,1.0,1.0,13.0,15.0,15.0,19.0,8.0,,,75.0,48.0,6.4,13.0,0.00873313,1,,,,3.0,1.0,8.0,3.0,,,,,1.0,1.0,1.0,1.0,4.0,,,1.0,,,,,,,0.0122,,,1.0,1.0,,,,,,
11369426,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,False,25.0,20.0,,,6.0,7.0,14.0,19.0,4.0,,,75.0,37.0,7.5,11.0,0.019795,3,,,,1.0,,5.0,2.0,1.0,,,,1.0,,,,2.0,1.0,,1.0,2.0,1.0,,2.0,2.0,1.0,1.158,0.9872,,,,1.0,1.0,,,,
11369426,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,False,53.0,41.0,3.0,2.0,13.0,16.0,29.0,39.0,6.0,,,90.0,68.0,7.6,15.0,0.219369,1,,,,3.0,,6.0,4.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,1.0,1.0,2.0,3.0,2.0,1.0,4.0,,1.0,0.0271,0.1411,,,2.0,,,1.0,1.0,,
