match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_dispossessed,stat_wonTackle,captain,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,player_sofascoreId,stat_goals,stat_penaltyWon,stat_goodHighClaim,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_hitWoodwork,stat_penaltyConceded
10389892,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,22.0,12.0,14.0,4.0,11.0,13.0,1.0,9.0,13.0,2.0,4.0,90.0,34.0,7.8,10.0,0.0,0.0,0.00029606,1.0,0,0.6695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389892,home,Stade de Reims,Alexis Flips,,,flips-alexis,A. Flips,M,70,173,226,M,879672,EUR,948153600,D,70,70,False,45.0,33.0,11.0,9.0,17.0,19.0,19.0,36.0,13.0,,,90.0,82.0,9.4,20.0,0.1966,0.5058,0.329904,4.0,5,,10.0,3.0,1.0,3.0,2.0,8.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,3.0,,,,,,,,,,,,,,,,,,
10389892,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,68.0,61.0,7.0,5.0,41.0,44.0,20.0,24.0,13.0,,,90.0,84.0,8.0,8.0,0.0412,0.0963,0.00969924,,1,,,,1.0,3.0,3.0,7.0,1.0,,,,1.0,,3.0,,2.0,2.0,4.0,,1.0,3.0,,,,,,,,,,,,,,,,
10389892,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,66.0,54.0,7.0,3.0,32.0,36.0,22.0,30.0,10.0,,,90.0,79.0,7.1,14.0,0.3202,0.0,0.0225545,1.0,3,,,,1.0,3.0,3.0,4.0,1.0,,1.0,2.0,,1.0,4.0,,1.0,1.0,,,,,True,1.0,1.0,2.0,1.0,,,,,,,,,,,
10389892,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,False,62.0,53.0,6.0,2.0,21.0,23.0,32.0,41.0,2.0,,,90.0,80.0,6.6,13.0,0.0,0.0,0.0269828,,0,,2.0,,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,
10389892,home,Stade de Reims,Azor Matusiwa,,,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,21,21,False,56.0,47.0,12.0,7.0,20.0,22.0,27.0,34.0,13.0,,,90.0,77.0,8.3,10.0,0.0,0.0,0.0333336,2.0,0,,,,1.0,5.0,1.0,12.0,,,,,,,5.0,,2.0,3.0,5.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,
10389892,home,Stade de Reims,Jens Cajuste,,,jens-cajuste,J. Cajuste,M,12,188,1162,M,857671,EUR,934243200,M,8,8,False,35.0,32.0,1.0,,16.0,16.0,16.0,19.0,1.0,,,63.0,54.0,6.9,7.0,0.0,0.0,0.0407105,1.0,0,,,,2.0,,8.0,5.0,,,,,,,2.0,,2.0,1.0,4.0,1.0,1.0,2.0,,3.0,,,3.0,,,,,,,,,,,
10389892,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,M,39,39,False,23.0,19.0,,,3.0,3.0,17.0,24.0,2.0,,,90.0,44.0,6.9,16.0,0.0,0.0,0.324511,1.0,0,,4.0,1.0,,,4.0,4.0,1.0,1.0,,,,,,,,1.0,2.0,1.0,2.0,1.0,,2.0,1.0,6.0,,,ItouJky,,,,,,,,,
10389892,home,Stade de Reims,Kamory Doumbia,Kamory Doumbia,,kamory-doumbia,K. Doumbia,M,23,170,5674,M,1156353,EUR,1045526400,M,3,3,False,41.0,35.0,1.0,,10.0,12.0,25.0,31.0,5.0,,,88.0,60.0,6.9,12.0,1.0526,1.7407,0.0487956,2.0,4,,2.0,,3.0,2.0,4.0,5.0,,,2.0,1.0,3.0,,1.0,,,2.0,1.0,,,1.0,,3.0,2.0,2.0,,,kamory_doumbia03,,,,,,,,,
10389892,home,Stade de Reims,Arbër Zeneli,,,arber-zeneli,A. Zeneli,F,9,176,395,M,227892,EUR,793670400,M,10,10,False,29.0,18.0,1.0,,2.0,4.0,16.0,32.0,3.0,,,72.0,61.0,6.5,27.0,0.2383,0.0,0.0930371,,3,,7.0,,1.0,,8.0,6.0,,,,2.0,,1.0,,,,,2.0,3.0,4.0,2.0,,3.0,1.0,2.0,1.0,,,,,,,,,,,
10389892,home,Stade de Reims,Folarin Balogun,,,folarin-balogun,F. Balogun,F,9,179,5047,M,934237,EUR,994118400,F,29,29,False,12.0,9.0,,,2.0,2.0,7.0,10.0,,,,88.0,30.0,7.1,10.0,0.9879,1.0515,0.139377,2.0,4,,,,2.0,,8.0,5.0,,1.0,1.0,1.0,2.0,1.0,,,,,,3.0,2.0,,,6.0,2.0,1.0,,,balogun,1.0,,,,,,,,
10389892,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,True,12.0,10.0,3.0,3.0,1.0,2.0,9.0,12.0,1.0,,,27.0,18.0,6.7,4.0,0.0,0.0,0.0171709,,0,,2.0,,1.0,,3.0,3.0,1.0,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,
10389892,home,Stade de Reims,Mitchell van Bergen,,,mitchell-van-bergen,M. v. Bergen,F,7,170,245,M,827662,EUR,935712000,F,19,19,True,7.0,5.0,,,1.0,1.0,4.0,6.0,1.0,,,18.0,11.0,7.0,3.0,0.0244,0.2141,0.00236698,,1,,,,,,1.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,
10389892,home,Stade de Reims,Dion Lopy,,,dion-lopy,D. Lopy,M,17,186,2405,M,982327,EUR,1012608000,M,17,17,True,3.0,2.0,,,,1.0,2.0,2.0,,,,8.0,3.0,6.5,1.0,0.0,0.0,0.00039865,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389892,home,Stade de Reims,Noah Jean Holm,,,holm-noah-jean,N. J. Holm,F,29,186,226,M,944208,EUR,990576000,F,7,7,True,,,,,,,,,1.0,,,8.0,7.0,6.5,2.0,0.0011,0.0,0.0,,1,,,,,,3.0,2.0,,,,1.0,,,,,,,2.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,
10389892,home,Stade de Reims,Patrick Pentz,,,patrick-pentz,P. Pentz,G,1,182,527,M,788319,EUR,852163200,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389892,home,Stade de Reims,Ibrahim Diakité,Ibrahim Diakité,,ibrahim-diakite,I. Diakité,D,2,178,2213,M,1168646,EUR,1067558400,D,41,41,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389892,home,Stade de Reims,Cheick Keita,Cheick Keita,,cheick-keita,C. Keita,D,95,185,227,M,1407973,EUR,1049241600,D,43,43,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389892,home,Stade de Reims,Rafik Guitane,,,rafik-guitane,R. Guitane,F,99,170,2125,M,826210,EUR,927676800,M,99,99,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389892,home,Stade de Reims,Nathanaël Mbuku,,,nathanael-mbuku,N. Mbuku,F,7,170,6672,M,963399,EUR,1016236800,F,11,11,True,,,,,,,,,,,,,,,,,0.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389892,away,Nantes,Alban Lafont,,,alban-lafont,A. Lafont,G,40,195,2914,M,826201,EUR,917049600,G,1,1,False,34.0,20.0,25.0,11.0,12.0,15.0,8.0,19.0,10.0,4.0,8.0,90.0,61.0,8.8,16.0,0.0,0.0,0.0209478,,0,2.6084,,,,1.0,1.0,1.0,,,,,,,5.0,,,,,,,,True,1.0,,,,,,,,3.0,1.0,4.0,3.0,3.0,,
