match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,id,injury,isHome,incidentClass,player_id,player_name,length,playerName,reason,rescinded,from,confirmed
10385732,FT,4.0,0.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,
10385732,,,,,81,,,10,,,substitution,121404399.0,False,True,regular,,,,,,,,
10385732,,,,,81,,,10,,,substitution,121404398.0,False,True,regular,,,,,,,,
10385732,,,,,78,,,13,,,substitution,121404347.0,False,False,regular,,,,,,,,
10385732,,,,,71,,,20,,,substitution,121404233.0,False,True,regular,,,,,,,,
10385732,,,,,71,,,20,,,substitution,121404232.0,False,True,regular,,,,,,,,
10385732,,,,,63,,,28,,,substitution,121404153.0,False,True,regular,,,,,,,,
10385732,,,,,61,,,30,,,substitution,121404103.0,False,False,regular,,,,,,,,
10385732,,,,,61,,,30,,,substitution,121404102.0,False,False,regular,,,,,,,,
10385732,,4.0,0.0,,59,,,32,,,goal,166866937.0,,True,regular,555386.0,Ollie Watkins,,,,,,
10385732,,,,,46,,,45,,,substitution,121403930.0,False,False,regular,,,,,,,,
10385732,,,,,46,,,45,,,substitution,121403911.0,False,False,regular,,,,,,,,
10385732,HT,3.0,0.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,
10385732,,,,,45,0.0,,1,,,injuryTime,,,,,,,3.0,,,,,
10385732,,,,,35,,,11,,,card,120520171.0,,True,yellow,130181.0,Danny Ings,,Danny Ings,Foul,False,,
10385732,,3.0,0.0,,14,,,32,,,goal,166865275.0,,True,penalty,130181.0,Danny Ings,,,,,penalty,
10385732,,,,,8,,,38,,,varDecision,13993.0,,True,goalAwarded,130181.0,Danny Ings,,,,,,True
10385732,,2.0,0.0,,7,,,39,,,goal,166865099.0,,True,regular,130181.0,Danny Ings,,,,,,
10385732,,,,,3,,,43,,,varDecision,13992.0,,True,goalAwarded,808590.0,Leon Bailey,,,,,,True
10385732,,1.0,0.0,,2,,,44,,,goal,166864944.0,,True,regular,808590.0,Leon Bailey,,,,,,
