match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_totalOffside,captain,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_outfielderBlock
10382154,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185.0,166,M,367118,EUR,845596800,G,1,1,False,27.0,19.0,13.0,5.0,16.0,17.0,3.0,10.0,11.0,1.0,3.0,4.0,90.0,42.0,7.7,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382154,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186.0,201,M,794990,EUR,896745600,D,2,2,False,40.0,32.0,9.0,4.0,14.0,18.0,19.0,23.0,8.0,,,,90.0,70.0,7.5,11.0,2,1.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,
10382154,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184.0,8,M,97412,EUR,734659200,D,16,16,False,42.0,37.0,6.0,5.0,31.0,35.0,6.0,7.0,2.0,,,,76.0,44.0,6.9,5.0,0,,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,1.0,1.0,,,,,,,,,,
10382154,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182.0,100,M,887617,EUR,822528000,D,4,4,False,48.0,41.0,16.0,10.0,24.0,27.0,17.0,21.0,10.0,,,,90.0,66.0,7.9,9.0,1,,,4.0,7.0,5.0,1.0,1.0,,,,10.0,1.0,2.0,1.0,1.0,,1.0,,2.0,,True,1.0,1.0,1.0,1.0,,,,,
10382154,home,Excelsior,Nathan Tjoe-A-On,,,tjoe-a-on-nathan,N. Tjoe-A-On,M,24,182.0,7235,M,992651,EUR,1008979200,D,28,28,False,38.0,29.0,5.0,4.0,18.0,20.0,12.0,20.0,5.0,,,,87.0,66.0,6.4,18.0,1,2.0,1.0,,6.0,4.0,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,,1.0,,,,3.0,,,,nathantjoeaon,,,,
10382154,home,Excelsior,Julian Baas,,,julian-baas,J. Baas,M,16,184.0,147,M,1046143,EUR,1018915200,M,33,33,False,29.0,23.0,,,13.0,14.0,11.0,17.0,6.0,,,,90.0,41.0,7.2,8.0,0,2.0,1.0,,3.0,5.0,2.0,,,,,2.0,1.0,4.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,
10382154,home,Excelsior,Adrian Fein,Adrian,Fein,adrian-fein,A. Fein,M,29,187.0,138,M,855846,EUR,921715200,M,5,5,False,39.0,35.0,,,19.0,21.0,17.0,20.0,4.0,,,,90.0,50.0,7.5,5.0,0,2.0,1.0,,4.0,9.0,3.0,,,,,,,6.0,1.0,,1.0,1.0,2.0,1.0,,,1.0,1.0,,,,,,,
10382154,home,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165.0,221,M,987524,EUR,1007769600,M,10,10,False,34.0,23.0,2.0,,5.0,7.0,18.0,31.0,9.0,,,,87.0,68.0,7.1,24.0,4,4.0,,3.0,10.0,14.0,3.0,2.0,,1.0,2.0,1.0,,5.0,3.0,5.0,5.0,1.0,1.0,,,,5.0,4.0,1.0,,,,1.0,,
10382154,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174.0,248,M,916947,EUR,1008633600,M,8,8,False,25.0,18.0,2.0,,4.0,6.0,14.0,19.0,6.0,,,,90.0,37.0,6.7,11.0,2,,,1.0,5.0,2.0,2.0,,,1.0,,,1.0,,,4.0,,2.0,2.0,,,,2.0,2.0,1.0,,,,,1.0,
10382154,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175.0,4625,M,1047395,EUR,1019001600,M,14,14,False,27.0,22.0,3.0,2.0,10.0,11.0,13.0,18.0,6.0,,,,90.0,52.0,6.3,14.0,2,2.0,1.0,1.0,10.0,2.0,3.0,3.0,,2.0,,1.0,,1.0,,2.0,1.0,2.0,1.0,,,,1.0,,,,,,,,
