match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_keyPass,stat_unsuccessfulTouch,stat_totalCross,stat_challengeLost,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_accurateCross,stat_blockedScoringAttempt,stat_dispossessed,stat_goals,stat_totalOffside,stat_punches,stat_clearanceOffLine
12773674,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1779,M,38440,EUR,647395200,G,1,1,False,True,33.0,17.0,20.0,5.0,0.0,13.0,15.0,4.0,18.0,1.0,1.0,3.0,10.0,1.0,2.0,1.0,1.0,90.0,42.0,6.5,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12773674,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1084,M,964191,EUR,931046400,D,35,35,False,,34.0,27.0,8.0,4.0,0.0,21.0,25.0,6.0,9.0,1.0,1.0,7.0,2.0,,,,,90.0,48.0,6.8,7.0,0,4.0,5.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12773674,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1834,M,581302,EUR,837561600,D,4,4,False,,57.0,53.0,3.0,2.0,0.0,43.0,44.0,10.0,13.0,,,9.0,4.0,,,,,90.0,71.0,7.2,4.0,0,2.0,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
12773674,home,Eintracht Frankfurt,Arthur Theate,arthur-theate,A. Theate,D,3,186,2200,M,965778,EUR,959212800,D,3,3,False,,17.0,15.0,,,0.0,11.0,12.0,4.0,5.0,,,1.0,3.0,,,,,15.0,20.0,3.0,3.0,0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
12773674,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179,1794,M,1159759,EUR,1055721600,D,21,21,False,,26.0,16.0,3.0,2.0,0.0,11.0,13.0,5.0,15.0,2.0,5.0,6.0,2.0,,,,,63.0,42.0,6.9,12.0,1,1.0,2.0,,,,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
12773674,home,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2071,M,904994,EUR,974764800,M,26,26,False,,10.0,8.0,,,0.0,5.0,6.0,3.0,4.0,,1.0,,2.0,,,,,25.0,15.0,6.6,4.0,0,,2.0,,,,1.0,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,,,,,
12773674,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4737,M,591706,EUR,800064000,M,15,15,False,,34.0,32.0,2.0,1.0,1.0,12.0,13.0,20.0,21.0,,3.0,1.0,5.0,,,,,90.0,50.0,7.3,4.0,2,1.0,2.0,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,ellyes_skhiri,1.0,1.0,1.0,,,,,,,,,
12773674,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2771,M,1142211,EUR,1088294400,M,16,16,False,,44.0,41.0,2.0,1.0,0.0,24.0,25.0,17.0,19.0,,,3.0,6.0,,,,,90.0,54.0,7.1,3.0,1,,2.0,1.0,4.0,,1.0,,,2.0,,,,,,,,,,1.0,Hugo Larsson,,,,,,,,
12773674,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5880,M,66518,EUR,707529600,M,27,27,False,,40.0,33.0,1.0,1.0,0.0,15.0,17.0,19.0,27.0,,3.0,1.0,4.0,,,,,89.0,52.0,7.1,12.0,1,2.0,4.0,1.0,,,2.0,2.0,4.0,2.0,,1.0,,2.0,,,MarioGotze,1.0,,,,,1.0,1.0,,,,,
12773674,home,Eintracht Frankfurt,Igor Matanović,igor-matanovic,I. Matanović,F,31,197,3233,M,1019321,EUR,1049068800,F,9,9,False,,18.0,12.0,1.0,,0.0,8.0,9.0,4.0,9.0,3.0,5.0,1.0,1.0,,,,,63.0,29.0,6.8,10.0,2,3.0,6.0,1.0,,1.0,,2.0,,1.0,,,,2.0,,,,,,1.0,,,,1.0,1.0,,,,
