match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_interceptionWon,stat_errorLeadToAGoal,stat_aerialLost,stat_onTargetScoringAttempt,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,player_sofascoreId,stat_accurateCross,stat_blockedScoringAttempt,stat_penaltyWon,stat_shotOffTarget,stat_goals,stat_totalOffside,stat_lastManTackle,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_outfielderBlock,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed
12624863,home,Al-Kholood,Marcelo Grohe,marcelo-grohe,M. Grohe,G,43,188.0,626,M,39427,EUR,537494400,G,34,34,False,True,33.0,21.0,25.0,13.0,0.0,14.0,17.0,7.0,16.0,1.0,9.0,1.0,1.0,1.0,2.0,3.0,90.0,41.0,7.1,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624863,home,Al-Kholood,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,24,176.0,23,M,1127819,EUR,823132800,D,24,24,False,,26.0,23.0,1.0,1.0,0.0,12.0,12.0,11.0,17.0,3.0,2.0,,1.0,,,,66.0,40.0,6.8,7.0,0,Abdullah Al-Hawsawi,,3.0,4.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12624863,home,Al-Kholood,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,5,191.0,2266,M,338991,EUR,746841600,D,5,5,False,,28.0,20.0,16.0,9.0,0.0,12.0,14.0,8.0,14.0,2.0,1.0,,,,,,90.0,40.0,6.5,8.0,0,,,,1.0,,,8.0,,,1.0,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12624863,home,Al-Kholood,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,23,189.0,303,M,224456,EUR,710121600,D,23,23,False,,23.0,15.0,7.0,2.0,0.0,13.0,16.0,2.0,7.0,2.0,1.0,,,,,,88.0,28.0,6.7,8.0,1,,,,1.0,,,2.0,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624863,home,Al-Kholood,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,27,176.0,29,M,882132,EUR,850521600,D,27,27,False,,35.0,25.0,11.0,6.0,0.0,14.0,16.0,11.0,20.0,8.0,3.0,,2.0,,,,90.0,66.0,7.0,15.0,0,,,1.0,2.0,,,5.0,3.0,1.0,1.0,,1.0,5.0,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,
12624863,home,Al-Kholood,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184.0,92,M,823476,EUR,822268800,M,96,96,False,,27.0,20.0,13.0,7.0,0.0,7.0,8.0,13.0,19.0,4.0,3.0,,,,,,90.0,34.0,6.6,7.0,0,,,,4.0,1.0,,4.0,,,3.0,,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12624863,home,Al-Kholood,Aliou Dieng,aliou-dieng,A. Dieng,M,23,184.0,13659,M,933780,EUR,876960000,M,15,15,False,,48.0,46.0,3.0,3.0,0.0,18.0,18.0,29.0,32.0,1.0,8.0,,,,,,90.0,66.0,6.9,7.0,0,,,2.0,7.0,,2.0,1.0,,,1.0,,,5.0,,2.0,,3.0,1.0,,alioudieng_18,1.0,,,,,,,,,,,,,,
12624863,home,Al-Kholood,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,22,169.0,198,M,1836904,EUR,1075420800,M,22,22,False,,28.0,24.0,3.0,2.0,0.0,3.0,3.0,22.0,31.0,6.0,2.0,7.0,3.0,,,,89.0,55.0,6.5,21.0,1,Hammam Al-Hammami,,6.0,8.0,,2.0,,2.0,1.0,3.0,1.0,,,,,,4.0,1.0,,,1.0,1.0,,,,,,,,,,,,,
12624863,home,Al-Kholood,Muhammad Sawan,muhammad-sawan,M. Sawan,M,70,170.0,23,M,1549247,EUR,965779200,M,11,11,False,,22.0,18.0,3.0,3.0,0.0,5.0,6.0,14.0,18.0,7.0,4.0,1.0,1.0,,,,90.0,39.0,7.4,7.0,0,Muhammad Sawan,,2.0,6.0,3.0,1.0,,5.0,4.0,3.0,2.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,
12624863,home,Al-Kholood,Myziane Maolida,maolida-myziane,M. Maolida,M,9,180.0,638,M,851262,EUR,918950400,M,9,9,False,,22.0,20.0,1.0,1.0,0.0,7.0,7.0,13.0,16.0,5.0,7.0,2.0,1.0,,,,90.0,45.0,7.3,13.0,4,,,1.0,9.0,,,1.0,1.0,1.0,1.0,,,1.0,,1.0,2.0,10.0,3.0,,,,1.0,,1.0,1.0,2.0,,,,,,,,,
