match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,captain,stat_goals,stat_bigChanceMissed
10382044,home,Vitesse,Kjell Scherpen,kjell-scherpen,K. Scherpen,G,37,205.0,781,M,852394,EUR,948585600,G,16,16,False,30.0,17.0,25.0,12.0,7.0,7.0,10.0,23.0,1.0,1.0,2.0,8.0,3.0,1.0,1.0,90.0,39.0,7.3,15.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382044,home,Vitesse,Carlens Arcus,carlens-arcus,C. Arcus,D,2,180.0,5896,M,794373,EUR,835920000,D,2,2,False,27.0,18.0,2.0,,8.0,8.0,13.0,25.0,,3.0,,6.0,,,,66.0,51.0,6.5,15.0,1,1.0,6.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,
10382044,home,Vitesse,Ryan Flamingo,ryan-flamingo,R. Flamingo,D,6,186.0,1614,M,1046960,EUR,1041292800,D,3,3,False,34.0,30.0,5.0,3.0,20.0,22.0,10.0,12.0,1.0,5.0,3.0,5.0,,,,90.0,51.0,7.1,6.0,0,,,,5.0,2.0,1.0,,,2.0,3.0,2.0,,,1.0,Ryan Flamingo,,1.0,1.0,2.0,1.0,,,,,,,
10382044,home,Vitesse,Nicolas Isimat-Mirin,nicolas-isimat-mirin,N. Isimat-Mirin,D,,189.0,76,M,781556,EUR,690076800,D,29,29,False,24.0,20.0,4.0,2.0,14.0,17.0,6.0,8.0,4.0,6.0,5.0,7.0,,,,90.0,32.0,7.2,5.0,0,,1.0,,6.0,,,,,,1.0,1.0,,2.0,,,,4.0,,,1.0,,,,,,,
10382044,home,Vitesse,Maximilian Wittek,maximilian-wittek,M. Wittek,D,32,173.0,158,M,254125,EUR,808963200,D,32,32,False,33.0,26.0,7.0,3.0,9.0,9.0,19.0,29.0,2.0,9.0,1.0,6.0,,,,90.0,62.0,7.6,12.0,4,,5.0,2.0,3.0,,1.0,,3.0,1.0,3.0,3.0,1.0,1.0,2.0,,,1.0,,,4.0,1.0,,,,,,
10382044,home,Vitesse,Million Manhoef,million-manhoef,M. Manhoef,M,42,179.0,770,M,961677,EUR,1010016000,M,42,42,False,16.0,14.0,,,4.0,4.0,11.0,14.0,1.0,5.0,,5.0,,,,75.0,44.0,7.2,14.0,2,1.0,2.0,1.0,9.0,,5.0,,,1.0,2.0,1.0,3.0,1.0,3.0,,,1.0,2.0,,2.0,1.0,1.0,1.0,1.0,,,
10382044,home,Vitesse,Melle Meulensteen,melle-meulensteen,M. Meulensteen,M,21,185.0,201,M,891795,EUR,931046400,M,20,20,False,47.0,41.0,4.0,1.0,15.0,16.0,26.0,32.0,3.0,10.0,1.0,16.0,,,,84.0,63.0,7.4,9.0,1,,1.0,,4.0,2.0,2.0,2.0,,,4.0,4.0,1.0,2.0,1.0,,,,1.0,,1.0,,,1.0,,,,
10382044,home,Vitesse,Marco van Ginkel,marco-van-ginkel,M. van Ginkel,F,,186.0,361,M,112794,EUR,723168000,M,15,15,False,29.0,22.0,1.0,1.0,6.0,9.0,16.0,20.0,1.0,5.0,1.0,1.0,,,,90.0,39.0,7.2,8.0,2,,,,1.0,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,
10382044,home,Vitesse,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182.0,3151,M,984602,EUR,1066262400,M,17,17,False,19.0,14.0,1.0,,3.0,3.0,11.0,17.0,1.0,6.0,1.0,2.0,,,,75.0,32.0,7.0,9.0,1,,1.0,,3.0,2.0,4.0,4.0,,,,,2.0,1.0,2.0,,,,1.0,,1.0,,,1.0,,,,
10382044,home,Vitesse,Matúš Bero,matus-bero,M. Bero,M,19,181.0,413,M,187207,EUR,810345600,F,21,21,False,31.0,21.0,1.0,1.0,10.0,10.0,11.0,22.0,1.0,5.0,,6.0,,,,90.0,44.0,7.1,14.0,2,,1.0,,4.0,1.0,,,,,3.0,1.0,2.0,,1.0,,,2.0,1.0,,1.0,2.0,,,1.0,True,,
