match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_ownGoals,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_keyPass,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_penaltyWon,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_penaltyMiss,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_goalAssist,stat_bigChanceCreated
10385548,home,Brentford,David Raya,david-raya,D. Raya,G,1,183,26174,M,d_raya1,581310,EUR,811123200,G,1,1,False,36.0,19.0,30.0,13.0,7.0,12.0,12.0,24.0,1.0,7.0,1.0,1.0,3.0,3.0,90.0,44.0,6.2,17.0,0.00698197,0,-1.0061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,,966869,EUR,1023667200,D,2,2,False,13.0,10.0,2.0,,6.0,9.0,4.0,4.0,5.0,6.0,,2.0,,,73.0,21.0,6.4,4.0,0.00186716,0,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Pontus Jansson,pontus-jansson,P. Jansson,D,18,194,318,M,,55123,EUR,666403200,D,18,18,False,3.0,2.0,,,1.0,2.0,1.0,1.0,2.0,,,,,,16.0,8.0,6.8,2.0,0.00215846,2,,1.0,,,,,,,True,1.0,2.0,1.0,1.0,0.2201,0.2922,,,,,,,,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,,855864,EUR,738633600,D,5,5,False,19.0,13.0,3.0,3.0,12.0,14.0,1.0,5.0,11.0,4.0,,2.0,,,90.0,33.0,7.3,8.0,0.134062,0,,3.0,,,4.0,3.0,2.0,,,2.0,5.0,,,,,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,,137774,EUR,622339200,D,16,16,False,21.0,19.0,,,15.0,16.0,4.0,5.0,1.0,7.0,,,,,82.0,29.0,6.5,2.0,0.00078117,1,,4.0,,,1.0,1.0,,,,3.0,,1.0,,0.0716,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,,599128,EUR,868320000,D,3,3,False,21.0,16.0,1.0,,9.0,10.0,8.0,13.0,9.0,8.0,,4.0,,,90.0,39.0,7.2,10.0,0.200663,0,,5.0,4.0,3.0,1.0,1.0,1.0,,,2.0,1.0,,,,,,1.0,,1.0,1.0,,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10385548,home,Brentford,Joshua Dasilva,joshua-dasilva,J. D. Silva,M,10,184,464,M,,856260,EUR,909100800,M,10,10,False,17.0,11.0,2.0,2.0,4.0,6.0,7.0,12.0,4.0,3.0,,1.0,,,74.0,33.0,6.2,12.0,0.00986398,0,,5.0,3.0,1.0,2.0,2.0,2.0,1.0,,1.0,,,,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
10385548,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,,135256,EUR,763257600,M,6,6,False,29.0,23.0,2.0,1.0,13.0,18.0,10.0,11.0,4.0,3.0,,1.0,,,81.0,43.0,6.2,9.0,0.00795138,1,,7.0,2.0,1.0,,,1.0,3.0,,,2.0,,,0.0721,,2.0,2.0,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
10385548,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,,799251,EUR,820454400,M,8,8,False,37.0,32.0,6.0,2.0,14.0,14.0,25.0,34.0,3.0,2.0,,,,,90.0,67.0,7.6,16.0,0.680838,1,,2.0,1.0,,3.0,2.0,1.0,,,1.0,,,,0.0291,,,1.0,,,5.0,,,11.0,7.0,,,1.0,,,,,,,,,,,,,
10385548,home,Brentford,Ivan Toney,ivan-toney,I. Toney,F,17,185,12673,M,ivantoney,290927,EUR,826934400,F,17,17,False,17.0,12.0,,,3.0,4.0,10.0,18.0,15.0,2.0,,2.0,,,90.0,46.0,7.5,15.0,0.043315,6,,7.0,2.0,1.0,1.0,1.0,4.0,,,4.0,11.0,2.0,4.0,2.1694,2.0734,1.0,2.0,1.0,,,,,5.0,1.0,1.0,,,1.0,1.0,2.0,1.0,,,,,,,,,
10385548,home,Brentford,Kevin Schade,kevin-schade,K. Schade,M,7,183,3191,M,,1006387,EUR,1006819200,F,9,9,False,11.0,8.0,,,4.0,4.0,4.0,9.0,5.0,4.0,,1.0,,,90.0,26.0,6.8,11.0,0.00279224,0,,8.0,4.0,1.0,2.0,2.0,2.0,3.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,2.0,,,1.0,,,,,,,,,,,,,,
10385548,home,Brentford,Zanka,zanka,Zanka,D,,189,466,M,,26404,EUR,640828800,D,13,13,True,21.0,18.0,2.0,1.0,11.0,12.0,7.0,10.0,,4.0,,,,,74.0,31.0,6.2,4.0,0.00180156,0,,2.0,,,,,,,,2.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,M,19,19,True,8.0,5.0,1.0,,,1.0,5.0,8.0,1.0,1.0,,,,,17.0,18.0,6.0,9.0,0.0223192,1,,7.0,4.0,,,,,1.0,,1.0,1.0,,1.0,0.0111,0.0113,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,
10385548,home,Brentford,Shandon Baptiste,shandon-baptiste,S. Baptiste,M,26,180,115,M,,892111,EUR,891993600,M,26,26,True,9.0,9.0,2.0,2.0,4.0,4.0,5.0,7.0,,,,,,,16.0,15.0,6.6,4.0,0.00330797,0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,,814873,EUR,894758400,M,27,27,True,8.0,7.0,,,5.0,6.0,2.0,2.0,,1.0,,,,,9.0,8.0,6.6,1.0,0.0191825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,yowissa,805123,EUR,841708800,M,11,11,True,3.0,2.0,,,1.0,2.0,1.0,1.0,1.0,1.0,,,,,8.0,6.0,6.6,2.0,0.00744622,0,,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Thomas Strakosha,thomas-strakosha,T. Strakosha,G,1,191,1714,M,,227212,EUR,795571200,G,22,22,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Mads Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,,826057,EUR,930182400,D,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Mads,Roerslev,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Saman Ghoddos,saman-ghoddos,S. Ghoddos,M,7,177,2079,M,,548050,EUR,747273600,F,14,14,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385548,home,Brentford,Mikkel Damsgaard,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,,907072,EUR,962582400,M,24,24,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
