match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_aerialWon,stat_totalContest,stat_totalOffside,captain,stat_totalCross,stat_accurateCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotValueNormalized,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,player_sofascoreId,stat_wonContest,stat_hitWoodwork,stat_goals,stat_bigChanceMissed
14429533,home,Al-Taawoun,Abdulquddus Atiah,abdulquddus-atiah,A. Atiah,G,13,183.0,100,M,925459,EUR,857174400,G,13,13,False,15.0,9.0,6.0,1.0,0.0,8.0,11.0,1.0,4.0,2.0,4.0,4.0,1.0,5.0,2.0,90.0,23.0,5.8,6.0,6.597e-05,0.2348,0,-1.548,-0.03,-0.01,-0.54,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Mohammed Mahzari,mohammed-mahzari,M. Mahzari,D,5,178.0,49,M,1092809,EUR,1021766400,D,5,5,False,45.0,39.0,8.0,5.0,0.0,24.0,29.0,15.0,16.0,2.0,6.0,,,,,90.0,60.0,5.3,8.0,0.0161622,,0,,0.08,0.07,-1.0,,Mohammed Mahzari,,5.0,1.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186.0,274,M,794836,EUR,698284800,D,3,3,False,30.0,26.0,10.0,6.0,0.0,16.0,16.0,10.0,14.0,8.0,3.0,,,,,90.0,44.0,6.1,4.0,0.00343684,,0,,0.11,0.05,-0.46,,,,2.0,1.0,1.0,,2.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Waleed Al-Ahmed,waleed-al-ahmed,W. Al-Ahmed,D,23,189.0,197,M,978400,EUR,925689600,D,23,23,False,38.0,30.0,13.0,6.0,0.0,22.0,23.0,8.0,15.0,2.0,3.0,,,,,90.0,45.0,5.9,9.0,0.0032924,,0,,0.1,0.06,-0.67,,,,,2.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Renné Rivas,rivas-renne,R. Rivas,D,18,178.0,311,M,973568,EUR,1048204800,D,16,16,False,39.0,27.0,5.0,1.0,0.0,19.0,24.0,8.0,15.0,,4.0,,,,,90.0,56.0,5.3,14.0,0.00370406,,0,,-0.03,0.07,-1.0,,,,3.0,3.0,2.0,,2.0,1.0,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,8,8,False,24.0,22.0,1.0,1.0,0.0,19.0,20.0,3.0,4.0,,2.0,,,,,74.0,30.0,6.1,5.0,0.00180851,,0,,-0.02,-0.03,0.25,,,,6.0,,,1.0,,,,,1.0,,,1.0,,4.0,,1.0,1.0,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,52.0,45.0,4.0,,0.0,31.0,32.0,14.0,20.0,2.0,5.0,,,,,90.0,62.0,6.2,10.0,0.00668452,,0,,-0.01,0.04,-0.36,,,,5.0,3.0,4.0,,,1.0,,,,2.0,2.0,1.0,,,,1.0,,True,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Abduleallah Hawsawi,abduleallah-hawsawi,A. Hawsawi,M,77,170.0,210,M,1533745,EUR,991440000,M,77,77,False,25.0,21.0,5.0,2.0,0.0,10.0,11.0,11.0,14.0,1.0,2.0,,,,,63.0,34.0,6.5,7.0,0.00980587,,0,,-0.01,0.09,-0.06,,Abduleallah Hawsawi,,3.0,3.0,,2.0,1.0,,,,,3.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Mohammed Al-Kuwaykibi,mohammed-al-kuwaykibi,M. Al-Kuwaykibi,F,7,168.0,101,M,847233,EUR,786326400,F,7,7,False,11.0,8.0,2.0,1.0,0.0,4.0,6.0,4.0,5.0,,3.0,,,,,58.0,16.0,6.4,6.0,0.124011,,1,,0.13,0.28,-0.13,,,,6.0,,3.0,1.0,,,3.0,,,,,1.0,,2.0,,,2.0,,2.0,1.0,1.0,0.0184,-0.12,,,,,,,,,
14429533,home,Al-Taawoun,Roger Martínez,roger-martinez,R. Martínez,F,10,180.0,2161,M,344243,EUR,772329600,F,10,10,False,5.0,4.0,,,0.0,4.0,4.0,,1.0,,,,,,,58.0,12.0,6.2,4.0,0.00010762,,2,,-0.04,0.06,-0.01,,,,5.0,2.0,,2.0,,,,,,,,1.0,,3.0,2.0,,,,,,1.0,0.076,-0.45,1.0,,,,,,,,
14429533,home,Al-Taawoun,Musa Barrow,musa-barrow,M. Barrow,F,99,183.0,3277,M,916680,EUR,911001600,F,99,99,False,25.0,21.0,2.0,1.0,0.0,7.0,7.0,14.0,18.0,,,,,,,74.0,40.0,6.7,13.0,0.267119,,1,,0.22,0.12,0.13,,,,3.0,1.0,,2.0,,,,1.0,,1.0,1.0,3.0,,,,,,,3.0,,,0.0224,0.01,,1.0,0.0284,,,,,,
14429533,home,Al-Taawoun,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,F,27,27,True,9.0,8.0,,,0.0,3.0,3.0,5.0,6.0,,,,,,,32.0,13.0,6.5,2.0,0.00108385,,0,,-0.08,0.08,0.14,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Abdulfattah Adam Mohammed,abdulfattah-adam-mohammed,A. A. Mohammed,F,77,180.0,85,M,952442,EUR,788918400,F,9,9,True,8.0,7.0,,,0.0,5.0,6.0,2.0,2.0,,1.0,,,,,32.0,9.0,6.1,2.0,0.00474841,,0,,-0.03,-0.35,0.13,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Fahad Bin Jumayah,fahad-bin-jumayah,F. B. Jumayah,D,14,170.0,22,M,893514,EUR,800064000,M,14,14,True,10.0,8.0,1.0,1.0,0.0,3.0,4.0,5.0,6.0,,2.0,,,,,27.0,20.0,7.1,6.0,0.252751,,0,,0.35,0.04,-0.03,,,,2.0,4.0,,1.0,,2.0,,,,2.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,
14429533,home,Al-Taawoun,Muteb Al-Mufarrij,muteb-almufarrij,M. Al-Mufarrij,D,32,181.0,105,M,847379,EUR,840412800,D,32,32,True,7.0,6.0,,,0.0,3.0,4.0,3.0,3.0,,,,,,,16.0,9.0,6.5,1.0,0.00069168,,0,,0.01,,-0.04,,,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Mohammed Al Aqal,mohammed-al-aqal,M. A. Aqal,M,90,182.0,24,M,1127133,EUR,949881600,F,17,17,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,,,16.0,8.0,6.6,4.0,0.00015862,,0,,-0.05,0.03,-0.01,,Mohammed Al Aqal,,1.0,2.0,,,,,,1.0,,1.0,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429533,home,Al-Taawoun,Moustapha Sémbène,moustapha-sembene,M. Sémbène,D,24,,66,M,1927680,EUR,898473600,D,24,24,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Moustapha Sémbène,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
