match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_expectedGoals,stat_shotOffTarget,stat_errorLeadToAShot,stat_wasFouled,captain,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_wonTackle,player_sofascoreId,stat_expectedGoalsOnTarget,stat_clearanceOffLine,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_hitWoodwork
11369472,home,Granada,Augusto Batalla,augusto-batalla,A. Batalla,G,13,186,1488,M,358910,EUR,830822400,G,25,25,False,48.0,40.0,16.0,8.0,38.0,39.0,2.0,9.0,1.0,1.0,1.0,9.0,1.0,4.0,4.0,90.0,61.0,7.4,8.0,0.00050528,0,0.7857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369472,home,Granada,Ricard Sánchez,ricard-sanchez,R. Sánchez,D,2,175,157,M,986726,EUR,951177600,D,12,12,False,32.0,27.0,3.0,3.0,10.0,10.0,18.0,29.0,2.0,1.0,1.0,5.0,,,,85.0,56.0,7.1,12.0,0.0517718,0,,,,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11369472,home,Granada,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,923000,EUR,936921600,D,2,2,False,64.0,58.0,6.0,2.0,38.0,41.0,20.0,23.0,4.0,1.0,1.0,5.0,,,,90.0,77.0,7.2,7.0,0.0156784,1,,,,,,1.0,1.0,2.0,,1.0,,,1.0,1.0,1.0,2.0,0.0766,,,,,,,,,,,,,,,,,
11369472,home,Granada,Ignasi Miquel,ignasi-miquel,I. Miquel,D,5,189,102,M,144606,EUR,717638400,D,14,14,False,76.0,69.0,5.0,2.0,60.0,64.0,9.0,12.0,1.0,,,2.0,,,,90.0,84.0,6.5,7.0,0.100293,1,,,,,,,2.0,3.0,1.0,,1.0,,1.0,,,,0.0739,1.0,1.0,1.0,,,,,,,,,,,,,,
11369472,home,Granada,Carlos Neva,neva-carlos,C. Neva,D,21,174,128,M,914178,EUR,834537600,D,15,15,False,58.0,49.0,7.0,1.0,28.0,34.0,21.0,28.0,4.0,2.0,1.0,6.0,,,,90.0,84.0,6.6,17.0,0.0261273,0,,,,4.0,,,3.0,4.0,,2.0,,,,,,,,,,3.0,True,1.0,1.0,,,,,,,,,,,
11369472,home,Granada,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,23,23,False,45.0,41.0,4.0,3.0,25.0,27.0,20.0,25.0,2.0,,,2.0,,,,80.0,61.0,7.3,7.0,0.263153,2,,,,7.0,4.0,,3.0,2.0,,,1.0,2.0,1.0,,,1.0,0.0653,2.0,,1.0,,1.0,,,,,,,,,,,,
11369472,home,Granada,Sergio Ruiz Alonso,sergio-ruiz-alonso,S. R. Alonso,M,20,171,83,M,857227,EUR,787536000,M,20,20,False,79.0,75.0,3.0,3.0,42.0,43.0,33.0,36.0,4.0,,,5.0,,,,90.0,90.0,7.1,5.0,0.0195375,2,,,,,,1.0,3.0,1.0,1.0,,1.0,,1.0,,,2.0,0.0714,,,1.0,,,1.0,2.0,1.0,,,,,,,,,
11369472,home,Granada,Gonzalo Villar,gonzalo-villar,G. Villar,M,12,181,1019,M,914765,EUR,890611200,M,24,24,False,73.0,62.0,3.0,1.0,29.0,31.0,34.0,43.0,9.0,1.0,1.0,8.0,,,,90.0,89.0,7.6,13.0,0.143384,3,,,,1.0,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,,,5.0,0.0963,2.0,,1.0,,,1.0,1.0,4.0,,,,,,,,,
11369472,home,Granada,Bryan Zaragoza,bryan-zaragoza,B. Zaragoza,F,97,165,5285,M,1084730,EUR,999993600,F,26,26,False,27.0,19.0,2.0,1.0,6.0,6.0,16.0,27.0,5.0,4.0,2.0,1.0,,,,80.0,46.0,7.0,16.0,0.0962768,1,,,,6.0,3.0,,3.0,,,1.0,1.0,,,,,1.0,0.0242,1.0,,2.0,,,,,1.0,bryanzaragoza,,,,,,,,
11369472,home,Granada,Lucas Boyé,lucas-boye,L. Boyé,F,15,183,1345,M,814385,EUR,825465600,F,7,7,False,28.0,20.0,2.0,1.0,6.0,9.0,15.0,21.0,8.0,3.0,1.0,4.0,,,,90.0,55.0,7.1,20.0,0.133785,1,,,,2.0,1.0,2.0,10.0,2.0,,5.0,4.0,4.0,2.0,,,3.0,0.0338,1.0,,2.0,,,4.0,,3.0,,,,,,,,,
