match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_unsuccessfulTouch,stat_possessionLostCtrl,stat_keyPass,captain,stat_blockedScoringAttempt,stat_totalTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_goalAssist,stat_dispossessed,stat_shotOffTarget,stat_wonTackle,stat_totalContest,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_punches
11352431,home,Manchester City,Erling Haaland,erling-haaland,E. Haaland,F,9,194,843810,M,EHaaland,839956,EUR,964137600,F,9,9,False,12.0,12.0,,,3.0,3.0,9.0,10.0,,,,,,,90.0,26.0,8.7,0.105847,4,,1.0,1.0,1.0,4.0,4.0,,2.0,5.0,2.0,,1.0,,1.0,1.0,0.6785,,1.0,1.0,,3.0,,,,,,2.0,2.0,0.7854,2.0,,,,
11352431,home,Manchester City,Kyle Walker,kyle-walker,K. Walker,D,2,183,26779,M,KyleWalker2,44614,EUR,643852800,D,2,2,True,37.0,32.0,3.0,1.0,16.0,18.0,16.0,21.0,,1.0,,,,,33.0,41.0,6.9,0.023114,0,,2.0,,,1.0,,,,7.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,
11352431,home,Manchester City,Kevin De Bruyne,kevin-de-bruyne,K. De Bruyne,M,11,181,317675,M,KDB,70996,EUR,678067200,M,17,17,True,24.0,20.0,1.0,1.0,6.0,7.0,14.0,21.0,,4.0,,,,,33.0,33.0,6.9,0.0271704,1,,4.0,,,4.0,1.0,,,9.0,1.0,,,1.0,,1.0,0.2061,1.0,,1.0,1.0,1.0,,,2.0,,,,,,,1.0,1.0,,
11352431,home,Manchester City,Bernardo Silva,bernardo-silva,B. Silva,M,20,173,62967,M,BSilva,331209,EUR,776476800,M,20,20,True,17.0,16.0,,,7.0,7.0,9.0,10.0,,,,,,,13.0,20.0,6.9,0.0064731,0,,,,,,3.0,,,1.0,,,,2.0,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,
11352431,home,Manchester City,Jack Grealish,jack-grealish,J. Grealish,M,18,180,58418,M,JGrealish,189061,EUR,810691200,M,10,10,True,17.0,17.0,2.0,2.0,6.0,6.0,11.0,11.0,,,,,,,14.0,20.0,6.7,0.0515965,0,,,,,2.0,1.0,,,2.0,1.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,
11352431,home,Manchester City,Stefan Ortega,stefan-ortega,S. Ortega,G,27,186,11850,M,stefan.ortega1,125274,EUR,721008000,G,18,18,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352431,home,Manchester City,Rico Lewis,rico-lewis,R. Lewis,D,82,170,17497,M,Rico_Lewis,1136731,EUR,1100995200,D,82,82,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Rico Lewis,,,,,,,,,,,,
11352431,home,Manchester City,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50085,M,JGvardiol,964994,EUR,1011744000,D,24,24,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352431,home,Manchester City,Oscar Bobb,oscar-bobb,O. Bobb,M,14,174,21551,M,oscarbobb,1065216,EUR,1057968000,M,52,52,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Oscar Bobb,,,,,,,,,,,,
11352431,home,Manchester City,Jacob Wright,wright-jacob,J. Wright,M,16,178,1346,M,,1402922,EUR,1127260800,M,56,56,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Jacob Wright,,,,,,,,,,,,
11352431,away,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,41.0,25.0,19.0,3.0,23.0,24.0,2.0,17.0,2.0,9.0,1.0,1.0,1.0,1.0,90.0,48.0,6.2,0.00096975,0,-1.0049,,,1.0,,1.0,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0
11352431,away,Everton,Ben Godfrey,ben-godfrey,B. Godfrey,D,14,183,614,M,,754698,EUR,884822400,D,22,22,False,9.0,4.0,3.0,,2.0,5.0,2.0,4.0,3.0,2.0,,,,,56.0,28.0,7.0,0.00114525,1,,,1.0,1.0,4.0,3.0,,1.0,8.0,,,,1.0,1.0,,0.1992,,,,,,,,3.0,2.0,,,1.0,0.2205,,,,,
11352431,away,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,37.0,32.0,6.0,4.0,27.0,29.0,5.0,8.0,8.0,2.0,,,,,90.0,57.0,7.0,0.00364711,0,,,,2.0,3.0,5.0,1.0,1.0,7.0,,True,,1.0,1.0,1.0,,,,,1.0,2.0,,,1.0,2.0,,1.0,,,,,,,
11352431,away,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,36.0,28.0,5.0,1.0,24.0,27.0,4.0,9.0,5.0,3.0,,,,,90.0,50.0,6.8,0.00093171,0,,,,,2.0,6.0,,1.0,9.0,,,,4.0,1.0,1.0,,,,,2.0,1.0,,,1.0,2.0,,1.0,,,,,,,
11352431,away,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,31.0,25.0,4.0,1.0,17.0,20.0,8.0,11.0,3.0,2.0,,,,,90.0,47.0,6.2,0.0040859,0,,,3.0,,6.0,2.0,,,7.0,,,,,,3.0,,,,,,2.0,,,,,,2.0,,,,,,,
11352431,away,Everton,Idrissa Gueye,idrissa-gueye,I. Gueye,M,27,174,21481,M,iganagueye,106337,EUR,622771200,M,27,27,False,19.0,17.0,,,10.0,10.0,7.0,9.0,,4.0,,,,,89.0,32.0,6.7,0.00879452,0,,,,,5.0,7.0,1.0,1.0,5.0,1.0,,,6.0,1.0,2.0,,,,,5.0,2.0,,,1.0,,,,,,,,,,
11352431,away,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,23.0,20.0,2.0,1.0,14.0,15.0,6.0,8.0,5.0,4.0,,,,,90.0,40.0,7.0,0.00652189,0,,,1.0,,2.0,6.0,2.0,1.0,4.0,1.0,,,5.0,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,
11352431,away,Everton,Ashley Young,ashley-young,A. Young,D,15,180,1712,M,,10589,EUR,489715200,M,18,18,False,11.0,6.0,2.0,2.0,4.0,5.0,2.0,8.0,2.0,3.0,,,,,78.0,22.0,6.3,0.00156035,0,,2.0,,,4.0,1.0,1.0,1.0,10.0,,,,1.0,,1.0,,,,,,2.0,,,1.0,,,,,,,,,,
11352431,away,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,M,11,11,False,18.0,13.0,2.0,1.0,4.0,5.0,9.0,13.0,,6.0,,,,,90.0,25.0,6.7,0.00383345,1,,,1.0,,2.0,1.0,2.0,1.0,7.0,1.0,,,,,,0.0325,,,1.0,,2.0,,,,,,1.0,,,,,,,
11352431,away,Everton,Dwight McNeil,dwight-mcneil,D. McNeil,M,7,183,1973,M,,935543,EUR,943228800,M,7,7,False,24.0,24.0,2.0,2.0,16.0,16.0,10.0,12.0,1.0,6.0,,,,,88.0,38.0,7.1,0.178185,1,,4.0,,,3.0,2.0,,,3.0,1.0,,1.0,1.0,,,0.0257,,1.0,,1.0,1.0,Dwight,McNeil,2.0,2.0,2.0,1.0,,,,,,,
11352431,away,Everton,Dominic Calvert-Lewin,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,CalvertLewin14,372344,EUR,858470400,F,9,9,False,17.0,5.0,,,2.0,7.0,3.0,10.0,3.0,1.0,,,,,77.0,27.0,6.7,0.00045957,2,,,5.0,4.0,7.0,5.0,,,13.0,,,,,1.0,1.0,0.0612,,,2.0,,1.0,,,,1.0,,,,,,,,,
11352431,away,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,,76632,EUR,592531200,D,23,23,True,11.0,7.0,2.0,,3.0,6.0,4.0,7.0,1.0,2.0,,,,,34.0,24.0,6.2,0.00204341,0,,2.0,,,3.0,2.0,1.0,,8.0,,,,2.0,,,,,2.0,,2.0,,,,1.0,,,,,,,,,,
11352431,away,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,True,14.0,14.0,2.0,2.0,10.0,10.0,4.0,4.0,,,,,,,12.0,16.0,6.6,0.00110663,0,,,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
11352431,away,Everton,Beto,beto,Beto,F,9,194,3398,M,,987489,EUR,886204800,F,14,14,True,1.0,1.0,,,,,1.0,1.0,,,,,,,13.0,1.0,6.4,0.00035523,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
11352431,away,Everton,Lewis Dobbin,lewis-dobbin,L. Dobbin,F,17,175,462,M,,998832,EUR,1041552000,F,61,61,True,2.0,1.0,,,1.0,2.0,,,,3.0,,,,,13.0,6.0,6.3,2.757e-05,0,,,,,2.0,,,,4.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,
11352431,away,Everton,Youssef Chermiti,youssef-chermiti,Y. Chermiti,F,9,192,1739,M,,1145627,EUR,1085356800,F,28,28,True,,,,,,,,,,,,,,,12.0,,6.4,,0,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
11352431,away,Everton,João Virgínia,joao-virginia,J. Virgínia,G,12,191,815,M,,930666,EUR,939513600,G,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,João,Virgínia,,,,,,,,,,,
11352431,away,Everton,Nathan Patterson,patterson-nathan,N. Patterson,D,2,189,661,M,,1020141,EUR,1003190400,D,2,2,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Nathan,Patterson,,,,,,,,,,,
11352431,away,Everton,Michael Keane,michael-keane,M. Keane,D,5,188,1573,M,,110846,EUR,726710400,D,5,5,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352431,away,Everton,Mackenzie Hunt,mackenzie-hunt,M. Hunt,M,21,173,53,M,,929717,EUR,1005696000,M,58,58,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
