match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,captain,stat_interceptionWon,stat_duelLost,stat_fouls,stat_aerialLost,stat_challengeLost,stat_totalContest,player_firstName,player_lastName,stat_wonContest,stat_shotOffTarget,stat_totalOffside,stat_onTargetScoringAttempt,stat_goals,player_sofascoreId,stat_dispossessed,stat_blockedScoringAttempt,stat_bigChanceMissed
10438056,home,FC Arouca,Emilijus Zubas,emilijus-zubas,E. Zubas,G,195,22,M,52011,EUR,647568000,G,1,1,False,33.0,22.0,27.0,16.0,11.0,13.0,11.0,20.0,1.0,7.0,1.0,1.0,1.0,2.0,90.0,42.0,6.4,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438056,home,FC Arouca,Tiago Esgaio,tiago-esgaio,T. Esgaio,D,175,68,M,863637,EUR,807235200,D,28,28,False,39.0,20.0,15.0,4.0,12.0,21.0,9.0,21.0,5.0,7.0,1.0,,,,90.0,62.0,7.3,26.0,0,28,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
10438056,home,FC Arouca,João Basso,joao-basso,J. Basso,D,189,677,M,850955,EUR,853113600,D,13,13,False,26.0,24.0,3.0,2.0,16.0,16.0,8.0,10.0,10.0,5.0,3.0,,,,90.0,45.0,7.1,5.0,0,13,,,,3.0,,6.0,,4.0,2.0,2.0,,True,1.0,,,,,,,,,,,,,,,,
10438056,home,FC Arouca,Jerome Opoku,opoku-jerome,J. Opoku,D,194,1396,M,920514,EUR,908323200,D,3,3,False,19.0,16.0,4.0,1.0,14.0,15.0,2.0,4.0,4.0,3.0,,,,,84.0,33.0,6.5,3.0,0,3,,,,2.0,,5.0,,2.0,1.0,,,,4.0,2.0,2.0,,,,,,,,,,,,,,
10438056,home,FC Arouca,Mateus Quaresma,mateus-quaresma,M. Quaresma,D,181,70,M,874360,EUR,840672000,D,6,6,False,23.0,15.0,5.0,1.0,10.0,11.0,5.0,13.0,3.0,2.0,2.0,,,,90.0,43.0,6.3,16.0,0,66,,1.0,,,,2.0,,1.0,,3.0,1.0,,2.0,3.0,,1.0,1.0,1.0,,,,,,,,,,,
10438056,home,FC Arouca,Ismaila Soro,ismaila-soro,I. Soro,M,173,157,M,892808,EUR,894499200,M,23,23,False,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,,,,10.0,4.0,3.0,,0,19,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
10438056,home,FC Arouca,André Bukia,andre-bukia,A. Bukia,M,173,93,M,798904,EUR,794188800,M,7,7,False,12.0,11.0,2.0,1.0,3.0,3.0,8.0,9.0,3.0,5.0,,,,,78.0,28.0,6.2,8.0,1,95,,,,,,,,1.0,1.0,4.0,,,1.0,8.0,1.0,3.0,1.0,5.0,,,2.0,1.0,1.0,,,,,,
10438056,home,FC Arouca,Alan Ruiz,alan-ruiz,A. Ruiz,M,181,154,M,158255,EUR,745718400,M,10,10,False,32.0,25.0,4.0,4.0,13.0,14.0,13.0,20.0,7.0,5.0,3.0,,,,78.0,48.0,7.0,9.0,1,,,2.0,1.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,1.0,9.0,4.0,4.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,
10438056,home,FC Arouca,David Simão,david-simao,D. Simão,M,183,75,M,54672,EUR,642729600,M,5,5,False,26.0,19.0,2.0,2.0,12.0,13.0,7.0,15.0,6.0,5.0,2.0,,,,89.0,42.0,6.8,12.0,0,8,,2.0,,,,2.0,,2.0,1.0,2.0,,,1.0,3.0,1.0,1.0,1.0,2.0,,,2.0,,,,,,,,
10438056,home,FC Arouca,Arsénio Nunes,arsenio-nunes,A. Nunes,F,180,45,M,252087,EUR,620438400,M,8,8,False,22.0,15.0,2.0,2.0,9.0,10.0,6.0,13.0,2.0,2.0,1.0,,,,65.0,27.0,6.7,8.0,0,12,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,
10438056,home,FC Arouca,Rafa Mújica,rafa-mujica,R. Mújica,F,183,746,M,845424,EUR,909619200,F,19,19,False,13.0,10.0,,,6.0,7.0,4.0,6.0,4.0,1.0,1.0,,,,78.0,32.0,7.3,9.0,2,19,,,,1.0,,,,,,6.0,,,1.0,5.0,,5.0,,2.0,,,2.0,1.0,,1.0,1.0,,,,
10438056,home,FC Arouca,Antony Alves,antony-alves,A. Alves,M,178,335,M,1105971,EUR,999907200,F,11,11,True,8.0,5.0,,,,2.0,5.0,6.0,,3.0,,,,,25.0,15.0,6.6,6.0,1,11,,,,,,,,,,3.0,,,1.0,,,,,,Antony,,,1.0,,,,,,,
10438056,home,FC Arouca,Vitinho,vitinho,Vitinho,M,175,86,M,905462,EUR,946944000,M,43,43,True,6.0,4.0,,,1.0,2.0,4.0,7.0,1.0,1.0,,,,,12.0,12.0,6.9,4.0,0,,,3.0,1.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,
10438056,home,FC Arouca,Morlaye Sylla,morlaye-sylla,M. Sylla,M,170,6425,M,822492,EUR,901497600,M,2,2,True,8.0,6.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,2.0,,,,,12.0,15.0,6.5,7.0,0,2,,2.0,,,,,,,,1.0,,,,1.0,1.0,,,1.0,,,1.0,,,,,morlayesylla2,,,
10438056,home,FC Arouca,Bruno Marques,bruno-marques,Bruno Marques,F,194,113,M,978517,EUR,919641600,F,9,9,True,3.0,1.0,,,,,1.0,3.0,3.0,,,,,,12.0,8.0,6.4,5.0,1,22,,,,3.0,,,,,,,,,,6.0,,3.0,,1.0,,,,1.0,2.0,,,,2.0,,
10438056,home,FC Arouca,Oriol Busquets,oriol-busquets,O. Busquets,M,185,483,M,817621,EUR,916790400,M,14,14,True,5.0,4.0,,,2.0,2.0,2.0,3.0,,2.0,,,,,11.0,5.0,6.4,1.0,0,66,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
10438056,home,FC Arouca,Ignacio de Arruabarrena,ignacio-de-arruabarrena,I. d. Arruabarrena,G,186,301,M,789933,EUR,853372800,G,12,12,True,,,,,,,,,,,,,,,,,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438056,home,FC Arouca,Nino Galović,nino-galovic,N. Galović,D,184,65,M,161431,EUR,710380800,D,44,44,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438056,home,FC Arouca,Bogdan Milovanov,bogdan-milovanov,B. Milovanov,D,178,86,M,914162,EUR,892944000,D,21,21,True,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438056,home,FC Arouca,Yaw Moses,yaw-moses,Y. Moses,M,170,71,M,892757,EUR,930787200,M,17,17,True,,,,,,,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438056,away,Boavista,César Dutra,cesar-dutra,C. Dutra,G,194,270,M,158269,EUR,696470400,G,12,12,False,16.0,9.0,8.0,1.0,9.0,11.0,,5.0,1.0,4.0,,2.0,,,90.0,22.0,6.3,7.0,0,1,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
