match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_hitWoodwork,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_totalOffside,captain,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,player_firstName,player_lastName,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11369303,home,Real Madrid,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188.0,26145,M,KepaA,232422,EUR,781142400,G,25,25,False,28.0,21.0,6.0,1.0,21.0,25.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,33.0,6.6,7.0,0.0,0.0,8.01e-05,0,-0.5019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369303,home,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173.0,154229,M,DaniCarvajal,138572,EUR,695088000,D,2,2,False,65.0,54.0,2.0,1.0,20.0,23.0,45.0,9.0,,6.0,,,,76.0,87.0,6.7,18.0,0.0303,0.0,0.0466273,1,,34.0,3.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369303,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191.0,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,84.0,75.0,7.0,4.0,41.0,42.0,42.0,6.0,,1.0,,,,90.0,95.0,6.9,11.0,0.026,0.0,0.13981,1,,34.0,,2.0,6.0,1.0,,1.0,,1.0,1.0,,3.0,5.0,3.0,,,,,,,,,,,,,,,,,,,
11369303,home,Real Madrid,David Alaba,david-alaba,D. Alaba,D,4,180.0,93395,M,DAlaba,66492,EUR,709344000,D,4,4,False,50.0,44.0,6.0,4.0,20.0,20.0,34.0,2.0,,2.0,,,,90.0,67.0,7.0,13.0,0.0,0.0,0.15177,0,,24.0,4.0,1.0,1.0,1.0,,,,1.0,1.0,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,
11369303,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170.0,66463,M,frangarci11,851271,EUR,934588800,D,20,20,False,33.0,29.0,4.0,2.0,13.0,15.0,19.0,,,9.0,,,,45.0,40.0,6.5,6.0,0.0,0.0,0.357185,0,,17.0,1.0,,1.0,,1.0,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11369303,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173.0,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,71.0,66.0,4.0,3.0,18.0,19.0,59.0,8.0,1.0,5.0,,,,76.0,86.0,7.8,11.0,0.0468,0.2378,0.192727,2,,50.0,7.0,3.0,2.0,,2.0,,,,,1.0,3.0,,,,,2.0,2.0,1.0,,,,True,2.0,1.0,,,,,,,,
11369303,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188.0,145918,M,ATchouaméni,859025,EUR,948931200,M,18,18,False,72.0,63.0,3.0,3.0,29.0,32.0,41.0,2.0,,8.0,,,,80.0,84.0,7.5,11.0,0.0429,0.0,0.0421381,1,,34.0,1.0,2.0,10.0,,,,,3.0,3.0,2.0,1.0,5.0,3.0,,,,,,,,,,,,1.0,,,,,,,
11369303,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182.0,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,44.0,39.0,3.0,2.0,10.0,10.0,35.0,1.0,,6.0,,,,45.0,51.0,7.2,5.0,0.0161,0.2358,0.0520063,1,,30.0,1.0,,2.0,,1.0,,,1.0,,,1.0,,1.0,,,3.0,1.0,1.0,,,,,1.0,,,,,,,,,
11369303,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188.0,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,53.0,48.0,2.0,,13.0,14.0,43.0,7.0,1.0,2.0,,,,90.0,72.0,7.7,15.0,0.7031,0.8523,0.245215,1,,36.0,4.0,2.0,3.0,1.0,3.0,,,,,2.0,1.0,,1.0,,4.0,3.0,1.0,1.0,,,,,1.0,,,1.0,,,,,,
11369303,home,Real Madrid,Joselu,joselu,Joselu,F,9,191.0,18060,M,joselumato,69418,EUR,638496000,F,14,14,False,26.0,22.0,,,4.0,4.0,22.0,4.0,,2.0,,,,90.0,31.0,7.5,4.0,1.2353,0.9005,0.145296,5,,18.0,,4.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,,,,1.0,,3.0,,1.0,1.0,1.0,,,,,
