match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_unsuccessfulTouch,stat_totalContest,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_punches,stat_totalOffside
12448407,home,FC Groningen,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,40.0,22.0,29.0,11.0,0.0,14.0,17.0,8.0,23.0,16.0,1.0,2.0,3.0,90.0,54.0,7.4,18.0,0.0075637,0,0.3067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448407,home,FC Groningen,Leandro Bacuna,leandro-bacuna,L. Bacuna,D,8,187,435,M,74545,EUR,682732800,D,7,7,False,37.0,28.0,9.0,5.0,0.0,12.0,15.0,18.0,25.0,4.0,,,,90.0,57.0,7.8,12.0,0.240348,1,,True,3.0,2.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0529,1.0,,,,,,,,,,,,,,,
12448407,home,FC Groningen,Marco Rente,marco-rente,M. Rente,D,5,185,163,M,827103,EUR,856828800,D,5,5,False,50.0,40.0,5.0,3.0,0.0,28.0,31.0,12.0,19.0,1.0,,,,90.0,70.0,7.7,10.0,0.0171913,1,,,,,7.0,4.0,10.0,1.0,2.0,6.0,1.0,1.0,2.0,,0.1999,,,,3.0,1.0,,,,,,,,,,,
12448407,home,FC Groningen,Marvin Peersman,marvin-peersman,M. Peersman,D,43,185,131,M,76160,EUR,666144000,D,43,43,False,56.0,44.0,7.0,4.0,0.0,23.0,28.0,21.0,29.0,10.0,,,,90.0,78.0,7.9,14.0,0.0344159,0,,,1.0,,3.0,3.0,8.0,,5.0,1.0,3.0,3.0,2.0,,,,,,3.0,,2.0,1.0,,,,,,,,,
12448407,home,FC Groningen,Wouter Prins,wouter-prins,W. Prins,D,2,173,77,M,1481249,EUR,1076025600,D,2,2,False,25.0,18.0,3.0,1.0,0.0,5.0,7.0,13.0,24.0,5.0,,,,82.0,66.0,7.5,29.0,0.0115969,0,,,6.0,,1.0,7.0,4.0,,7.0,4.0,3.0,3.0,,,,,,,5.0,1.0,1.0,6.0,1.0,,,,,,,,
12448407,home,FC Groningen,Jorg Schreuders,jorg-schreuders,J. Schreuders,M,14,177,234,M,1424404,EUR,1094688000,M,14,14,False,22.0,21.0,2.0,2.0,0.0,5.0,5.0,16.0,17.0,3.0,,,,90.0,29.0,6.8,4.0,0.201375,0,,,,,,3.0,,,,1.0,,,,,,2.0,Jorg Schreuders,,2.0,,,1.0,,1.0,,,,,,,
12448407,home,FC Groningen,Stije Resink,stije-resink,S. Resink,M,6,186,608,M,1090328,EUR,1053993600,M,6,6,False,40.0,28.0,3.0,,0.0,11.0,13.0,18.0,30.0,5.0,,,,89.0,56.0,7.0,17.0,0.0323657,0,,,3.0,1.0,1.0,5.0,4.0,,1.0,2.0,2.0,1.0,,4.0,,,Stije Resink,,1.0,,1.0,3.0,1.0,,1.0,,,,,,
12448407,home,FC Groningen,Johan Hove,johan-hove,J. Hove,M,8,177,335,M,839953,EUR,968284800,M,8,8,False,34.0,30.0,7.0,4.0,0.0,11.0,11.0,19.0,24.0,2.0,,,,90.0,44.0,7.1,5.0,0.0570616,1,,,1.0,,1.0,2.0,2.0,1.0,4.0,1.0,,,1.0,1.0,0.028,1.0,,,1.0,,,,,,,,,,,,
12448407,home,FC Groningen,Luciano Valente,luciano-valente,L. Valente,M,10,189,1455,M,1121400,EUR,1065225600,M,10,10,False,28.0,24.0,,,0.0,5.0,5.0,19.0,27.0,4.0,,,,79.0,44.0,6.6,14.0,0.0701681,1,,,4.0,,,4.0,2.0,,,,,,2.0,1.0,0.0237,,Luciano Valente,,1.0,1.0,,4.0,1.0,,,1.0,,,,,
12448407,home,FC Groningen,Romano Postema,romano-postema,R. Postema,F,9,175,255,M,992569,EUR,1013040000,F,29,29,False,18.0,9.0,,,0.0,2.0,3.0,7.0,15.0,3.0,,,,90.0,32.0,7.8,15.0,0.0124075,4,,,,,,5.0,2.0,,2.0,,1.0,1.0,1.0,,1.2022,2.0,,,3.0,1.0,,5.0,,1.0,,,4.0,1.0,1.7501,,
