match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_keyPass,stat_challengeLost,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_outfielderBlock,stat_errorLeadToAShot,captain,stat_bigChanceCreated,stat_goals,stat_totalOffside
12421137,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184.0,413,M,878898,EUR,889574400,G,16,16,False,31.0,9.0,31.0,9.0,0.0,3.0,5.0,6.0,26.0,2.0,2.0,6.0,15.0,4.0,4.0,4.0,2.0,3.0,3.0,90.0,49.0,8.3,23.0,0.00336673,0,1.3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421137,home,Standard Liège,Boško Šutalo,bosko-sutalo,B. Šutalo,D,21,188.0,725,M,942992,EUR,946684800,D,4,4,False,44.0,30.0,12.0,1.0,0.0,24.0,31.0,6.0,13.0,3.0,6.0,9.0,5.0,,,,,,,90.0,75.0,7.5,18.0,0.00335467,2,,6.0,6.0,1.0,1.0,1.0,6.0,3.0,3.0,4.0,1.0,0.3633,0.1296,,,,,,,,,,,,,,,,,
12421137,home,Standard Liège,Ibe Hautekiet,ibe-hautekiet,I. Hautekiet,D,25,188.0,153,M,964757,EUR,1018656000,D,25,25,False,33.0,22.0,8.0,5.0,0.0,16.0,22.0,6.0,11.0,4.0,12.0,19.0,5.0,,,,,,,90.0,66.0,8.4,12.0,0.101078,1,,5.0,6.0,,,,4.0,7.0,5.0,1.0,1.0,0.0281,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,
12421137,home,Standard Liège,Henry Lawrence,henry-lawrence,H. Lawrence,D,18,171.0,129,M,976265,EUR,1001030400,D,88,88,False,39.0,24.0,9.0,4.0,0.0,19.0,27.0,5.0,12.0,2.0,4.0,6.0,4.0,,,,,,,90.0,59.0,6.8,21.0,0.00581785,0,,2.0,6.0,,,,2.0,,,5.0,3.0,,,,,,,,,1.0,2.0,,,,,,,,,
12421137,home,Standard Liège,Marlon Fossey,marlon-fossey,M. Fossey,M,13,180.0,286,M,880762,EUR,905299200,M,13,13,False,29.0,22.0,5.0,1.0,0.0,16.0,21.0,6.0,9.0,3.0,4.0,6.0,4.0,,,,,,,90.0,53.0,6.9,9.0,0.0166892,0,,1.0,1.0,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,
12421137,home,Standard Liège,Isaac Price,isaac-price,I. Price,M,21,178.0,889,M,1066059,EUR,1064534400,M,8,8,False,21.0,13.0,6.0,5.0,0.0,4.0,6.0,11.0,19.0,4.0,5.0,7.0,4.0,,,,,,,90.0,47.0,7.0,16.0,0.133904,1,,,4.0,,1.0,,1.0,1.0,,3.0,,0.073,0.0813,,,1.0,,,2.0,2.0,,4.0,2.0,1.0,1.0,1.0,,,,
12421137,home,Standard Liège,Aiden O'Neill,aiden-oneill,A. O'Neill,M,21,178.0,150,M,847938,EUR,899510400,M,24,24,False,47.0,31.0,12.0,7.0,0.0,17.0,21.0,14.0,26.0,1.0,4.0,3.0,3.0,,,,,,,90.0,59.0,6.9,18.0,0.00987139,0,,1.0,3.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,2.0,1.0,,,1.0,1.0,,,,,,True,,,
12421137,home,Standard Liège,Léandre Kuavita,leandre-kuavita,L. Kuavita,M,14,180.0,165,M,1198065,EUR,1085961600,M,14,14,False,26.0,15.0,2.0,1.0,0.0,7.0,14.0,8.0,14.0,4.0,10.0,4.0,2.0,,,,,,,90.0,47.0,6.9,15.0,0.105923,0,,2.0,5.0,,,,1.0,2.0,,,,,,Léandre Kuavita,,1.0,1.0,,1.0,1.0,3.0,2.0,,2.0,,,,,,
12421137,home,Standard Liège,Ilay Camara,camara-ilay,I. Camara,M,7,174.0,4171,M,1397747,EUR,1042848000,M,17,17,False,21.0,15.0,7.0,2.0,1.0,9.0,12.0,8.0,15.0,1.0,5.0,6.0,6.0,,,,,,,89.0,65.0,6.6,25.0,0.0926357,0,,2.0,10.0,,,,1.0,3.0,2.0,7.0,1.0,,,Ilay Camara,,3.0,,,1.0,1.0,1.0,6.0,2.0,3.0,,,,,,
12421137,home,Standard Liège,Andi Zeqiri,andi-zeqiri,A. Zeqiri,F,9,184.0,672,M,796067,EUR,930009600,F,9,9,False,16.0,9.0,,,0.0,3.0,3.0,6.0,13.0,6.0,6.0,,1.0,,,,,,,75.0,23.0,7.5,12.0,0.047854,1,,5.0,7.0,,1.0,,,,,3.0,,0.0922,0.5615,,,1.0,,,2.0,,,,,1.0,,,,1.0,1.0,3.0
