match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_totalCross,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_aerialLost,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_hitWoodwork,stat_bigChanceCreated,captain,stat_wonContest,stat_goals,stat_totalOffside,player_sofascoreId,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_lastManTackle
13472768,home,Santos,Gabriel Brazão,,,gabriel-brazao,G. Brazão,G,77,191,3074,M,905448,EUR,970704000,G,77,77,False,6.0,5.0,2.0,1.0,0.0,5.0,5.0,1.0,1.0,1.0,90.0,7.0,6.4,1.0,1.02e-05,0,-0.0317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472768,home,Santos,Mayke,,,mayke,Mayke,D,12,178,2322,M,273329,EUR,721353600,D,2,2,False,30.0,27.0,1.0,1.0,0.0,12.0,12.0,18.0,,2.0,69.0,45.0,6.8,5.0,0.0859868,0,,15.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472768,home,Santos,Alexis Duarte,,,alexis-duarte,A. Duarte,D,23,185,791,M,883205,EUR,952819200,D,23,23,False,54.0,50.0,2.0,1.0,0.0,28.0,29.0,25.0,3.0,3.0,90.0,62.0,6.6,6.0,0.00800977,0,,22.0,3.0,2.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
13472768,home,Santos,Luan Peres,,,luan-peres,L. Peres,D,14,190,1198,M,842098,EUR,774576000,D,14,14,False,81.0,75.0,6.0,4.0,0.0,36.0,38.0,43.0,2.0,7.0,90.0,89.0,6.7,7.0,0.0154847,0,,39.0,7.0,3.0,,,1.0,,,1.0,2.0,1.0,,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,
13472768,home,Santos,Gonzalo Escobar,,,gonzalo-escobar,G. Escobar,D,31,171,1242,M,840500,EUR,858470400,D,31,31,False,40.0,36.0,1.0,1.0,0.0,16.0,17.0,23.0,,1.0,89.0,69.0,7.0,11.0,0.0173129,2,,20.0,7.0,4.0,1.0,,3.0,3.0,1.0,4.0,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0793,0.2151,1.0,,,,,,,,,,,,,,
13472768,home,Santos,João Schmidt,,,joao-schmidt,J. Schmidt,M,5,183,1085,M,244591,EUR,737769600,M,5,5,False,26.0,24.0,2.0,2.0,0.0,6.0,6.0,20.0,1.0,1.0,45.0,33.0,6.4,4.0,0.0166872,1,,18.0,2.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,0.1544,,,1.0,1.0,,,,,,,,,,,,
13472768,home,Santos,Zé Rafael,,,ze-rafael,Z. Rafael,M,6,175,2603,M,329069,EUR,740188800,M,6,6,False,67.0,59.0,6.0,3.0,0.0,20.0,21.0,46.0,1.0,5.0,90.0,79.0,7.5,9.0,0.183177,3,,39.0,9.0,3.0,,,1.0,1.0,1.0,2.0,,2.0,,,2.0,5.0,2.0,1.0,,0.2244,0.1081,3.0,,2.0,2.0,2.0,,,,,,,,,,
13472768,home,Santos,Álvaro Barreal,,,alvaro-barreal,Á. Barreal,M,22,172,2811,M,949687,EUR,966470400,M,22,22,False,42.0,33.0,1.0,,0.0,12.0,13.0,29.0,1.0,4.0,69.0,63.0,7.1,18.0,0.0889181,3,,21.0,4.0,1.0,1.0,,1.0,,,8.0,,2.0,1.0,,,,,,1.0,0.0632,,3.0,,2.0,2.0,,1.0,,,,,,,,,
13472768,home,Santos,Benjamín Rollheiser,,,benjamin-rollheiser,B. Rollheiser,M,32,175,4255,M,922454,EUR,953856000,M,32,32,False,45.0,36.0,2.0,1.0,0.0,7.0,7.0,38.0,,1.0,78.0,65.0,6.8,16.0,0.0425368,2,,29.0,8.0,2.0,3.0,,,,1.0,3.0,,,1.0,1.0,2.0,4.0,1.0,1.0,,0.0573,0.1795,1.0,,1.0,1.0,,,,,,,,,,,
13472768,home,Santos,Guilherme,,,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,M,11,11,False,47.0,39.0,1.0,1.0,0.0,6.0,6.0,41.0,,6.0,90.0,76.0,7.8,24.0,0.245471,5,,33.0,6.0,4.0,3.0,,,,6.0,6.0,1.0,,3.0,,2.0,,1.0,1.0,,0.1044,0.0551,4.0,,4.0,1.0,,1.0,True,1.0,,,,,,,
