match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalClearance,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_outfielderBlock,captain,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_penaltyConceded,stat_totalOffside,stat_dispossessed,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon
12530832,home,Konyaspor,Jakub Słowik,jakub-slowik,J. Słowik,G,24,190,232,M,95437,EUR,683596800,G,27,27,False,41.0,26.0,19.0,4.0,0.0,22.0,24.0,4.0,17.0,3.0,1.0,1.0,1.0,90.0,44.0,6.5,15.0,0.00114391,0,-0.1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530832,home,Konyaspor,Oğulcan Ülgün,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,D,35,35,False,32.0,20.0,7.0,4.0,0.0,14.0,18.0,7.0,16.0,7.0,,,,90.0,49.0,6.9,14.0,0.126937,0,,Ogulcan Ülgün,,2.0,1.0,1.0,5.0,6.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,
12530832,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,38.0,30.0,12.0,7.0,0.0,25.0,27.0,5.0,11.0,3.0,,,,90.0,44.0,7.3,8.0,0.00199171,2,,,,,,1.0,4.0,2.0,,,3.0,1.0,,,,,3.0,,2.0,1.0,1.0,1.0,0.0887,0.3157,,,,,,,,,,,,,,,
12530832,home,Konyaspor,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,D,20,20,False,32.0,26.0,7.0,1.0,0.0,23.0,23.0,3.0,9.0,4.0,,,,90.0,37.0,6.3,7.0,0.00189259,0,,,,,,1.0,4.0,1.0,2.0,,2.0,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
12530832,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,30.0,21.0,5.0,1.0,1.0,15.0,15.0,10.0,22.0,5.0,,,,90.0,54.0,7.2,14.0,0.489133,0,,,,7.0,4.0,,3.0,1.0,1.0,1.0,3.0,,,1.0,,,2.0,3.0,,,,,,,,,,True,,,,,,,,,,,
12530832,home,Konyaspor,Marko Jevtović,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,16,16,False,28.0,19.0,8.0,4.0,0.0,7.0,9.0,12.0,19.0,5.0,,,,90.0,40.0,7.0,10.0,0.0510002,1,,,,,,1.0,3.0,4.0,,,,1.0,,4.0,1.0,,1.0,1.0,,,1.0,,0.0127,0.0395,1.0,,2.0,,,,,,,,,,,,
12530832,home,Konyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,28.0,25.0,4.0,2.0,0.0,10.0,10.0,15.0,20.0,9.0,,,,89.0,54.0,7.2,12.0,0.0280006,2,,,,2.0,,1.0,4.0,8.0,,,1.0,3.0,,2.0,1.0,3.0,2.0,1.0,,1.0,,,0.0885,,4.0,3.0,,,1.0,3.0,1.0,1.0,,,,,,,
12530832,home,Konyaspor,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,9,9,False,25.0,17.0,3.0,,0.0,7.0,9.0,11.0,18.0,7.0,,,,89.0,47.0,6.7,15.0,0.037981,5,,,,2.0,1.0,2.0,9.0,8.0,2.0,,2.0,,,1.0,1.0,1.0,2.0,,5.0,3.0,1.0,,0.4498,0.326,1.0,1.0,,,1.0,2.0,,,3.0,1.0,,,,,
12530832,home,Konyaspor,Pedrinho,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,22.0,17.0,7.0,6.0,0.0,5.0,6.0,16.0,24.0,6.0,,,,82.0,46.0,8.2,12.0,0.21648,2,,,,8.0,4.0,1.0,5.0,10.0,2.0,1.0,,,,4.0,1.0,4.0,1.0,4.0,1.0,2.0,,,0.1071,,2.0,1.0,,,,2.0,,,,,1.0,,,,
12530832,home,Konyaspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,10,10,False,15.0,9.0,4.0,1.0,0.0,5.0,6.0,7.0,15.0,3.0,,,,72.0,24.0,6.8,10.0,0.246483,1,,,,6.0,3.0,1.0,3.0,,,1.0,,,,,,,1.0,4.0,,1.0,,,0.354,,,,,,,,,,1.0,1.0,,,,,
