match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,from,id,isHome,incidentClass,player_id,player_name,playerName,rescinded,reason,length,injury
11072739,FT,1.0,2.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,
11072739,,1.0,2.0,,90,5.0,,1,,,goal,penalty,168588848.0,False,penalty,280009.0,Lucas Höler,,,,,
11072739,,,,,90,3.0,,1,,,card,,120692764.0,True,yellow,787505.0,Benjamin Pavard,Benjamin Pavard,False,,,
11072739,,,,,90,3.0,,1,,,card,,120692761.0,True,yellow,1010231.0,Jamal Musiala,Jamal Musiala,False,Handball,,
11072739,,,,,90,2.0,,1,,,card,,120692758.0,True,yellow,217704.0,Sadio Mané,Sadio Mané,False,Foul,,
11072739,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,3.0,
11072739,,,,,83,,,8,,,card,,120692743.0,True,yellow,798583.0,Dayot Upamecano,Dayot Upamecano,False,Foul,,
11072739,,,,,79,,,12,,,substitution,,121671393.0,True,regular,,,,,,,False
11072739,,,,,68,,,23,,,substitution,,121671356.0,False,regular,,,,,,,False
11072739,,,,,64,,,27,,,substitution,,121671350.0,True,regular,,,,,,,False
11072739,,,,,64,,,27,,,substitution,,121671345.0,True,regular,,,,,,,False
11072739,,,,,61,,,30,,,card,,120692708.0,False,yellow,1014222.0,Kiliann Sildillia,Kiliann Sildillia,False,Foul,,
11072739,HT,1.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,
11072739,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,2.0,
11072739,,,,,36,,,10,,,card,,120692670.0,False,yellow,111483.0,Michael Gregoritsch,Michael Gregoritsch,False,Foul,,
11072739,,1.0,1.0,,27,,,19,,,goal,,168588363.0,False,regular,49639.0,Nicolas Höfler,,,,,
11072739,,1.0,0.0,,19,,,27,,,goal,,168588271.0,True,regular,798583.0,Dayot Upamecano,,,,,
