match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_interceptionWon,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoalsOnTarget,stat_keyPass,stat_challengeLost,stat_shotOffTarget,stat_goalAssist,stat_bigChanceCreated,stat_dispossessed,stat_totalOffside,player_sofascoreId,stat_lastManTackle,stat_outfielderBlock,stat_bigChanceMissed
11408366,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,24.0,14.0,17.0,7.0,10.0,10.0,4.0,14.0,1.0,1.0,7.0,1.0,4.0,5.0,90.0,32.0,7.6,10.0,0.00666433,0,1.5299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408366,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,36.0,31.0,7.0,3.0,23.0,24.0,8.0,12.0,1.0,1.0,7.0,,,,90.0,44.0,6.6,6.0,0.00288958,0,,True,1.0,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408366,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,25.0,18.0,6.0,1.0,15.0,18.0,3.0,7.0,,,3.0,,,,90.0,36.0,6.8,7.0,0.00097741,1,,,,3.0,5.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0438,,,,,,,,,,,,,,,,,,
11408366,home,Casa Pia,Duplexe Tchamba,duplexe-tchamba,D. Tchamba,D,2,191,133,M,891792,EUR,900028800,D,2,2,False,35.0,30.0,5.0,3.0,16.0,16.0,15.0,20.0,1.0,2.0,3.0,,,,90.0,49.0,8.0,6.0,0.0468303,2,,,3.0,4.0,6.0,1.0,,,,,,1.0,1.0,,0.151,1.0,1.0,2.0,1.0,1.0,1.0,1.187,1.0,,,,,,,,,,
11408366,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,26.0,23.0,4.0,2.0,13.0,13.0,11.0,18.0,,2.0,4.0,,,,90.0,52.0,7.0,13.0,0.295901,1,,,1.0,3.0,2.0,1.0,,,2.0,1.0,,1.0,1.0,,0.0208,5.0,1.0,,,3.0,,,1.0,1.0,1.0,,,,,,,,
11408366,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,34.0,30.0,6.0,5.0,7.0,8.0,24.0,27.0,,3.0,7.0,,,,72.0,43.0,7.0,7.0,0.049396,0,,,,2.0,,2.0,,,1.0,,,,2.0,,,1.0,1.0,,,2.0,1.0,,3.0,1.0,,,,,,,,,
11408366,home,Casa Pia,Telasco Segovia,telasco-segovia,T. Segovia,M,8,175,5926,M,1106549,EUR,1049241600,M,21,21,False,31.0,27.0,2.0,2.0,12.0,13.0,16.0,19.0,1.0,3.0,3.0,,,,80.0,42.0,7.2,7.0,0.333979,1,,,1.0,3.0,,2.0,Telasco Segovia,,,,1.0,2.0,,,0.0355,1.0,1.0,,,3.0,2.0,,2.0,,,1.0,1.0,,,,,,
11408366,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,30.0,26.0,5.0,2.0,11.0,12.0,15.0,21.0,2.0,4.0,8.0,,,,90.0,45.0,6.7,11.0,0.0271712,1,,,2.0,3.0,2.0,,,,3.0,1.0,1.0,3.0,,,0.0211,3.0,,,,1.0,,,,,,,,,,,,,
11408366,home,Casa Pia,Nuno Moreira,nuno-moreira,N. Moreira,M,17,173,4313,M,851285,EUR,929491200,F,7,7,False,24.0,23.0,3.0,3.0,4.0,4.0,19.0,22.0,,5.0,2.0,,,,62.0,36.0,6.9,7.0,0.0679934,1,,,,1.0,1.0,1.0,,,,,,,,,0.0333,2.0,,1.0,,2.0,3.0,0.1523,,1.0,,,,1.0,,,,,
11408366,home,Casa Pia,Felippe Cardoso,felippe-cardoso,F. Cardoso,F,70,187,417,M,922616,EUR,907459200,F,30,30,False,10.0,7.0,,,1.0,2.0,6.0,8.0,2.0,8.0,2.0,,,,62.0,23.0,6.6,8.0,0.040257,2,,,1.0,4.0,1.0,,,,2.0,1.0,,,,2.0,0.2194,,,,,2.0,3.0,,,,2.0,,,2.0,1.0,,,,
