match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalCross,stat_dispossessed,stat_interceptionWon,stat_keyPass,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAGoal,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside
10382208,home,FC Volendam,Filip Stanković,filip-stankovic,F. Stanković,G,1,185,1035,M,986355,EUR,1014595200,G,1,1,False,43.0,19.0,37.0,13.0,10.0,16.0,9.0,27.0,2.0,2.0,1.0,12.0,3.0,2.0,1.0,90.0,51.0,6.7,24.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382208,home,FC Volendam,Xavier Mbuyamba,xavier-mbuyamba,X. Mbuyamba,D,3,195,632,M,974020,EUR,1009756800,D,31,31,False,39.0,32.0,7.0,4.0,23.0,27.0,9.0,12.0,3.0,9.0,7.0,4.0,,,,90.0,58.0,8.0,9.0,2,,,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,
10382208,home,FC Volendam,Damon Mirani,damon-mirani,D. Mirani,D,4,182,56,M,318575,EUR,831945600,D,4,4,False,45.0,35.0,7.0,3.0,26.0,27.0,9.0,18.0,4.0,5.0,6.0,7.0,,,,90.0,58.0,7.0,10.0,0,,,5.0,5.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
10382208,home,FC Volendam,Josh Flint,josh-flint,J. Flint,D,28,186,47,M,966460,EUR,971395200,D,28,28,False,38.0,29.0,5.0,3.0,18.0,21.0,11.0,17.0,3.0,6.0,3.0,4.0,,,,90.0,50.0,6.5,9.0,0,,,3.0,5.0,,,,,,,2.0,1.0,,1.0,2.0,,,,,,,,,,,,,,
10382208,home,FC Volendam,Brian Plat,brian-plat,B. Plat,D,4,191,60,M,980673,EUR,954892800,M,3,3,False,23.0,10.0,7.0,1.0,7.0,15.0,3.0,10.0,2.0,7.0,3.0,12.0,,,,90.0,59.0,7.3,18.0,1,,,2.0,4.0,1.0,,,1.0,,,5.0,3.0,,,,2.0,1.0,4.0,1.0,,,,,,,,,,
10382208,home,FC Volendam,Calvin Twigt,calvin-twigt,C. Twigt,M,8,183,95,M,1084944,EUR,1043884800,M,17,17,False,21.0,15.0,2.0,,8.0,8.0,7.0,13.0,,1.0,,6.0,,,,89.0,26.0,6.3,7.0,0,Calvin Twigt,,2.0,4.0,1.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
10382208,home,FC Volendam,Carel Eiting,carel-eiting,C. Eiting,M,6,178,347,M,803025,EUR,887155200,M,8,8,False,16.0,13.0,1.0,1.0,9.0,9.0,7.0,12.0,,2.0,3.0,2.0,,,,90.0,29.0,7.6,5.0,0,,,,1.0,,,,,,,1.0,,,1.0,1.0,5.0,,2.0,2.0,True,1.0,3.0,2.0,,,,,,
10382208,home,FC Volendam,Derry Murkin,derry-murkin,D. Murkin,D,2,183,178,M,946561,EUR,933033600,M,5,5,False,38.0,24.0,5.0,,8.0,14.0,16.0,24.0,3.0,6.0,3.0,7.0,,,,90.0,63.0,6.1,19.0,1,,,1.0,5.0,3.0,,1.0,,,,2.0,,2.0,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,
10382208,home,FC Volendam,Gaetano Oristanio,gaetano-oristanio,G. Oristanio,F,21,174,954,M,965009,EUR,1033171200,F,10,10,False,9.0,5.0,1.0,,1.0,1.0,4.0,8.0,1.0,7.0,,4.0,,,,76.0,34.0,6.0,14.0,4,,,3.0,10.0,,,1.0,,,,,,3.0,5.0,1.0,,2.0,,,,,,,,5.0,1.0,3.0,,
10382208,home,FC Volendam,Florent Sanchez Da Silva,sanchez-da-silva-florent,F. S. D. Silva,M,7,178,222,M,1385467,EUR,1049241600,F,12,12,False,37.0,31.0,2.0,2.0,18.0,19.0,13.0,18.0,,1.0,2.0,2.0,,,,84.0,48.0,6.5,12.0,0,,,1.0,5.0,1.0,,,,,,1.0,,4.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,
10382208,home,FC Volendam,Robert Mühren,robert-muhren,R. Mühren,M,21,187,188,M,156676,EUR,611452800,F,21,21,False,7.0,4.0,,,2.0,4.0,2.0,3.0,1.0,2.0,,,,,,63.0,13.0,6.4,5.0,1,,,2.0,6.0,1.0,,,,,,,,1.0,,2.0,,,,,,,,,,2.0,1.0,1.0,,
10382208,home,FC Volendam,Francesco Antonucci,francesco-antonucci,F. Antonucci,M,10,171,173,M,826175,EUR,929836800,M,19,19,True,6.0,4.0,1.0,,1.0,2.0,3.0,4.0,,,,,,,,27.0,9.0,6.1,4.0,0,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,
