match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,player_sofascoreId,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_fouls,captain,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_punches,stat_outfielderBlock,stat_clearanceOffLine
10596985,home,AZ Alkmaar,Hobie Verhulst,,,hobie-verhulst,H. Verhulst,G,12,189,76,M,97401,EUR,733708800,G,12,12,False,15.0,12.0,8.0,5.0,10.0,10.0,2.0,5.0,1.0,11.0,1.0,1.0,1.0,90.0,25.0,6.6,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10596985,home,AZ Alkmaar,Pantelis Hatzidiakos,,,hatzidiakos-pantelis,P. Hatzidiakos,D,6,185,761,M,822163,EUR,853545600,D,3,3,False,56.0,51.0,2.0,,15.0,17.0,37.0,41.0,,7.0,,,,79.0,79.0,7.7,10.0,1,1.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,
10596985,home,AZ Alkmaar,Sam Beukema,,,sam-beukema,S. Beukema,D,31,188,2244,M,898815,EUR,911260800,D,31,31,False,87.0,74.0,16.0,9.0,42.0,43.0,32.0,45.0,3.0,9.0,,,,90.0,95.0,6.8,15.0,0,,1.0,,3.0,4.0,1.0,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
10596985,home,AZ Alkmaar,Maxim Dekker,Maxim Dekker,,maxim-dekker,M. Dekker,D,4,192,201,M,1119294,EUR,1082505600,D,22,22,False,81.0,72.0,9.0,4.0,42.0,45.0,30.0,36.0,1.0,3.0,,,,90.0,88.0,7.1,9.0,0,,,,1.0,1.0,8.0,,,,,3.0,1.0,,,,5.0,,,,,,,,,,,,,,,
10596985,home,AZ Alkmaar,Miloš Kerkez,Milos,Kerkez,milos-kerkez,M. Kerkez,D,6,180,25965,M,1097425,EUR,1068163200,D,5,5,False,39.0,32.0,1.0,,13.0,13.0,20.0,28.0,,2.0,,,,88.0,59.0,7.1,12.0,2,,2.0,1.0,1.0,4.0,3.0,1.0,,,1.0,,,1.0,2.0,2.0,1.0,miloskerkez,1.0,1.0,1.0,1.0,2.0,,,,,,,,,
10596985,home,AZ Alkmaar,Jordy Clasie,,,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,84.0,81.0,6.0,6.0,28.0,29.0,54.0,56.0,,9.0,,,,90.0,90.0,7.3,3.0,2,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,1.0,1.0,1.0,True,,,,,,,,
10596985,home,AZ Alkmaar,Tijjani Reijnders,,,tijjani-reijnders,T. Reijnders,M,4,185,38542,M,893549,EUR,901670400,M,6,6,False,71.0,64.0,2.0,2.0,16.0,17.0,49.0,59.0,,5.0,,,,90.0,94.0,8.0,16.0,5,,5.0,1.0,,4.0,4.0,2.0,1.0,,1.0,2.0,1.0,2.0,,3.0,1.0,tijjanireijnders,1.0,,5.0,,1.0,,1.0,,,,,,,
10596985,home,AZ Alkmaar,Håkon Evjen,,,hakon-evjen,H. Evjen,M,26,180,545,M,892943,EUR,950486400,M,18,18,False,47.0,41.0,,,12.0,12.0,30.0,39.0,,9.0,,,,90.0,74.0,7.0,13.0,5,,4.0,1.0,,2.0,6.0,4.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,,,,,1.0,2.0,,,,2.0,,,,,,
10596985,home,AZ Alkmaar,Dani de Wit,,,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,False,40.0,36.0,,,8.0,8.0,28.0,33.0,,3.0,,,,90.0,56.0,7.7,6.0,3,,1.0,,,3.0,7.0,,,1.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,,,1.0,2.0,,2.0,,1.0,,1.0,,,,,
10596985,home,AZ Alkmaar,Myron Van Brederode,,,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,M,19,19,False,30.0,28.0,1.0,,3.0,3.0,25.0,28.0,1.0,3.0,,,,79.0,44.0,7.3,8.0,1,,1.0,,,5.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,,4.0,,,,1.0,,,,,2.0,,,,,,,
10596985,home,AZ Alkmaar,Jens Odgaard,,,jens-odgaard,J. Odgaard,M,21,188,1839,M,826064,EUR,922838400,F,7,7,False,17.0,15.0,1.0,1.0,2.0,2.0,13.0,15.0,,4.0,,,,83.0,40.0,7.7,12.0,8,,,,2.0,5.0,2.0,1.0,,1.0,,,,7.0,2.0,2.0,,,1.0,1.0,2.0,5.0,1.0,,,,,1.0,,,,
