match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,captain,stat_blockedScoringAttempt,stat_keyPass,player_sofascoreId,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_bigChanceCreated,stat_goals,stat_hitWoodwork,stat_goodHighClaim,stat_totalOffside
10407175,home,Standard Liège,Arnaud Bodart,bodart-arnaud,A. Bodart,G,16,184,410,M,878898,EUR,889574400,G,16,16,False,26.0,19.0,9.0,2.0,18.0,19.0,1.0,7.0,11.0,4.0,5.0,90.0,39.0,8.2,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407175,home,Standard Liège,Nathan Ngoy,ngoy-nathan,N. Ngoy,D,3,183,1994,M,1119487,EUR,1055203200,D,3,3,False,56.0,44.0,7.0,3.0,25.0,32.0,20.0,26.0,5.0,,,90.0,69.0,6.8,16.0,0,,,2.0,1.0,3.0,6.0,3.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
10407175,home,Standard Liège,Merveille Bokadi,merveille-bokadi,M. Bokadi,D,21,186,291,M,867193,EUR,832636800,D,20,20,False,46.0,39.0,7.0,5.0,26.0,28.0,13.0,18.0,8.0,,,90.0,54.0,7.2,9.0,1,,,,,3.0,4.0,3.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,
10407175,home,Standard Liège,Konstantinos Laifis,konstantinos-laifis,K. Laifis,D,34,186,336,M,97061,EUR,737769600,D,34,34,False,44.0,40.0,3.0,3.0,26.0,28.0,14.0,16.0,7.0,,,90.0,58.0,7.2,6.0,1,,,,,,2.0,6.0,1.0,,3.0,3.0,,3.0,1.0,1.0,5.0,,,1.0,True,,,,,,,,,,,,
10407175,home,Standard Liège,Aleksandar Boljević,aleksandar-boljevic,A. Boljević,M,23,183,252,M,189015,EUR,818726400,M,18,18,False,12.0,11.0,1.0,,7.0,7.0,4.0,8.0,2.0,,,45.0,24.0,6.6,7.0,2,,,3.0,,,3.0,2.0,1.0,,2.0,1.0,,,2.0,1.0,,,,1.0,,1.0,1.0,,,,,,,,,,
10407175,home,Standard Liège,Selim Amallah,amallah-selim,S. Amallah,M,21,187,6523,M,801211,EUR,848016000,M,19,19,False,31.0,26.0,3.0,2.0,6.0,6.0,20.0,25.0,3.0,,,90.0,56.0,7.1,12.0,5,,,,,,6.0,8.0,1.0,4.0,3.0,2.0,,1.0,3.0,2.0,,,,2.0,,1.0,2.0,selim_amallah,2.0,1.0,2.0,2.0,,,,,
10407175,home,Standard Liège,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178,254,M,116604,EUR,724723200,M,8,8,False,46.0,41.0,3.0,,23.0,24.0,18.0,23.0,10.0,,,90.0,55.0,6.8,6.0,0,,,1.0,,,2.0,2.0,2.0,,1.0,1.0,,,,,1.0,,2.0,,,,1.0,,,,,1.0,,,,,
10407175,home,Standard Liège,William Balikwisha,william-balikwisha,W. Balikwisha,M,21,174,684,M,943881,EUR,926467200,M,22,22,False,33.0,28.0,6.0,3.0,14.0,15.0,15.0,19.0,3.0,,,60.0,53.0,7.4,10.0,2,,,1.0,1.0,,4.0,4.0,1.0,1.0,3.0,2.0,1.0,,2.0,,1.0,,4.0,2.0,,,3.0,,1.0,,2.0,,,,,,
10407175,home,Standard Liège,Aron Dønnum,aron-donnum,A. Dønnum,M,15,179,643,M,863133,EUR,893030400,M,11,11,False,17.0,12.0,2.0,1.0,5.0,7.0,8.0,17.0,1.0,,,60.0,41.0,6.6,19.0,0,,,7.0,1.0,1.0,8.0,3.0,1.0,2.0,2.0,2.0,3.0,,2.0,,,,,2.0,,,2.0,,1.0,,,,1.0,,,,
10407175,home,Standard Liège,Denis Drăguş,denis-dragus,D. Drăguş,F,70,184,2446,M,841199,EUR,931219200,F,7,7,False,18.0,14.0,,,6.0,6.0,8.0,12.0,3.0,,,80.0,36.0,7.3,8.0,3,,,,,,6.0,4.0,,2.0,2.0,2.0,3.0,,1.0,1.0,,1.0,,1.0,,1.0,1.0,,,,1.0,2.0,,1.0,,,
10407175,home,Standard Liège,Renaud Emond,renaud-emond,R. Emond,F,,186,108,M,331753,EUR,691891200,F,9,9,False,7.0,4.0,,,2.0,4.0,2.0,3.0,,,,45.0,12.0,6.8,3.0,1,,,,,1.0,1.0,2.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,
