match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_expectedGoals,stat_keyPass,stat_blockedScoringAttempt,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goalAssist,stat_goals
11352554,home,Burnley,James Trafford,,,james-trafford,J. Trafford,G,1,197,21722,M,980643,EUR,1034208000,G,1,1,False,39.0,12.0,34.0,7.0,7.0,10.0,5.0,29.0,2.0,13.0,2.0,6.0,8.0,1.0,1.0,90.0,56.0,8.0,28.0,0.00120567,0,1.3648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352554,home,Burnley,Vitinho,,,vitinho,Vitinho,D,2,175,3591,M,914477,EUR,932688000,D,22,22,False,20.0,17.0,2.0,,6.0,8.0,12.0,15.0,1.0,4.0,,,,,,90.0,45.0,5.8,13.0,0.00508642,0,,3.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11352554,home,Burnley,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188,660,M,856719,EUR,920505600,D,2,2,False,27.0,18.0,6.0,4.0,10.0,12.0,8.0,15.0,7.0,4.0,,,,,,90.0,43.0,7.0,9.0,0.00750512,1,,,,4.0,7.0,,,2.0,,,1.0,3.0,5.0,1.0,2.0,0.0086,1.0,,,,,,,,,,,,,,,,
11352554,home,Burnley,Jordan Beyer,,,jordan-beyer,J. Beyer,D,36,187,325,M,927175,EUR,958694400,D,5,5,False,29.0,19.0,8.0,2.0,12.0,18.0,7.0,11.0,4.0,2.0,,,,,,90.0,54.0,7.5,11.0,0.0206734,1,,,,5.0,9.0,1.0,,6.0,,1.0,,4.0,2.0,,3.0,0.2158,,1.0,3.0,1.0,2.0,1.0,,,,,,,,,,,
11352554,home,Burnley,Charlie Taylor,,,charlie-taylor,C. Taylor,D,29,183,248,M,166381,EUR,748224000,D,3,3,False,31.0,20.0,6.0,,10.0,12.0,11.0,21.0,3.0,2.0,,,,,,90.0,45.0,6.6,13.0,0.110177,0,,2.0,1.0,2.0,4.0,1.0,1.0,,,,,,1.0,,2.0,,1.0,,,,,2.0,1.0,1.0,1.0,,,,,,,,
11352554,home,Burnley,Wilson Odobert,,,wilson-odobert,W. Odobert,F,28,182,4519,M,1142679,EUR,1101600000,M,47,47,False,18.0,13.0,,,7.0,8.0,7.0,12.0,,5.0,,,,,,90.0,37.0,7.1,12.0,0.308082,1,,2.0,1.0,7.0,9.0,1.0,,2.0,,2.0,,2.0,,1.0,,0.0228,1.0,,,,1.0,1.0,10.0,6.0,1.0,,,,,,,,
11352554,home,Burnley,Sander Berge,,,sander-berge,S. Berge,M,16,195,2096,M,793167,EUR,887414400,M,16,16,False,23.0,17.0,1.0,,12.0,14.0,5.0,9.0,1.0,6.0,,,,,,90.0,35.0,6.3,8.0,0.00765033,2,,,,7.0,4.0,4.0,2.0,3.0,,,1.0,,1.0,2.0,1.0,0.2186,1.0,,,,3.0,,,,,1.0,,,,,,,
11352554,home,Burnley,Josh Brownhill,,,josh-brownhill,J. Brownhill,M,8,179,817,M,358394,EUR,819331200,M,8,8,False,34.0,24.0,5.0,3.0,13.0,17.0,11.0,19.0,1.0,3.0,,,,,,89.0,46.0,6.7,13.0,0.0112507,1,,2.0,,5.0,3.0,1.0,,1.0,,1.0,3.0,1.0,,1.0,1.0,0.0306,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11352554,home,Burnley,Mike Trésor,,,mike-tresor,M. Trésor,M,31,175,1090,M,826183,EUR,927849600,M,31,31,False,19.0,10.0,,,2.0,4.0,9.0,18.0,,7.0,,,,,,61.0,37.0,7.0,16.0,0.035715,0,,3.0,1.0,4.0,7.0,,1.0,1.0,,2.0,,2.0,1.0,,,,1.0,,,,1.0,,6.0,5.0,,,1.0,,,,,,
11352554,home,Burnley,Lyle Foster,,,foster-lyle,L. Foster,F,9,180,7126,M,901907,EUR,967939200,F,17,17,False,17.0,8.0,,,4.0,8.0,4.0,9.0,1.0,5.0,,,,,,85.0,27.0,6.7,13.0,0.00901945,0,,,,12.0,8.0,1.0,1.0,2.0,,3.0,,10.0,4.0,,,,1.0,,,,1.0,2.0,,,,,,,,,,,
11352554,home,Burnley,Zeki Amdouni,,,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,990550,EUR,975888000,F,25,25,False,19.0,14.0,1.0,1.0,5.0,6.0,9.0,13.0,,4.0,,,,,,85.0,30.0,6.6,8.0,0.00302134,1,,,,10.0,4.0,,1.0,1.0,,,1.0,6.0,1.0,1.0,,0.1222,,,,,1.0,1.0,3.0,1.0,,,,,,,,,
11352554,home,Burnley,Jóhann Guðmundsson,,,johann-gudmundsson,J. Guðmundsson,M,7,186,451,M,49805,EUR,656985600,M,7,7,True,5.0,3.0,,,1.0,1.0,4.0,7.0,,2.0,,,,,,29.0,16.0,6.7,3.0,0.0901765,1,,3.0,2.0,3.0,4.0,1.0,,2.0,,,,2.0,,1.0,1.0,0.1422,,,,,1.0,2.0,,,,1.0,,,,,,,
11352554,home,Burnley,Nathan Redmond,,,nathan-redmond,N. Redmond,M,15,173,419,M,115346,EUR,762912000,M,15,15,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,1.0,,,,,,11.0,3.0,6.4,,0.0236074,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352554,home,Burnley,Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,183,710,M,809276,EUR,906163200,F,34,34,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,1.0,,,,,,11.0,4.0,6.6,1.0,0.00044139,1,,,,1.0,,,,,,,,1.0,,1.0,,0.0497,,,,,,,,,,,,,,,,,
11352554,home,Burnley,Aaron Ramsey,,,aaron-ramsey,A. Ramsey,M,30,180,736,M,1000142,EUR,1043107200,M,21,21,True,5.0,4.0,1.0,1.0,4.0,4.0,,1.0,,2.0,,,,,,1.0,7.0,,1.0,8.611e-05,0,,,,,2.0,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,
11352554,home,Burnley,Arijanet Murić,,,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,49,49,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352554,home,Burnley,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185,5292,M,826169,EUR,920160000,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352554,home,Burnley,Connor Roberts,,,connor-roberts,C. Roberts,D,14,175,396,M,804613,EUR,811814400,D,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352554,home,Burnley,Josh Cullen,,,cullen-josh,J. Cullen,M,24,175,875,M,792122,EUR,828835200,M,24,24,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352554,home,Burnley,Jay Rodriguez,,,jay-rodriguez,J. Rodriguez,F,16,185,305,M,26989,EUR,617673600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352554,away,Liverpool,Alisson,,,alisson,Alisson,G,1,193,64760,M,243609,EUR,717984000,G,1,1,False,33.0,28.0,9.0,5.0,27.0,29.0,1.0,4.0,,6.0,1.0,,,,,90.0,36.0,6.9,5.0,0.00018781,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlissonBecker,,,,,
11352554,away,Liverpool,Trent Alexander-Arnold,,,trent-alexander-arnold,T. Alexander-Arnold,D,12,180,210733,M,795064,EUR,907718400,D,66,66,False,93.0,76.0,16.0,7.0,39.0,45.0,41.0,56.0,,10.0,,,,,,90.0,122.0,7.7,28.0,0.400442,1,,8.0,4.0,7.0,6.0,5.0,,4.0,,3.0,1.0,,2.0,1.0,1.0,0.0134,4.0,,,,3.0,,1.0,,2.0,,,TrentAA,,,,,
11352554,away,Liverpool,Jarell Quansah,,,jarell-quansah,J. Quansah,D,4,190,10315,M,1003339,EUR,1043798400,D,78,78,False,113.0,98.0,6.0,2.0,67.0,74.0,31.0,39.0,,5.0,,,,,,90.0,119.0,7.3,16.0,0.0120548,1,,,,4.0,11.0,,,,,,1.0,3.0,11.0,1.0,1.0,0.0564,,,,,,,,,,,,jarellquansah,,,,,
11352554,away,Liverpool,Virgil van Dijk,,,virgil-van-dijk,V. van Dijk,D,4,195,98613,M,151545,EUR,678931200,D,4,4,False,104.0,97.0,9.0,6.0,57.0,59.0,40.0,45.0,6.0,6.0,,,,,,90.0,113.0,7.8,7.0,0.0167445,1,,,,,8.0,,,,,,,,7.0,1.0,1.0,0.1049,,,,,,,1.0,1.0,,,,VvD,,,,,
11352554,away,Liverpool,Joe Gomez,,,joe-gomez,J. Gomez,D,2,188,14125,M,318927,EUR,864345600,D,2,2,False,45.0,34.0,3.0,1.0,14.0,18.0,20.0,30.0,,6.0,,,,,,90.0,76.0,7.1,24.0,0.0181429,1,,3.0,,9.0,11.0,3.0,1.0,3.0,,3.0,2.0,2.0,4.0,,1.0,0.012,,1.0,,,3.0,1.0,4.0,3.0,,,,joegomez5,,,,,
11352554,away,Liverpool,Harvey Elliott,,,harvey-elliott,H. Elliott,M,9,170,21132,M,955245,EUR,1049414400,M,19,19,False,41.0,34.0,2.0,,15.0,18.0,20.0,26.0,,5.0,,,,,,67.0,55.0,7.3,12.0,0.190997,2,,3.0,1.0,4.0,5.0,1.0,1.0,2.0,,,1.0,1.0,,,,0.1006,2.0,1.0,,,2.0,1.0,2.0,2.0,,,,harvelliott,1.0,0.1186,,,
11352554,away,Liverpool,Wataru Endo,,,wataru-endo,W. Endo,M,3,178,19869,M,143040,EUR,729216000,M,3,3,False,75.0,63.0,3.0,3.0,35.0,42.0,28.0,33.0,3.0,8.0,,,,,,90.0,91.0,6.9,17.0,0.0174924,1,,,,7.0,7.0,2.0,3.0,1.0,1.0,2.0,,2.0,5.0,,1.0,0.0447,2.0,,,,,1.0,,,,,,endowataru,1.0,0.3564,,,
11352554,away,Liverpool,Ryan Gravenberch,,,ryan-gravenberch,R. Gravenberch,M,38,190,31083,M,904897,EUR,1021507200,M,38,38,False,30.0,26.0,1.0,,10.0,10.0,16.0,20.0,,8.0,,,,,,66.0,41.0,6.7,11.0,0.171939,1,,,,6.0,2.0,1.0,2.0,1.0,,3.0,,1.0,,,,0.0623,1.0,,,,,1.0,2.0,,,,,ryanjiro,1.0,0.193,,,
11352554,away,Liverpool,Mohamed Salah,,,mohamed-salah,M. Salah,M,11,175,565083,M,159665,EUR,708566400,F,11,11,False,37.0,31.0,,,5.0,6.0,26.0,31.0,,3.0,,,,,,90.0,47.0,7.4,9.0,0.151063,3,,,,1.0,,,1.0,,,2.0,,,,1.0,,0.3621,,,,,,,,,,,2.0,MoSalah,2.0,0.4005,1.0,,
11352554,away,Liverpool,Cody Gakpo,,,cody-gakpo,C. Gakpo,M,18,193,51371,M,862967,EUR,926035200,F,18,18,False,14.0,13.0,2.0,2.0,1.0,1.0,12.0,14.0,1.0,3.0,,,,,,67.0,33.0,7.6,7.0,0.0440038,3,,1.0,,5.0,8.0,,1.0,2.0,,1.0,1.0,,,1.0,1.0,0.7205,2.0,,,,2.0,1.0,8.0,5.0,,1.0,,CodyGakpo,2.0,0.3007,,1.0,
11352554,away,Liverpool,Darwin Núñez,,,darwin-nunez,D. Núñez,F,7,188,70760,M,924871,EUR,930182400,F,9,9,False,25.0,15.0,1.0,,3.0,4.0,12.0,21.0,,5.0,,,,,,84.0,37.0,7.8,14.0,0.0969013,2,,,,7.0,5.0,,3.0,,,1.0,2.0,2.0,2.0,,,0.095,3.0,1.0,1.0,,,2.0,1.0,1.0,,,2.0,Darwin,1.0,0.4743,,,1.0
11352554,away,Liverpool,Curtis Jones,,,curtis-jones,C. Jones,M,17,185,17569,M,927353,EUR,980812800,M,17,17,True,22.0,21.0,2.0,2.0,10.0,10.0,11.0,12.0,,,,,,,,24.0,26.0,6.4,4.0,0.132185,0,,,,5.0,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,curtisjones,,,,,
11352554,away,Liverpool,Dominik Szoboszlai,,,dominik-szoboszlai,D. Szoboszlai,M,8,187,72138,M,869856,EUR,972432000,M,8,8,True,17.0,14.0,1.0,1.0,11.0,12.0,3.0,5.0,,,,,,,,23.0,21.0,6.3,5.0,0.00115206,1,,,,3.0,,1.0,1.0,,,,,,,1.0,,0.0149,,,,,,,1.0,,,,,DomSzobo,,,,,
11352554,away,Liverpool,Luis Díaz,,,luis-diaz,L. Díaz,F,14,178,142017,M,883537,EUR,853113600,F,7,7,True,11.0,10.0,1.0,,5.0,5.0,5.0,6.0,,2.0,,,,,,23.0,14.0,6.5,3.0,0.133812,1,,,,4.0,,,,,,1.0,,3.0,,,,0.1517,1.0,,,,,,1.0,,,1.0,,LuisDíaz,1.0,0.7093,,1.0,
11352554,away,Liverpool,Diogo Jota,,,diogo-jota,D. Jota,F,,178,31287,M,606164,EUR,849657600,F,20,20,True,4.0,3.0,,,,,3.0,4.0,,,,,,,,12.0,9.0,7.5,3.0,0.0118676,1,,,,2.0,2.0,,,1.0,,1.0,1.0,,,,,0.0777,,,,,1.0,,2.0,1.0,,,,DiogoJ18,1.0,0.812,,,1.0
11352554,away,Liverpool,Caoimhin Kelleher,,,caoimhin-kelleher,C. Kelleher,G,1,188,9953,M,827362,EUR,911779200,G,62,62,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,caoimhinkelleher98,,,,,
11352554,away,Liverpool,Ibrahima Konaté,,,ibrahima-konate,I. Konaté,D,5,195,27499,M,826215,EUR,927590400,D,5,5,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ibrahimakonate,,,,,
11352554,away,Liverpool,Luke Chambers,,,luke-chambers,L. Chambers,D,19,181,655,M,1134530,EUR,1088035200,D,44,44,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352554,away,Liverpool,Conor Bradley,,,bradley-conor,C. Bradley,D,12,181,15946,M,1008402,EUR,1057708800,D,84,84,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,conorbradley03,,,,,
11352554,away,Liverpool,James McConnell,James McConnell,,mcconnell-james,J. McConnell,M,16,180,2779,M,1138428,EUR,1095033600,M,53,53,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
